Protein.ID;Gene;WJ_c_1002 MaxLFQ Intensity;WJ_c_1062 MaxLFQ Intensity;WJ_c_11 MaxLFQ Intensity;WJ_c_203 MaxLFQ Intensity;WJ_d_1002 MaxLFQ Intensity;WJ_d_1062 MaxLFQ Intensity;WJ_d_11 MaxLFQ Intensity;WJ_d_203 MaxLFQ Intensity
MPI_HUMAN;MPI;41784.625;22015.527;22789.85;28719.426;57949.508;45450.47;35701.145;42184.36
GPC1_HUMAN;GPC1;43567.45;30313.242;42337.86;0.0;25624.402;37028.945;0.0;0.0
CAH8_HUMAN;CA8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CTNA1_HUMAN;CTNNA1;197316.66;172963.4;164035.84;172008.48;153381.3;150608.55;144675.22;173889.5
PHB1_HUMAN;PHB1;158354.19;187825.38;163590.05;182433.52;149737.97;186226.44;157294.72;166617.52
SPB6_HUMAN;SERPINB6;137763.19;136386.77;170752.89;176223.84;145047.1;114916.805;134369.02;144665.78
MERL_HUMAN;NF2;0.0;0.0;0.0;80283.81;0.0;0.0;0.0;0.0
RADI_HUMAN;RDX;82778.7;83222.71;75129.95;80727.51;86514.69;54683.125;0.0;34697.633
RFA3_HUMAN;RPA3;0.0;0.0;0.0;0.0;16699.879;0.0;0.0;0.0
RFC2_HUMAN;RFC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL22_HUMAN;RPL22;260568.33;310712.47;280510.12;239597.55;272987.84;205548.3;185611.31;207487.7
T2FA_HUMAN;GTF2F1;0.0;23969.916;23900.139;0.0;0.0;0.0;0.0;0.0
SPRE_HUMAN;SPR;41258.78;32966.83;36584.547;43633.2;67953.21;64544.207;63538.332;56290.19
PGH2_HUMAN;PTGS2;0.0;0.0;0.0;0.0;0.0;48613.96;47520.55;26662.902
TSP2_HUMAN;THBS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IDUA_HUMAN;IDUA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CBS_HUMAN;CBS;45020.734;21573.246;37932.582;24565.379;38792.496;19935.477;0.0;0.0
K1C9_HUMAN;KRT9;107574.984;140216.95;69257.14;95867.516;65753.06;97144.66;60676.41;57199.59
FBN1_HUMAN;FBN1;0.0;0.0;0.0;41558.754;65985.88;60606.23;0.0;41183.992
FBN2_HUMAN;FBN2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GDE_HUMAN;AGL;19089.666;0.0;0.0;26008.807;39672.05;30154.354;27979.684;50703.566
MYH9_HUMAN;MYH9;1129912.0;1145681.0;1449337.2;1224184.4;1054421.0;996315.4;729161.7;960358.1
MYH10_HUMAN;MYH10;211694.66;130533.36;168850.73;128458.83;207865.36;114374.05;119946.39;104918.195
COPB2_HUMAN;COPB2;202390.25;197972.47;209995.56;225775.0;252018.11;219080.45;205079.66;234922.39
ACTN2_HUMAN;ACTN2;0.0;315505.62;423524.7;0.0;217519.3;152812.58;243480.33;74247.74
SOAT1_HUMAN;SOAT1;0.0;29747.445;30413.783;32873.938;43424.523;0.0;0.0;36308.93
ADDA_HUMAN;ADD1;41680.125;96005.42;82991.836;70316.35;53475.754;57794.203;0.0;59237.46
BASI_HUMAN;BSG;128066.55;138085.58;147603.89;158551.7;115676.47;248190.27;255576.14;226304.8
TIMP3_HUMAN;TIMP3;0.0;118150.65;102805.96;127172.805;0.0;0.0;0.0;0.0
FUS_HUMAN;FUS;90150.18;107186.1;88132.74;75227.664;49825.434;47082.527;68070.32;66153.12
NU214_HUMAN;NUP214;0.0;40403.617;36385.117;36325.54;33155.047;0.0;0.0;0.0
DEK_HUMAN;DEK;0.0;24172.598;0.0;0.0;0.0;0.0;0.0;0.0
MYH11_HUMAN;MYH11;0.0;697733.0;846584.06;0.0;0.0;0.0;0.0;0.0
GLRX1_HUMAN;GLRX;81764.3;157837.81;108083.23;214165.97;226565.92;476598.62;324241.66;292700.12
PPM1A_HUMAN;PPM1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AHR_HUMAN;AHR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K22E_HUMAN;KRT2;146951.27;144628.81;111172.016;174714.83;75075.016;242539.19;98560.914;66235.516
HMGCL_HUMAN;HMGCL;34638.496;27646.22;31919.62;35880.586;40780.26;42035.918;34311.2;31539.498
PRS7_HUMAN;PSMC2;103067.125;130257.86;124540.36;101490.61;83469.59;84508.6;86446.81;98389.11
CH3L1_HUMAN;CHI3L1;0.0;0.0;0.0;0.0;0.0;33261.45;0.0;0.0
GGT5_HUMAN;GGT5;0.0;0.0;0.0;0.0;106838.08;42173.457;0.0;0.0
CXG1_HUMAN;GJC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARL2_HUMAN;ARL2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARL3_HUMAN;ARL3;100987.61;104066.49;94845.2;104584.02;93862.51;98239.83;91850.85;83778.57
TRI23_HUMAN;TRIM23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MP2K2_HUMAN;MAP2K2;76595.16;80444.695;80729.766;89542.44;89738.61;101761.75;78178.055;94181.75
ATPG_HUMAN;ATP5F1C;138618.47;126483.15;132215.0;127781.73;137497.42;171952.08;188160.81;147014.7
VATE1_HUMAN;ATP6V1E1;96087.92;116799.664;138341.06;143144.42;121949.234;146801.1;132567.08;162713.03
HEM6_HUMAN;CPOX;42328.89;48011.617;53478.23;52505.914;37288.875;60258.8;52851.914;49684.742
RL4_HUMAN;RPL4;438619.03;558729.56;483584.5;461295.6;553023.8;463479.97;387858.2;507427.94
8ODP_HUMAN;NUDT1;39488.85;0.0;0.0;0.0;40439.645;0.0;0.0;0.0
LONM_HUMAN;LONP1;147946.1;138427.58;119953.625;131810.33;121479.75;169669.69;101605.77;137353.02
PGM1_HUMAN;PGM1;189645.28;118310.56;137530.19;230830.84;437230.78;272506.56;294831.66;425057.0
PP1G_HUMAN;PPP1CC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TGFR1_HUMAN;TGFBR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNL1_HUMAN;GNL1;0.0;0.0;0.0;0.0;21770.19;25686.072;0.0;18980.473
PEDF_HUMAN;SERPINF1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ODO2_HUMAN;DLST;72950.0;81830.234;88957.68;73354.875;62454.96;125554.11;71943.02;64136.727
GMPR1_HUMAN;GMPR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DHB2_HUMAN;HSD17B2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SRP14_HUMAN;SRP14;185189.48;145229.7;136921.86;123279.3;119605.67;63290.74;100954.74;72849.76
TGFR2_HUMAN;TGFBR2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31017.799
NUP62_HUMAN;NUP62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HPCL1_HUMAN;HPCAL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FDFT_HUMAN;FDFT1;188166.52;345242.28;280487.78;157722.78;0.0;0.0;0.0;148657.55
TAGL2_HUMAN;TAGLN2;2495236.2;1822734.8;2148382.0;1832968.0;2163730.8;2020956.0;1787823.9;1210382.8
TALDO_HUMAN;TALDO1;380771.3;441035.44;308719.03;406540.66;466459.1;422772.84;329688.9;458919.3
SYUA_HUMAN;SNCA;40562.277;30309.826;37205.12;21016.441;32916.25;22810.564;26082.545;0.0
ETFB_HUMAN;ETFB;66821.05;71836.26;73080.734;65133.82;56759.168;82902.98;70369.234;54145.87
RBMX_HUMAN;RBMX;49209.516;64186.9;60952.57;45343.156;43503.316;35982.336;57271.9;38280.504
VKGC_HUMAN;GGCX;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LICH_HUMAN;LIPA;0.0;0.0;0.0;42231.68;37442.066;0.0;57246.47;0.0
VATA_HUMAN;ATP6V1A;328340.97;275266.38;305991.72;319902.03;287425.75;326788.22;316271.94;268208.2
GRP75_HUMAN;HSPA9;276028.5;290323.56;278986.22;272744.16;231802.64;307072.25;257534.05;269118.4
IF4A3_HUMAN;EIF4A3;51453.34;42777.15;41025.562;42657.547;48661.11;38346.76;39796.348;53923.34
RS19_HUMAN;RPS19;537097.7;574519.25;543690.56;466815.62;499308.16;406831.8;358664.28;373757.75
RL3_HUMAN;RPL3;262602.62;391903.62;275035.12;291017.75;312729.56;256767.53;261348.17;302931.75
COFA1_HUMAN;COL15A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COIA1_HUMAN;COL18A1;0.0;0.0;0.0;0.0;0.0;30181.373;29641.54;0.0
MPV17_HUMAN;MPV17;0.0;0.0;0.0;27084.719;33790.78;0.0;15861.822;35773.52
OST48_HUMAN;DDOST;258672.38;183534.14;218926.08;252756.3;291887.88;270413.6;298983.84;220633.0
AN32A_HUMAN;ANP32A;84747.23;76538.62;71984.42;47899.473;54357.367;53183.777;63995.504;41121.637
FEN1_HUMAN;FEN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CUX1_HUMAN;CUX1;25588.676;0.0;0.0;0.0;28176.297;20576.566;0.0;0.0
CAPG_HUMAN;CAPG;111355.92;92684.445;110012.88;74509.9;93868.46;99990.88;97619.49;65735.45
CAP2_HUMAN;CAP2;133614.11;99343.99;104139.61;127765.875;74169.44;99430.13;75852.95;85068.32
IL6RB_HUMAN;IL6ST;0.0;41786.215;0.0;64164.688;0.0;0.0;0.0;0.0
TXLNA_HUMAN;TXLNA;50455.23;37711.16;46176.164;52492.09;42179.914;40863.906;31148.814;49604.23
TCPZ_HUMAN;CCT6A;384635.6;503719.38;386927.2;459287.0;394064.8;347457.94;312989.7;494103.34
NNMT_HUMAN;NNMT;476288.0;238197.75;478021.38;409930.9;1329531.9;1098735.6;1278144.4;1363919.4
PSB10_HUMAN;PSMB10;0.0;0.0;0.0;0.0;20677.877;0.0;0.0;0.0
RL13A_HUMAN;RPL13A;132514.92;204001.69;141473.6;129300.66;152461.97;134546.02;120931.2;115396.2
ARL1_HUMAN;ARL1;73388.555;49322.44;53035.54;95679.53;104973.97;89864.23;93644.5;129476.62
UBP8_HUMAN;USP8;0.0;151992.0;0.0;0.0;0.0;0.0;0.0;0.0
PEX19_HUMAN;PEX19;32990.77;0.0;31613.936;0.0;0.0;0.0;0.0;0.0
MDHC_HUMAN;MDH1;273067.62;254162.28;298768.03;287968.84;307586.53;338914.56;291622.7;326126.12
MDHM_HUMAN;MDH2;735577.0;763497.3;706661.0;632583.25;516093.56;846822.1;591219.7;574103.06
RFC3_HUMAN;RFC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ECHA_HUMAN;HADHA;212283.5;195405.64;210770.64;199513.1;226870.38;226235.16;221228.61;223953.36
IF2G_HUMAN;EIF2S3;169890.97;185743.03;172439.53;174336.03;197391.53;168991.25;102167.24;157255.19
CETN2_HUMAN;CETN2;0.0;0.0;0.0;27259.754;22422.348;29971.277;0.0;0.0
EIF2D_HUMAN;EIF2D;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
WNT5A_HUMAN;WNT5A;0.0;0.0;0.0;19663.22;25138.055;33606.33;21201.492;35995.984
BUD31_HUMAN;BUD31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UBA7_HUMAN;UBA7;0.0;0.0;0.0;0.0;24361.777;0.0;0.0;25799.557
NAA10_HUMAN;NAA10;37628.363;49829.367;44007.0;47901.08;40303.344;40988.316;38722.168;49164.258
IPP2_HUMAN;PPP1R2;0.0;39764.086;42605.984;46340.6;39354.348;0.0;0.0;0.0
CSK_HUMAN;CSK;0.0;0.0;0.0;41347.812;42330.47;37287.523;0.0;24632.447
GARS_HUMAN;GARS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYIC_HUMAN;IARS1;119673.164;110201.88;112554.22;119942.7;121690.7;112365.055;67874.33;110094.336
KPCI_HUMAN;PRKCI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACTY_HUMAN;ACTR1B;23354.04;0.0;0.0;30220.139;32118.713;20669.42;0.0;31841.58
ECI1_HUMAN;ECI1;37363.188;0.0;41550.656;43677.723;64401.03;74897.42;64747.223;54197.88
LAP2A_HUMAN;TMPO;34828.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAP2B_HUMAN;TMPO;64149.598;60527.723;54362.145;52566.152;34095.633;39093.855;51945.9;0.0
STAT6_HUMAN;STAT6;0.0;0.0;0.0;0.0;21629.371;0.0;0.0;24026.338
STA5A_HUMAN;STAT5A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MTREX_HUMAN;MTREX;0.0;0.0;0.0;0.0;0.0;37151.25;0.0;0.0
AK1C3_HUMAN;AKR1C3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PK3CA_HUMAN;PIK3CA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MTOR_HUMAN;MTOR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78239.125
PI4KA_HUMAN;PI4KA;0.0;0.0;0.0;0.0;19087.178;0.0;0.0;27818.836
EPS15_HUMAN;EPS15;0.0;31220.398;0.0;0.0;20921.889;0.0;0.0;0.0
CASP3_HUMAN;CASP3;0.0;0.0;0.0;0.0;40114.023;0.0;0.0;31769.664
RS27_HUMAN;RPS27;0.0;42345.047;28953.783;34386.305;24496.531;0.0;0.0;0.0
ABL2_HUMAN;ABL2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RBM34_HUMAN;RBM34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LPPRC_HUMAN;LRPPRC;134823.25;130612.58;145649.53;138069.33;116842.74;102797.35;90531.08;147313.64
THIM_HUMAN;ACAA2;60893.492;57230.465;50477.684;72240.07;68262.66;92450.336;60197.85;80269.09
RL35_HUMAN;RPL35;160725.23;151900.45;116179.84;137221.34;167112.92;154243.34;132928.33;152313.27
CDN2A_HUMAN;CDKN2A;49751.645;62112.27;73042.94;49075.574;0.0;70581.9;0.0;0.0
CDN2C_HUMAN;CDKN2C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PCP_HUMAN;PRCP;85590.88;103052.83;73056.19;87759.234;105068.62;106265.555;99790.914;107353.32
CXCL5_HUMAN;CXCL5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HD_HUMAN;HTT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ECE1_HUMAN;ECE1;40566.418;62423.984;42792.824;46245.44;25037.762;41246.31;0.0;35590.96
EAA1_HUMAN;SLC1A3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EAA3_HUMAN;SLC1A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SATT_HUMAN;SLC1A4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LIS1_HUMAN;PAFAH1B1;77583.914;81373.96;83687.02;77201.54;71832.56;69028.766;85615.34;80546.49
MUC18_HUMAN;MCAM;56675.816;66333.65;21921.83;0.0;31573.32;59079.832;25997.371;0.0
CACP_HUMAN;CRAT;24182.66;23775.584;22806.768;24001.123;22462.746;26588.797;19858.14;23175.701
CATK_HUMAN;CTSK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MATR3_HUMAN;MATR3;100451.59;105047.055;85918.28;100537.99;110370.04;66789.08;91303.42;87343.96
GPDM_HUMAN;GPD2;92065.63;99589.445;88469.02;98933.234;103709.016;88344.47;85069.86;109749.9
SSRA_HUMAN;SSR1;51883.863;0.0;0.0;0.0;63941.8;0.0;150294.08;0.0
AL3B1_HUMAN;ALDH3B1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTN9_HUMAN;PTPN9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NAMPT_HUMAN;NAMPT;65735.65;118898.234;60910.293;135741.86;238817.45;553769.4;259259.48;374387.94
PRS6B_HUMAN;PSMC4;254799.12;241404.73;246629.47;263543.34;227432.67;234113.03;207119.97;232360.06
EFTS_HUMAN;TSFM;133360.38;117373.7;160009.67;178935.53;129538.82;0.0;141560.55;147045.11
PPIC_HUMAN;PPIC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VDAC2_HUMAN;VDAC2;252003.53;316300.16;300978.28;260103.11;220655.7;335497.72;298526.38;335043.53
ACDSB_HUMAN;ACADSB;0.0;0.0;24992.947;0.0;21813.896;35291.86;27049.135;35714.293
CBX5_HUMAN;CBX5;0.0;0.0;0.0;0.0;25971.03;0.0;0.0;0.0
UBP5_HUMAN;USP5;168605.45;170528.16;177564.89;172085.66;147825.89;150616.81;144150.34;140414.28
MK09_HUMAN;MAPK9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MP2K4_HUMAN;MAP2K4;0.0;0.0;0.0;0.0;0.0;20431.76;0.0;0.0
KI67_HUMAN;MKI67;0.0;57495.44;134332.38;0.0;0.0;0.0;0.0;175050.89
KPB1_HUMAN;PHKA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RAGP1_HUMAN;RANGAP1;65328.34;79314.805;63172.39;56200.535;45111.92;50097.57;45561.89;46407.746
RECQ1_HUMAN;RECQL;38082.19;45742.24;29592.984;48109.984;35635.46;45496.332;28774.17;44902.207
NOP2_HUMAN;NOP2;31280.39;36587.074;28796.186;25666.299;24149.22;0.0;0.0;0.0
CRK_HUMAN;CRK;90233.48;81902.8;71791.73;102355.34;79884.64;119386.3;108426.13;65567.51
CRKL_HUMAN;CRKL;0.0;0.0;0.0;0.0;29888.236;66726.29;37972.45;32581.959
BAG6_HUMAN;BAG6;190316.94;244501.94;244374.8;163344.47;155532.23;152014.1;135884.39;146676.8
GSTM5_HUMAN;GSTM5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NSF_HUMAN;NSF;72653.016;70795.0;73540.484;83838.22;82876.35;75514.56;71812.32;80489.17
MP2K3_HUMAN;MAP2K3;0.0;0.0;0.0;26499.217;0.0;0.0;0.0;0.0
BRCC3_HUMAN;BRCC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22872.059
RL27A_HUMAN;RPL27A;80026.664;105016.06;88095.945;67157.375;79971.305;88223.945;73552.7;51574.082
RL5_HUMAN;RPL5;894573.1;891166.9;852804.0;861531.25;898170.8;730940.75;783912.06;840185.9
RL21_HUMAN;RPL21;272124.28;322060.47;244829.19;235126.84;267798.8;183362.75;182611.66;193105.66
RL28_HUMAN;RPL28;353603.06;480403.22;394345.9;342535.22;446146.6;291407.47;239136.86;300148.06
RS9_HUMAN;RPS9;139668.88;176927.12;143661.03;161469.1;193753.44;177519.86;165912.14;196440.27
RS5_HUMAN;RPS5;692136.0;692690.6;635098.0;561931.2;630462.06;752300.75;506735.9;535479.25
RS10_HUMAN;RPS10;256034.33;270289.22;304790.7;249615.78;276859.88;256101.89;206901.58;290410.12
MAP1B_HUMAN;MAP1B;176497.73;199379.17;202206.62;201079.11;194626.14;168968.08;123717.06;133922.7
GNPI1_HUMAN;GNPDA1;58552.066;41569.48;49061.73;49349.016;67942.945;56142.484;66911.6;57180.344
NEDD4_HUMAN;NEDD4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
YAP1_HUMAN;YAP1;66930.87;52628.75;66163.6;66018.74;55940.223;48754.723;62482.582;56629.734
UTRN_HUMAN;UTRN;43201.77;39330.656;39975.27;49951.4;37700.438;41700.28;40849.92;49493.793
IQGA1_HUMAN;IQGAP1;200157.7;212525.84;221020.19;206792.11;198849.31;201033.4;265901.88;208672.25
GLYG_HUMAN;GYG1;33281.17;52967.688;65848.98;50147.215;41225.15;97596.04;93734.83;86063.664
STT3A_HUMAN;STT3A;71867.72;67120.375;60440.125;70768.664;82636.11;65616.875;70315.16;81382.53
MSS4_HUMAN;RABIF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PA24A_HUMAN;PLA2G4A;22518.639;0.0;0.0;30393.674;40898.574;45720.62;0.0;62768.94
CAZA2_HUMAN;CAPZA2;179430.83;172773.95;195493.14;154665.83;126022.08;148649.95;165421.97;135247.94
IF1AX_HUMAN;EIF1AX;96915.32;98133.73;116938.945;109605.555;97622.47;124837.54;97199.29;129981.0
AL1A3_HUMAN;ALDH1A3;115898.77;129699.22;99230.16;116083.805;35106.875;40651.28;36944.15;24901.576
SYQ_HUMAN;QARS1;204343.77;195880.53;195869.5;233529.92;241783.5;171320.7;98053.945;187538.83
RL29_HUMAN;RPL29;226652.31;226710.73;167359.72;122093.516;164644.34;0.0;95319.47;0.0
TISD_HUMAN;ZFP36L2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UCRI_HUMAN;UQCRFS1;91763.12;59733.133;93590.05;118394.73;93733.25;103972.305;100599.016;107859.13
ATPO_HUMAN;ATP5PO;98301.67;109087.1;104766.445;112213.75;118748.734;167029.88;143142.72;122877.266
GLIP1_HUMAN;GLIPR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SDF1_HUMAN;CXCL12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPCE_HUMAN;PREP;54854.684;43558.59;47543.023;53076.72;64452.816;64864.402;61215.566;62563.125
MAOX_HUMAN;ME1;43236.07;54865.332;37069.098;67145.7;103556.97;131550.72;47580.82;132346.38
IREB2_HUMAN;IREB2;0.0;0.0;0.0;100857.68;0.0;52802.008;43623.38;0.0
TFPI2_HUMAN;TFPI2;0.0;70392.66;64782.49;163663.44;26858.44;60970.39;122429.33;82748.875
LEPR_HUMAN;LEPR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PI42A_HUMAN;PIP4K2A;111880.414;94438.195;135179.45;86553.555;49041.418;0.0;0.0;0.0
COPD_HUMAN;ARCN1;127332.34;148595.25;146421.8;140440.25;151558.75;136443.56;148790.27;134978.86
LSS_HUMAN;LSS;68183.984;65856.64;78027.77;62202.938;39056.758;55416.28;48544.438;52914.125
GSH1_HUMAN;GCLC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21304.023
GSH0_HUMAN;GCLM;0.0;0.0;36901.867;28951.078;63828.26;87177.29;60223.355;87650.29
CD151_HUMAN;CD151;34232.82;32123.705;41136.227;45003.77;29055.672;73870.16;48653.42;58956.12
PSMD8_HUMAN;PSMD8;51172.844;42846.61;42951.414;61880.98;31273.197;41609.715;52456.316;48557.13
PRC2A_HUMAN;PRRC2A;346326.8;345227.84;468347.16;316041.72;305945.03;254890.97;0.0;363276.78
GSHB_HUMAN;GSS;70541.46;68126.56;77056.91;73939.516;70351.8;78155.23;61987.95;48689.73
TCPE_HUMAN;CCT5;281193.1;286583.4;251695.12;274496.12;283891.16;252198.23;228646.22;261758.16
PTSS1_HUMAN;PTDSS1;0.0;27362.967;0.0;20367.334;0.0;0.0;0.0;0.0
NEST_HUMAN;NES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HSP13_HUMAN;HSPA13;104550.26;89129.94;0.0;115543.34;97484.055;110582.99;107148.23;92365.24
KC1A_HUMAN;CSNK1A1;17195.346;22040.182;20108.004;18345.252;13711.31;0.0;0.0;0.0
IDHP_HUMAN;IDH2;109003.53;106046.92;112646.58;98967.31;160520.16;211831.33;182219.95;150429.75
PIPNB_HUMAN;PITPNB;55353.29;52304.324;49154.926;46443.473;43514.02;50127.434;52256.12;50688.355
AGRE5_HUMAN;ADGRE5;0.0;47765.562;32309.7;24700.643;21054.816;35158.277;25795.139;18335.117
DPOD2_HUMAN;POLD2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MRP_HUMAN;MARCKSL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAMLG_HUMAN;CAMLG;0.0;0.0;0.0;22057.652;20711.092;0.0;0.0;0.0
MAPK2_HUMAN;MAPKAPK2;0.0;0.0;0.0;0.0;19834.39;0.0;0.0;0.0
DNSL1_HUMAN;DNASE1L1;0.0;0.0;0.0;0.0;0.0;34793.01;0.0;30049.115
AL9A1_HUMAN;ALDH9A1;116100.25;103631.305;129106.52;103528.57;153107.5;138869.92;136255.88;140901.58
RL34_HUMAN;RPL34;176265.11;212488.33;186977.58;152186.7;188530.48;127249.8;129192.83;123089.43
RPIA_HUMAN;RPIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LMAN1_HUMAN;LMAN1;212546.98;174848.23;177029.75;229523.25;212865.27;231969.39;227826.25;263217.53
NASP_HUMAN;NASP;27981.36;33687.52;0.0;27111.076;0.0;0.0;0.0;0.0
FAS_HUMAN;FASN;536335.44;423723.56;460732.88;578670.8;440850.75;591300.3;277649.97;629159.06
FNTA_HUMAN;FNTA;62222.004;61622.73;67617.46;59036.2;67855.87;57661.58;62539.062;66393.45
DHYS_HUMAN;DHPS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TCPG_HUMAN;CCT3;257285.97;285541.62;251054.8;269166.97;246186.4;234662.22;203850.14;243543.94
RM19_HUMAN;MRPL19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EFTU_HUMAN;TUFM;146796.2;140098.2;157948.28;142078.4;131252.52;167102.86;153626.56;173983.67
AMPH_HUMAN;AMPH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AL7A1_HUMAN;ALDH7A1;82670.94;60817.227;69348.93;48847.707;72736.94;78666.56;68058.875;54829.82
INPP_HUMAN;INPP1;0.0;0.0;0.0;25091.545;0.0;0.0;0.0;0.0
SRP09_HUMAN;SRP9;64704.547;58497.98;67425.7;51222.016;52756.688;44861.51;42393.65;33453.316
PCY1A_HUMAN;PCYT1A;40486.105;69437.914;41075.543;59600.816;40822.74;31173.889;28940.846;62262.15
SYAC_HUMAN;AARS1;78105.164;35430.46;51427.645;44985.355;64684.84;54188.78;37642.586;34539.8
SYCC_HUMAN;CARS1;73969.35;64331.3;65670.65;56214.484;67819.21;66232.62;51087.176;55902.83
SYHM_HUMAN;HARS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYSC_HUMAN;SARS1;106414.39;90539.71;95415.086;78671.47;79966.89;74309.32;66336.086;82885.06
PPM1F_HUMAN;PPM1F;0.0;0.0;0.0;31924.588;0.0;0.0;0.0;36621.496
PRI2_HUMAN;PRIM2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CASP4_HUMAN;CASP4;25118.445;0.0;0.0;43709.523;36776.125;37023.316;25378.123;29679.557
CTCF_HUMAN;CTCF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSB3_HUMAN;PSMB3;126644.74;129851.76;109402.92;135397.61;150829.0;150039.1;104608.92;131668.78
PSB2_HUMAN;PSMB2;257342.55;185498.81;200970.97;279270.56;272224.25;305112.8;251514.39;389114.03
MCM2_HUMAN;MCM2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COMP_HUMAN;COMP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACADV_HUMAN;ACADVL;63949.55;85165.125;76251.695;90085.56;77837.6;109588.87;80801.555;94138.98
YLPM1_HUMAN;YLPM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACOT2_HUMAN;ACOT2;49342.39;38464.082;31847.82;27909.758;74557.88;68809.586;60419.53;68906.39
VPS41_HUMAN;VPS41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TMEDA_HUMAN;TMED10;357269.4;241089.16;255297.98;312072.88;345772.34;321392.5;365529.3;328782.34
RBM25_HUMAN;RBM25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NUMB_HUMAN;NUMB;0.0;20044.004;0.0;18900.021;24089.02;25814.102;0.0;0.0
