Protein.ID;Gene;GF_c_1 MaxLFQ Intensity;GF_c_27 MaxLFQ Intensity;GF_c_31 MaxLFQ Intensity;GF_d_1 MaxLFQ Intensity;GF_d_27 MaxLFQ Intensity;GF_d_31 MaxLFQ Intensity
GSTM2_HUMAN;GSTM2;105438.74;154197.44;87031.95;99139.92;200082.4;54023.03
ITPI2_HUMAN;ITPRID2;592697.44;0.0;0.0;269393.25;0.0;0.0
LYOX_HUMAN;LOX;28722.18;71157.08;45759.273;0.0;55328.805;26087.084
NDUS1_HUMAN;NDUFS1;48029.723;63827.66;47674.844;47081.805;53780.074;57621.625
ADH6_HUMAN;ADH6;0.0;0.0;0.0;0.0;0.0;0.0
TEAD1_HUMAN;TEAD1;0.0;0.0;0.0;0.0;0.0;0.0
MK01_HUMAN;MAPK1;214438.92;137875.19;106823.69;187215.47;221540.52;183302.34
GRN_HUMAN;GRN;166644.56;77305.42;81155.2;69868.0;82384.336;93239.234
PTPRM_HUMAN;PTPRM;48430.832;31056.537;0.0;37426.23;0.0;0.0
AMPL_HUMAN;LAP3;150799.92;143285.42;154224.69;94508.484;158067.16;154294.14
DHI1_HUMAN;HSD11B1;0.0;0.0;0.0;0.0;0.0;0.0
T2EB_HUMAN;GTF2E2;0.0;0.0;0.0;0.0;0.0;0.0
TPP2_HUMAN;TPP2;97824.81;94533.164;77097.25;116048.08;86559.21;93936.26
IMPA1_HUMAN;IMPA1;77633.984;69395.6;65999.53;61639.742;97466.21;83401.8
CCN2_HUMAN;CCN2;0.0;49466.875;158368.75;0.0;66135.77;80461.32
EPHA2_HUMAN;EPHA2;0.0;0.0;0.0;0.0;0.0;0.0
EPHB2_HUMAN;EPHB2;0.0;20731.955;0.0;0.0;0.0;0.0
SHC1_HUMAN;SHC1;0.0;66797.27;0.0;0.0;0.0;0.0
3MG_HUMAN;MPG;0.0;0.0;0.0;0.0;0.0;0.0
RABP2_HUMAN;CRABP2;144139.89;77944.96;0.0;0.0;112605.49;0.0
TKT_HUMAN;TKT;1672457.2;844157.4;936599.8;900075.7;885834.8;634422.2
CASP1_HUMAN;CASP1;35106.168;36782.797;0.0;0.0;0.0;0.0
LMOD1_HUMAN;LMOD1;30192.719;11618.702;41825.168;39655.492;0.0;50751.53
RBMS1_HUMAN;RBMS1;0.0;0.0;0.0;0.0;0.0;0.0
PML_HUMAN;PML;94133.13;57636.08;71932.95;51011.85;108916.2;78217.51
OAS2_HUMAN;OAS2;0.0;0.0;0.0;0.0;0.0;31909.709
MARCS_HUMAN;MARCKS;101267.234;180288.39;187718.14;80249.086;161456.34;116471.95
AQP1_HUMAN;AQP1;53717.25;0.0;0.0;100841.26;0.0;0.0
GNA11_HUMAN;GNA11;94826.086;69461.58;64406.152;119144.36;67093.125;94083.14
AL4A1_HUMAN;ALDH4A1;56133.055;34829.137;71036.25;42975.484;72101.35;69066.32
PBLD_HUMAN;PBLD;0.0;0.0;0.0;0.0;0.0;0.0
ERP29_HUMAN;ERP29;174307.42;193108.38;216847.3;136937.84;164258.17;158629.92
PRDX6_HUMAN;PRDX6;333578.8;371137.62;292210.5;478615.88;458606.2;404640.22
BLVRB_HUMAN;BLVRB;72038.68;57672.652;74325.05;53809.098;93954.83;69757.055
PRDX5_HUMAN;PRDX5;574105.56;532287.1;526798.06;470415.44;531874.44;528788.3
DOPD_HUMAN;DDT;234311.44;175786.2;213861.42;264884.34;379764.75;294683.75
GFRP_HUMAN;GCHFR;0.0;0.0;0.0;0.0;0.0;0.0
PRDX3_HUMAN;PRDX3;456389.53;260216.89;239903.67;413136.8;296240.97;267573.4
ATPD_HUMAN;ATP5F1D;63993.23;117284.21;52814.0;74919.3;240222.06;64925.97
RL12_HUMAN;RPL12;139676.25;188760.52;158367.28;148159.62;310607.44;203025.97
ECHM_HUMAN;ECHS1;436955.1;320474.0;343610.44;310505.84;415739.16;318088.34
KCY_HUMAN;CMPK1;200511.64;167775.22;209552.53;165859.22;246968.05;207306.19
PEBP1_HUMAN;PEBP1;198509.42;186577.6;174300.7;173785.53;240660.67;153073.5
PDIA3_HUMAN;PDIA3;549164.0;622976.44;678783.3;431605.97;674815.7;478175.97
2AAA_HUMAN;PPP2R1A;227571.62;300849.16;259262.23;335681.28;238032.81;305468.97
2AAB_HUMAN;PPP2R1B;0.0;0.0;0.0;0.0;0.0;0.0
CDC27_HUMAN;CDC27;0.0;0.0;0.0;0.0;0.0;0.0
PPIF_HUMAN;PPIF;32373.39;28542.467;51160.746;0.0;0.0;0.0
T4S1_HUMAN;TM4SF1;0.0;0.0;0.0;0.0;0.0;0.0
NMT1_HUMAN;NMT1;67739.586;86762.59;63529.938;90877.2;53893.7;61427.953
HMOX2_HUMAN;HMOX2;37844.543;54286.72;50604.055;49663.91;55231.355;57139.004
PURA2_HUMAN;ADSS2;47358.332;58929.973;42255.188;54543.867;50267.535;45185.406
UFO_HUMAN;AXL;0.0;41585.62;28379.5;0.0;0.0;0.0
AMRP_HUMAN;LRPAP1;97466.4;78460.734;73493.44;48421.332;115859.9;57540.406
TSPO_HUMAN;TSPO;202951.66;248551.1;119289.22;599943.1;178126.06;227920.5
PUR8_HUMAN;ADSL;46727.73;79272.19;72393.97;76113.516;59711.19;67741.97
CLIP1_HUMAN;CLIP1;30109.895;41755.0;45785.44;29436.652;49323.855;39865.703
SORCN_HUMAN;SRI;111698.39;84330.086;98287.12;111673.74;92225.39;81997.125
GSTT1_HUMAN;GSTT1;66989.53;59530.32;0.0;102370.09;89143.914;0.0
ILEU_HUMAN;SERPINB1;285726.56;200897.42;133891.08;231671.53;167360.58;195365.19
SL7A1_HUMAN;SLC7A1;0.0;16418.043;0.0;0.0;0.0;0.0
AL1B1_HUMAN;ALDH1B1;115916.414;63542.06;64073.965;101509.72;72717.555;69514.6
AL3A1_HUMAN;ALDH3A1;0.0;0.0;0.0;0.0;0.0;0.0
RPB2_HUMAN;POLR2B;22575.088;21864.814;24428.094;20588.314;0.0;0.0
SDHA_HUMAN;SDHA;314341.6;265037.7;228733.62;334525.47;328015.47;242421.72
GDIA_HUMAN;GDI1;72893.266;86365.54;86917.67;117980.34;47481.66;85961.53
S10A7_HUMAN;S100A7;0.0;0.0;0.0;0.0;0.0;0.0
METK2_HUMAN;MAT2A;48622.08;52445.883;65512.406;49479.375;78009.05;71624.74
KAP1_HUMAN;PRKAR1B;0.0;0.0;0.0;0.0;0.0;0.0
KAP3_HUMAN;PRKAR2B;0.0;0.0;0.0;0.0;0.0;0.0
CPSM_HUMAN;CPS1;0.0;0.0;0.0;0.0;0.0;0.0
RIR2_HUMAN;RRM2;0.0;0.0;0.0;0.0;0.0;0.0
SDC4_HUMAN;SDC4;0.0;0.0;0.0;0.0;0.0;0.0
TIA1_HUMAN;TIA1;0.0;0.0;0.0;0.0;0.0;0.0
FMO3_HUMAN;FMO3;0.0;0.0;0.0;0.0;0.0;0.0
DNJA1_HUMAN;DNAJA1;82347.9;86890.47;90068.56;40884.355;69964.664;53114.195
AKT1_HUMAN;AKT1;30775.076;27589.01;40535.727;35432.96;0.0;40687.336
QCR1_HUMAN;UQCRC1;108300.055;93754.47;87705.05;104078.125;82127.086;90377.08
3HIDH_HUMAN;HIBADH;149165.66;101788.46;68838.04;136694.66;101765.1;75745.91
PUR9_HUMAN;ATIC;193911.47;180632.94;145461.66;162546.02;183071.05;159725.81
HNRH3_HUMAN;HNRNPH3;48989.785;69305.82;68980.664;30721.977;46154.605;61374.754
HNRH1_HUMAN;HNRNPH1;86544.89;130279.2;118803.73;76335.305;59945.6;90432.97
1433B_HUMAN;YWHAB;334290.4;408820.94;336517.6;333330.78;422289.88;306195.9
STIP1_HUMAN;STIP1;166153.1;217380.95;251750.16;181868.25;206473.92;155237.97
S10AB_HUMAN;S100A11;3847481.2;2903036.2;3015325.8;2714040.5;5778393.5;2731969.2
PRDX2_HUMAN;PRDX2;525660.1;402033.4;414060.38;296770.88;516394.94;415029.2
GLPK_HUMAN;GK;0.0;0.0;0.0;30970.99;0.0;0.0
GRK4_HUMAN;GRK4;0.0;0.0;0.0;0.0;0.0;0.0
DCTD_HUMAN;DCTD;94942.25;126444.44;73489.89;109111.45;83401.09;89619.086
P5CR1_HUMAN;PYCR1;0.0;42845.734;0.0;0.0;49955.52;43262.695
NAC1_HUMAN;SLC8A1;0.0;85758.586;0.0;0.0;0.0;0.0
GBP1_HUMAN;GBP1;35330.348;33915.89;39939.117;38643.05;25621.457;35100.098
GBP2_HUMAN;GBP2;33221.11;0.0;0.0;0.0;0.0;0.0
TF2H1_HUMAN;GTF2H1;0.0;0.0;0.0;0.0;0.0;0.0
CGL_HUMAN;CTH;0.0;0.0;0.0;0.0;0.0;0.0
RL9_HUMAN;RPL9;92961.695;119942.97;146942.12;150392.38;104007.4;140526.34
CD70_HUMAN;CD70;0.0;0.0;0.0;0.0;0.0;0.0
ACSL1_HUMAN;ACSL1;35480.33;34612.22;0.0;42265.805;29229.996;42380.484
KINH_HUMAN;KIF5B;114606.33;129608.25;129226.83;147834.53;99290.516;133749.4
DUT_HUMAN;DUT;0.0;78996.73;83234.32;0.0;0.0;87484.65
MRP1_HUMAN;ABCC1;45885.05;96286.32;0.0;64931.137;97011.23;0.0
CKS2_HUMAN;CKS2;0.0;0.0;0.0;0.0;0.0;0.0
S10A3_HUMAN;S100A3;0.0;0.0;0.0;0.0;0.0;0.0
ABCD1_HUMAN;ABCD1;0.0;0.0;0.0;0.0;0.0;0.0
MA1A1_HUMAN;MAN1A1;0.0;207473.89;0.0;0.0;0.0;0.0
ERD22_HUMAN;KDELR2;0.0;12052.603;0.0;34106.17;0.0;0.0
MCM4_HUMAN;MCM4;59734.66;93432.04;87868.72;49935.504;0.0;58525.086
MCM5_HUMAN;MCM5;0.0;55235.01;0.0;0.0;0.0;0.0
MCM7_HUMAN;MCM7;0.0;0.0;52598.914;0.0;0.0;0.0
GALNS_HUMAN;GALNS;32144.342;0.0;0.0;0.0;0.0;0.0
SDC2_HUMAN;SDC2;0.0;0.0;0.0;0.0;0.0;0.0
CD68_HUMAN;CD68;0.0;0.0;0.0;0.0;0.0;0.0
GLYC_HUMAN;SHMT1;0.0;18159.824;0.0;0.0;0.0;0.0
GLYM_HUMAN;SHMT2;76603.625;123629.47;101738.23;90226.9;92747.66;93860.67
HYES_HUMAN;EPHX2;0.0;0.0;0.0;0.0;0.0;0.0
HS71L_HUMAN;HSPA1L;0.0;0.0;0.0;0.0;0.0;0.0
HSP74_HUMAN;HSPA4;119904.09;120897.0;141698.5;121690.42;105870.13;154918.17
GRK5_HUMAN;GRK5;0.0;0.0;0.0;0.0;0.0;0.0
MPI_HUMAN;MPI;36281.516;42184.395;32569.164;31470.574;27988.236;36100.934
GPC1_HUMAN;GPC1;43074.656;57240.438;44701.207;0.0;0.0;26907.752
CAH8_HUMAN;CA8;0.0;0.0;0.0;0.0;0.0;0.0
CTNA1_HUMAN;CTNNA1;121792.65;119640.58;120082.2;128260.44;120156.81;120319.43
PHB1_HUMAN;PHB1;218358.22;168933.02;175511.19;135979.56;224263.36;175322.97
SPB6_HUMAN;SERPINB6;134652.48;117427.74;163117.56;144025.56;176032.45;126329.36
MERL_HUMAN;NF2;41490.05;0.0;0.0;51740.645;0.0;0.0
RADI_HUMAN;RDX;102130.08;95490.57;113922.91;76288.766;134486.95;69964.94
RFA3_HUMAN;RPA3;21483.46;23546.338;0.0;18784.914;0.0;0.0
RFC2_HUMAN;RFC2;0.0;0.0;0.0;0.0;0.0;0.0
RL22_HUMAN;RPL22;195913.92;260218.89;287374.97;139243.53;300315.72;182964.64
T2FA_HUMAN;GTF2F1;0.0;0.0;32663.826;0.0;0.0;0.0
SPRE_HUMAN;SPR;76580.164;35060.05;0.0;96289.984;102093.04;47011.312
PGH2_HUMAN;PTGS2;0.0;0.0;0.0;0.0;0.0;0.0
TSP2_HUMAN;THBS2;0.0;49994.066;0.0;0.0;0.0;0.0
IDUA_HUMAN;IDUA;0.0;0.0;0.0;0.0;0.0;0.0
CBS_HUMAN;CBS;0.0;33421.74;58289.72;0.0;0.0;58437.816
K1C9_HUMAN;KRT9;133829.89;170606.56;210965.58;91735.3;45442.387;80049.016
FBN1_HUMAN;FBN1;0.0;0.0;0.0;0.0;0.0;0.0
FBN2_HUMAN;FBN2;0.0;0.0;0.0;48056.68;44348.312;0.0
GDE_HUMAN;AGL;32437.732;30611.324;0.0;56738.06;0.0;47013.152
MYH9_HUMAN;MYH9;1308213.5;1398318.8;1333929.5;2638713.0;717902.56;1178552.4
MYH10_HUMAN;MYH10;125831.46;105847.82;0.0;92069.69;74749.4;0.0
COPB2_HUMAN;COPB2;158574.02;179393.17;190166.84;194289.0;154598.36;183937.14
ACTN2_HUMAN;ACTN2;262158.44;50012.89;0.0;248524.22;0.0;118723.71
SOAT1_HUMAN;SOAT1;0.0;38231.863;27750.117;30154.46;0.0;0.0
ADDA_HUMAN;ADD1;93537.2;115125.27;69703.74;54004.94;112018.37;77728.83
BASI_HUMAN;BSG;102369.43;95182.875;106842.76;184802.47;79285.47;119075.07
TIMP3_HUMAN;TIMP3;0.0;0.0;0.0;0.0;0.0;0.0
FUS_HUMAN;FUS;0.0;73723.52;127369.09;0.0;35848.9;88751.28
NU214_HUMAN;NUP214;38484.152;40409.867;55277.76;0.0;42164.57;0.0
DEK_HUMAN;DEK;28203.191;20363.533;38141.016;0.0;0.0;0.0
MYH11_HUMAN;MYH11;332073.25;0.0;18465.338;0.0;0.0;31681.576
GLRX1_HUMAN;GLRX;181002.38;148002.03;98422.53;175348.55;211121.58;157760.97
PPM1A_HUMAN;PPM1A;0.0;24336.846;0.0;0.0;0.0;0.0
AHR_HUMAN;AHR;26230.037;0.0;0.0;0.0;0.0;0.0
K22E_HUMAN;KRT2;239266.19;274680.94;87880.47;82201.91;124413.52;155374.1
HMGCL_HUMAN;HMGCL;68759.086;53163.855;41874.742;51418.2;60314.617;47431.2
PRS7_HUMAN;PSMC2;93178.09;87529.68;99411.25;75987.85;78974.6;86351.336
CH3L1_HUMAN;CHI3L1;0.0;0.0;0.0;0.0;0.0;0.0
GGT5_HUMAN;GGT5;0.0;0.0;0.0;0.0;0.0;148668.81
CXG1_HUMAN;GJC1;0.0;0.0;0.0;0.0;0.0;0.0
ARL2_HUMAN;ARL2;0.0;0.0;0.0;37724.61;0.0;0.0
ARL3_HUMAN;ARL3;80227.695;100427.82;120893.9;65793.484;118244.414;112801.9
TRI23_HUMAN;TRIM23;0.0;0.0;0.0;0.0;0.0;0.0
MP2K2_HUMAN;MAP2K2;81687.25;74398.86;86107.06;69954.086;108172.28;123376.07
ATPG_HUMAN;ATP5F1C;140585.92;133156.7;93697.81;130205.03;133026.34;139427.33
VATE1_HUMAN;ATP6V1E1;186047.84;147618.92;139696.14;154641.55;214829.5;157703.36
HEM6_HUMAN;CPOX;66838.85;36734.926;46757.633;44932.21;39829.508;48331.28
RL4_HUMAN;RPL4;350262.75;483853.25;518809.3;516873.8;446646.53;434479.0
8ODP_HUMAN;NUDT1;69456.805;66303.484;63827.75;48127.785;53735.81;51305.324
LONM_HUMAN;LONP1;149292.53;151456.97;126205.21;132612.75;115342.09;140600.6
PGM1_HUMAN;PGM1;113577.11;179121.16;87072.8;155297.36;195197.78;140407.98
PP1G_HUMAN;PPP1CC;0.0;0.0;0.0;0.0;0.0;0.0
TGFR1_HUMAN;TGFBR1;0.0;0.0;0.0;0.0;0.0;0.0
GNL1_HUMAN;GNL1;0.0;22634.037;0.0;0.0;23993.066;24985.502
PEDF_HUMAN;SERPINF1;0.0;26110.64;0.0;0.0;53026.32;0.0
ODO2_HUMAN;DLST;139074.81;87559.36;71838.31;85310.54;79415.67;81424.2
GMPR1_HUMAN;GMPR;0.0;0.0;0.0;9374.129;0.0;0.0
DHB2_HUMAN;HSD17B2;0.0;0.0;0.0;0.0;0.0;0.0
SRP14_HUMAN;SRP14;120234.516;134167.27;183587.47;73553.18;94516.68;94374.99
TGFR2_HUMAN;TGFBR2;0.0;0.0;0.0;20278.344;0.0;0.0
NUP62_HUMAN;NUP62;0.0;0.0;0.0;0.0;0.0;0.0
HPCL1_HUMAN;HPCAL1;51896.27;22739.557;0.0;61752.594;0.0;0.0
FDFT_HUMAN;FDFT1;165378.22;0.0;0.0;0.0;0.0;0.0
TAGL2_HUMAN;TAGLN2;1884675.4;1306665.1;1418298.5;1157302.8;1372459.4;1280106.4
TALDO_HUMAN;TALDO1;419070.7;404472.12;424444.0;310295.94;563200.06;239074.45
SYUA_HUMAN;SNCA;0.0;0.0;0.0;0.0;0.0;0.0
ETFB_HUMAN;ETFB;70473.08;48330.38;47257.652;53773.188;64086.504;49116.45
RBMX_HUMAN;RBMX;65557.72;48466.984;69378.445;34889.797;76153.766;54273.34
VKGC_HUMAN;GGCX;0.0;0.0;0.0;0.0;20608.18;0.0
LICH_HUMAN;LIPA;0.0;0.0;0.0;0.0;0.0;0.0
VATA_HUMAN;ATP6V1A;377138.47;366462.16;337650.34;357646.94;305474.44;305171.88
GRP75_HUMAN;HSPA9;179712.84;268734.94;255299.22;170497.11;292462.5;214824.0
IF4A3_HUMAN;EIF4A3;54637.965;58796.797;42767.48;52061.617;38324.766;47929.156
RS19_HUMAN;RPS19;378577.66;497563.94;608654.8;295316.12;651589.44;344693.94
RL3_HUMAN;RPL3;183270.97;249787.05;346537.56;285096.7;214839.34;241199.8
COFA1_HUMAN;COL15A1;0.0;0.0;0.0;0.0;0.0;0.0
COIA1_HUMAN;COL18A1;40228.832;0.0;34058.406;48254.08;47631.58;79244.06
MPV17_HUMAN;MPV17;26716.084;44213.07;0.0;55147.293;0.0;0.0
OST48_HUMAN;DDOST;190415.78;240456.36;212700.6;219919.38;130182.05;246749.73
AN32A_HUMAN;ANP32A;62625.184;60715.723;74939.64;0.0;55287.797;78103.01
FEN1_HUMAN;FEN1;0.0;0.0;0.0;0.0;0.0;0.0
CUX1_HUMAN;CUX1;0.0;0.0;20890.023;0.0;0.0;0.0
CAPG_HUMAN;CAPG;251373.55;236582.11;81765.37;220796.48;218774.64;109335.07
CAP2_HUMAN;CAP2;87169.55;95612.97;105629.06;92563.1;68923.805;92604.836
IL6RB_HUMAN;IL6ST;37720.68;52617.703;0.0;0.0;0.0;0.0
TXLNA_HUMAN;TXLNA;40988.11;48969.473;66757.16;48845.23;61415.957;45951.125
TCPZ_HUMAN;CCT6A;295916.34;440785.5;354706.34;363326.53;392212.06;381013.4
NNMT_HUMAN;NNMT;375494.34;325714.78;160004.08;413842.38;624869.94;310553.06
PSB10_HUMAN;PSMB10;40795.11;34353.926;39268.95;33235.242;38835.465;27590.596
RL13A_HUMAN;RPL13A;123951.18;119504.69;130797.04;121834.81;124010.016;120515.305
ARL1_HUMAN;ARL1;44434.484;76907.82;49023.145;93275.55;40913.76;38928.676
UBP8_HUMAN;USP8;0.0;105162.55;0.0;0.0;0.0;0.0
PEX19_HUMAN;PEX19;0.0;0.0;0.0;0.0;0.0;0.0
MDHC_HUMAN;MDH1;258015.08;249527.36;209042.31;300048.97;339594.97;273580.75
MDHM_HUMAN;MDH2;693301.44;635089.44;500258.66;614170.0;544034.4;606830.6
RFC3_HUMAN;RFC3;0.0;0.0;0.0;0.0;0.0;0.0
ECHA_HUMAN;HADHA;278527.25;226857.83;150346.62;292766.72;199786.9;212275.8
IF2G_HUMAN;EIF2S3;160118.81;186955.3;147042.42;161085.5;149410.56;175428.95
CETN2_HUMAN;CETN2;0.0;19502.916;0.0;0.0;0.0;0.0
EIF2D_HUMAN;EIF2D;0.0;0.0;0.0;0.0;0.0;0.0
WNT5A_HUMAN;WNT5A;72262.805;43343.32;0.0;39151.887;0.0;0.0
BUD31_HUMAN;BUD31;0.0;0.0;35700.273;0.0;0.0;0.0
UBA7_HUMAN;UBA7;43844.613;44061.195;0.0;26683.83;27319.676;29277.988
NAA10_HUMAN;NAA10;0.0;45223.02;54595.81;29699.695;65246.547;38564.78
IPP2_HUMAN;PPP1R2;58043.53;167200.95;39125.137;0.0;0.0;0.0
CSK_HUMAN;CSK;38055.977;38394.68;56795.355;41389.008;0.0;0.0
GARS_HUMAN;GARS1;0.0;0.0;0.0;0.0;0.0;0.0
SYIC_HUMAN;IARS1;82961.92;119525.11;113652.31;117240.984;107859.48;93942.27
KPCI_HUMAN;PRKCI;0.0;0.0;0.0;0.0;0.0;0.0
ACTY_HUMAN;ACTR1B;31657.363;37337.285;36234.79;41455.477;44822.62;38001.023
ECI1_HUMAN;ECI1;61777.426;48354.08;0.0;69580.914;77619.5;48028.594
LAP2A_HUMAN;TMPO;0.0;32863.875;0.0;0.0;0.0;0.0
LAP2B_HUMAN;TMPO;60981.72;66970.6;80576.15;39827.156;61385.38;72258.414
STAT6_HUMAN;STAT6;38560.324;31512.889;28123.977;43926.594;23281.752;40629.49
STA5A_HUMAN;STAT5A;0.0;0.0;0.0;0.0;0.0;0.0
MTREX_HUMAN;MTREX;0.0;0.0;0.0;0.0;0.0;0.0
AK1C3_HUMAN;AKR1C3;128799.3;43096.12;0.0;0.0;62024.062;0.0
PK3CA_HUMAN;PIK3CA;0.0;190485.31;0.0;0.0;0.0;0.0
MTOR_HUMAN;MTOR;0.0;123431.28;0.0;89515.32;0.0;0.0
PI4KA_HUMAN;PI4KA;28921.195;23914.455;0.0;33319.54;31793.148;0.0
EPS15_HUMAN;EPS15;34707.34;24153.996;0.0;0.0;0.0;28012.48
CASP3_HUMAN;CASP3;52311.78;34662.676;0.0;35933.33;0.0;0.0
RS27_HUMAN;RPS27;0.0;0.0;0.0;23263.102;0.0;25359.215
ABL2_HUMAN;ABL2;0.0;0.0;0.0;0.0;0.0;0.0
RBM34_HUMAN;RBM34;0.0;0.0;0.0;0.0;0.0;0.0
LPPRC_HUMAN;LRPPRC;137445.67;141088.33;116265.71;199357.97;125075.09;127239.64
THIM_HUMAN;ACAA2;61974.496;83525.65;45233.625;53207.78;81153.01;69396.17
RL35_HUMAN;RPL35;102066.625;143791.64;185955.44;108703.91;231268.67;173571.64
CDN2A_HUMAN;CDKN2A;34225.496;0.0;0.0;26940.709;0.0;0.0
CDN2C_HUMAN;CDKN2C;0.0;18607.705;0.0;0.0;0.0;0.0
PCP_HUMAN;PRCP;190549.95;95071.18;117455.2;166131.2;166092.42;144429.1
CXCL5_HUMAN;CXCL5;0.0;0.0;0.0;0.0;0.0;0.0
HD_HUMAN;HTT;0.0;8779.524;0.0;11700.119;0.0;0.0
ECE1_HUMAN;ECE1;46789.426;28056.812;34700.035;55295.79;33086.383;39596.676
EAA1_HUMAN;SLC1A3;0.0;97074.23;0.0;0.0;0.0;0.0
EAA3_HUMAN;SLC1A1;0.0;0.0;0.0;0.0;0.0;0.0
SATT_HUMAN;SLC1A4;0.0;0.0;0.0;0.0;0.0;0.0
LIS1_HUMAN;PAFAH1B1;80414.4;75622.23;96203.91;76117.77;95742.63;92041.36
MUC18_HUMAN;MCAM;0.0;0.0;78574.06;0.0;0.0;96896.67
CACP_HUMAN;CRAT;35618.383;32971.773;22438.229;40977.457;32720.016;31071.115
CATK_HUMAN;CTSK;317907.03;231183.25;74834.56;98157.414;188210.77;179635.47
MATR3_HUMAN;MATR3;111125.77;123729.914;134799.31;65178.906;135623.05;99001.34
GPDM_HUMAN;GPD2;161132.77;152294.98;184544.25;175717.05;168379.66;157979.98
SSRA_HUMAN;SSR1;0.0;34674.52;0.0;0.0;0.0;80879.39
AL3B1_HUMAN;ALDH3B1;0.0;0.0;0.0;0.0;0.0;0.0
PTN9_HUMAN;PTPN9;0.0;0.0;0.0;0.0;0.0;0.0
NAMPT_HUMAN;NAMPT;79050.555;76958.17;57926.934;90204.65;79833.695;73316.69
PRS6B_HUMAN;PSMC4;206066.08;219545.34;282177.16;142555.97;347401.5;216283.38
EFTS_HUMAN;TSFM;0.0;133486.94;267263.4;70753.08;0.0;0.0
PPIC_HUMAN;PPIC;0.0;0.0;0.0;0.0;0.0;0.0
VDAC2_HUMAN;VDAC2;288068.72;199361.1;187397.98;333593.97;194449.4;276040.12
ACDSB_HUMAN;ACADSB;59545.906;35208.117;0.0;44842.09;52421.137;36031.375
CBX5_HUMAN;CBX5;0.0;0.0;0.0;0.0;0.0;0.0
UBP5_HUMAN;USP5;184625.48;171478.34;171617.73;142481.84;222350.08;159191.47
MK09_HUMAN;MAPK9;0.0;0.0;0.0;0.0;0.0;0.0
MP2K4_HUMAN;MAP2K4;0.0;0.0;0.0;0.0;0.0;28874.203
KI67_HUMAN;MKI67;0.0;0.0;0.0;0.0;0.0;0.0
KPB1_HUMAN;PHKA1;0.0;0.0;0.0;0.0;0.0;0.0
RAGP1_HUMAN;RANGAP1;60426.6;56868.355;82998.63;34849.15;58438.312;62430.566
RECQ1_HUMAN;RECQL;24860.758;35530.977;0.0;38518.2;0.0;43852.0
NOP2_HUMAN;NOP2;0.0;20891.557;0.0;0.0;0.0;0.0
CRK_HUMAN;CRK;122783.27;75105.414;138968.23;0.0;152417.16;156018.9
CRKL_HUMAN;CRKL;23098.56;0.0;0.0;0.0;0.0;0.0
BAG6_HUMAN;BAG6;237304.92;185285.39;260123.25;131095.17;174018.72;190650.53
GSTM5_HUMAN;GSTM5;54309.63;0.0;0.0;0.0;0.0;0.0
NSF_HUMAN;NSF;89305.445;89227.31;69919.26;86285.06;71005.29;74344.195
MP2K3_HUMAN;MAP2K3;0.0;45042.81;24825.9;55581.08;0.0;0.0
BRCC3_HUMAN;BRCC3;0.0;22521.754;0.0;0.0;31401.273;0.0
RL27A_HUMAN;RPL27A;66291.0;52714.863;84627.65;82369.38;57661.305;105795.516
RL5_HUMAN;RPL5;599455.3;939040.7;894630.2;741083.25;610385.75;713817.3
RL21_HUMAN;RPL21;195252.11;217655.34;272026.47;183115.03;188160.94;157243.08
RL28_HUMAN;RPL28;282607.12;335382.88;449377.38;268379.0;333252.75;249517.27
RS9_HUMAN;RPS9;101455.195;124135.14;141773.58;180629.5;92002.22;152108.88
RS5_HUMAN;RPS5;627967.9;617096.7;688093.0;588062.25;407068.28;666954.94
RS10_HUMAN;RPS10;173186.17;276260.53;276739.4;179422.39;204574.33;231494.72
MAP1B_HUMAN;MAP1B;211221.52;185197.92;274035.5;140738.5;258210.77;153729.3
GNPI1_HUMAN;GNPDA1;64853.285;66426.586;0.0;50173.105;66627.19;28116.715
NEDD4_HUMAN;NEDD4;0.0;0.0;0.0;22556.9;0.0;0.0
YAP1_HUMAN;YAP1;67964.01;54076.766;118309.57;49354.727;90202.56;59326.176
UTRN_HUMAN;UTRN;76250.82;70343.17;75207.1;68984.31;63714.27;90416.44
IQGA1_HUMAN;IQGAP1;258591.23;216840.58;213341.66;324013.9;167022.34;246928.14
GLYG_HUMAN;GYG1;61903.758;65094.61;87892.57;104069.625;89122.984;84322.914
STT3A_HUMAN;STT3A;81811.83;78587.734;76499.12;89410.4;71290.484;76486.53
MSS4_HUMAN;RABIF;0.0;0.0;0.0;0.0;0.0;0.0
PA24A_HUMAN;PLA2G4A;0.0;26964.414;0.0;0.0;0.0;0.0
CAZA2_HUMAN;CAPZA2;200346.47;132006.06;153996.2;158585.31;128782.266;147701.72
IF1AX_HUMAN;EIF1AX;95261.18;116276.22;154394.66;66438.234;123328.56;119253.0
AL1A3_HUMAN;ALDH1A3;0.0;0.0;0.0;0.0;0.0;0.0
SYQ_HUMAN;QARS1;144301.36;202533.47;209913.17;249257.11;192030.58;175868.94
RL29_HUMAN;RPL29;176711.08;70106.87;158541.62;0.0;0.0;0.0
TISD_HUMAN;ZFP36L2;0.0;0.0;0.0;0.0;0.0;0.0
UCRI_HUMAN;UQCRFS1;104385.68;135752.66;87603.46;120747.05;134767.11;109445.65
ATPO_HUMAN;ATP5PO;166514.39;108128.45;107852.0;107143.45;125428.65;131290.4
