Protein.ID;Gene;PDLSCs_c_12 MaxLFQ Intensity;PDLSCs_c_16 MaxLFQ Intensity;PDLSCs_c_38 MaxLFQ Intensity;PDLSCs_d_12 MaxLFQ Intensity;PDLSCs_d_16 MaxLFQ Intensity;PDLSCs_d_38 MaxLFQ Intensity
H2AZ_HUMAN;H2AZ1;293720.53;257459.69;243882.33;186149.42;139527.64;189295.6
GSTT2_HUMAN;GSTT2B;30264.863;30948.06;0.0;100463.33;85847.02;44560.027
POTEI_HUMAN;POTEI;0.0;0.0;0.0;0.0;0.0;0.0
POTEJ_HUMAN;POTEJ;0.0;0.0;89031.23;287319.75;0.0;248436.2
TPC2A_HUMAN;TRAPPC2;0.0;0.0;0.0;0.0;0.0;0.0
NARR_HUMAN;RAB34;0.0;0.0;0.0;0.0;0.0;0.0
SAA1_HUMAN;SAA1;0.0;0.0;0.0;0.0;0.0;0.0
HS71A_HUMAN;HSPA1A;136626.81;190435.72;157883.64;160781.27;164104.97;161051.33
CALM1_HUMAN;CALM1;1319396.8;1334222.2;978631.94;786321.0;1027194.94;2009101.6
RPAC2_HUMAN;POLR1D;0.0;0.0;0.0;0.0;0.0;0.0
TBA3C_HUMAN;TUBA3C;1776138.0;545501.9;2092489.0;264582.94;292514.4;379082.84
RAP2A_HUMAN;RAP2A;0.0;0.0;0.0;0.0;0.0;0.0
IL8_HUMAN;CXCL8;0.0;0.0;0.0;0.0;0.0;0.0
RO60_HUMAN;RO60;94225.1;90106.51;99269.52;77688.2;58578.33;101569.95
LYAG_HUMAN;GAA;70625.05;37670.758;54894.76;92408.195;49484.965;66356.68
RRAS_HUMAN;RRAS;67394.195;51130.004;73923.5;74844.03;72172.86;87045.445
HLAC_HUMAN;HLA-C;37013.254;0.0;0.0;0.0;0.0;0.0
ARAF_HUMAN;ARAF;0.0;0.0;0.0;0.0;0.0;0.0
H14_HUMAN;H1-4;880837.94;895349.75;867929.75;1023796.8;491654.38;580929.5
ODP2_HUMAN;DLAT;56903.49;0.0;0.0;0.0;79270.21;48626.574
PTPRF_HUMAN;PTPRF;30372.262;23939.996;0.0;0.0;0.0;0.0
THIO_HUMAN;TXN;1212242.9;946731.2;677530.6;721052.2;513477.12;672324.44
COX5B_HUMAN;COX5B;319418.06;256372.25;258555.27;397043.78;380005.53;338142.97
MGST1_HUMAN;MGST1;111422.32;113284.47;0.0;215145.73;122686.84;78805.33
KAP0_HUMAN;PRKAR1A;302522.53;339915.03;267234.53;252565.69;258000.02;244953.88
TFPI1_HUMAN;TFPI;0.0;0.0;0.0;0.0;0.0;0.0
HEM4_HUMAN;UROS;0.0;0.0;0.0;0.0;0.0;0.0
ESTD_HUMAN;ESD;229467.45;188445.17;264935.84;191300.78;180178.33;224042.92
CH60_HUMAN;HSPD1;1010148.94;884659.1;798273.6;1023382.1;1040352.3;988365.5
CLUS_HUMAN;CLU;0.0;0.0;0.0;0.0;0.0;0.0
HPLN1_HUMAN;HAPLN1;0.0;0.0;0.0;0.0;0.0;0.0
BIP_HUMAN;HSPA5;1298326.1;1022291.8;1592375.1;716917.6;1163459.5;1470342.2
LAMC1_HUMAN;LAMC1;65607.08;69723.44;80780.92;101785.0;93740.01;96534.5
PPAL_HUMAN;ACP2;34600.844;0.0;0.0;0.0;46222.203;24215.45
HSP7C_HUMAN;HSPA8;1342222.5;1279753.0;1266606.8;801534.7;968121.9;1116955.9
GTR1_HUMAN;SLC2A1;63650.258;65069.156;47367.0;0.0;45234.617;59662.207
GTR3_HUMAN;SLC2A3;30336.67;35398.63;30603.736;0.0;0.0;32172.668
UMPS_HUMAN;UMPS;39068.688;34051.36;39179.363;35794.473;26033.523;34156.016
ODPB_HUMAN;PDHB;100625.74;51606.492;77477.414;68351.42;48809.94;72120.984
ODB2_HUMAN;DBT;0.0;37054.297;0.0;0.0;23995.203;36405.098
PYGB_HUMAN;PYGB;110531.305;113499.3;102802.9;199178.33;178126.06;178840.94
RALA_HUMAN;RALA;85634.24;97899.08;81614.71;66322.89;87587.375;119329.32
RALB_HUMAN;RALB;68738.82;63646.984;62085.27;0.0;66466.53;69684.016
BCR_HUMAN;BCR;0.0;0.0;0.0;0.0;0.0;0.0
LAMP1_HUMAN;LAMP1;430503.8;319882.5;327381.1;120483.336;199202.25;393766.8
ACADM_HUMAN;ACADM;43146.527;56867.44;51686.355;61796.938;47478.723;72895.055
TOP1_HUMAN;TOP1;49131.152;68442.58;79439.3;35453.92;0.0;64781.688
TOP2A_HUMAN;TOP2A;0.0;59326.273;47612.453;0.0;0.0;0.0
G6PD_HUMAN;G6PD;592903.6;545230.7;503205.1;547029.0;500897.88;556520.94
UBL4A_HUMAN;UBL4A;32555.816;0.0;0.0;0.0;0.0;0.0
PYC_HUMAN;PC;65322.434;41373.527;70782.21;54979.637;68913.59;50960.074
C1TC_HUMAN;MTHFD1;306111.84;312884.12;335725.6;325734.9;288925.9;309844.7
MPRI_HUMAN;IGF2R;59551.074;62919.277;64849.54;43300.73;65032.566;86703.72
ADHX_HUMAN;ADH5;179027.94;172679.47;150346.03;184153.64;151404.52;173699.25
CDK4_HUMAN;CDK4;0.0;22760.807;0.0;0.0;0.0;23300.541
PRPS2_HUMAN;PRPS2;25702.252;21325.494;27000.068;0.0;0.0;0.0
PABP1_HUMAN;PABPC1;90238.82;135399.69;148460.8;0.0;0.0;103550.836
PCNA_HUMAN;PCNA;42490.99;42124.92;76638.97;0.0;52236.656;41033.715
CX6A1_HUMAN;COX6A1;0.0;104762.26;0.0;102231.734;42893.973;67173.48
SYHC_HUMAN;HARS;82929.875;97313.836;102833.14;101723.086;81966.21;101513.92
COBA1_HUMAN;COL11A1;0.0;0.0;0.0;0.0;0.0;0.0
CO6A1_HUMAN;COL6A1;106741.086;158998.4;220177.44;162089.08;165459.75;138229.69
CO6A2_HUMAN;COL6A2;135511.34;154539.55;224972.12;132383.78;100859.99;131989.92
CO6A3_HUMAN;COL6A3;252337.3;300406.8;446601.22;202115.02;254566.0;287970.38
ADT1_HUMAN;SLC25A4;0.0;0.0;0.0;0.0;0.0;0.0
ADT3_HUMAN;SLC25A6;99212.18;106527.96;67210.93;121486.195;88536.82;68444.19
FA5_HUMAN;F5;0.0;46345.613;0.0;0.0;0.0;0.0
TPR_HUMAN;TPR;117139.07;209426.33;182832.77;212355.75;172056.28;208380.45
PIP_HUMAN;PIP;0.0;0.0;0.0;0.0;0.0;0.0
KCRB_HUMAN;CKB;74572.93;54423.227;74310.875;0.0;24670.36;62998.098
ANXA3_HUMAN;ANXA3;39569.902;0.0;40446.258;0.0;34421.63;54355.875
ODBA_HUMAN;BCKDHA;0.0;0.0;0.0;0.0;0.0;0.0
ACTN1_HUMAN;ACTN1;0.0;0.0;0.0;0.0;0.0;0.0
ACE_HUMAN;ACE;0.0;18706.273;0.0;41553.816;27167.12;43553.9
MYL4_HUMAN;MYL4;0.0;0.0;0.0;0.0;0.0;0.0
SRC_HUMAN;SRC;0.0;40305.934;0.0;0.0;44565.07;41330.785
PEPD_HUMAN;PEPD;272931.9;256865.17;204405.88;188412.9;265544.8;268021.5
XRCC6_HUMAN;XRCC6;199210.97;215115.31;204434.48;184586.31;206135.6;182633.98
XRCC5_HUMAN;XRCC5;192219.0;253236.92;210032.81;200458.89;183976.8;200453.73
COX41_HUMAN;COX4I1;109668.22;95270.02;79720.27;76850.37;99366.38;114064.77
GILT_HUMAN;IFI30;0.0;0.0;0.0;0.0;0.0;0.0
LAMP2_HUMAN;LAMP2;82765.68;0.0;49074.316;43607.246;69186.08;127712.66
RINI_HUMAN;RNH1;940949.3;469384.88;679084.1;412087.7;356304.7;420931.94
CSPG2_HUMAN;VCAN;0.0;0.0;0.0;0.0;0.0;0.0
ITA4_HUMAN;ITGA4;0.0;0.0;0.0;0.0;0.0;0.0
EF2_HUMAN;EEF2;1263197.2;1825312.4;1710144.9;1176900.6;1274267.8;1241515.2
K1C10_HUMAN;KRT10;72344.92;115392.92;96837.61;85267.07;0.0;366489.88
K1C13_HUMAN;KRT13;0.0;0.0;0.0;0.0;0.0;0.0
K2C5_HUMAN;KRT5;0.0;0.0;0.0;0.0;0.0;84611.25
PDIA4_HUMAN;PDIA4;206921.83;176088.2;274600.62;163719.02;194411.77;200078.44
P4HA1_HUMAN;P4HA1;165324.19;127861.445;114434.59;153113.95;159692.2;118109.83
TCTP_HUMAN;TPT1;240022.84;368957.66;226993.55;249664.27;225518.44;283986.38
HEM2_HUMAN;ALAD;63960.12;41944.098;48424.906;64111.023;72716.36;43196.76
TF_HUMAN;F3;0.0;0.0;0.0;0.0;0.0;0.0
PLSL_HUMAN;LCP1;0.0;0.0;0.0;0.0;0.0;0.0
PLST_HUMAN;PLS3;201506.98;194456.53;159392.58;168355.28;218927.62;223299.22
ACPH_HUMAN;APEH;135143.58;94327.24;112790.65;0.0;143168.75;111899.57
ETFA_HUMAN;ETFA;121701.78;92065.086;119014.67;119928.79;107076.23;110620.92
GYS1_HUMAN;GYS1;39568.535;51300.215;52749.27;51858.652;46196.168;51057.473
KAP2_HUMAN;PRKAR2A;84462.79;56719.01;60638.33;83382.25;57180.57;69958.61
T2FB_HUMAN;GTF2F2;32303.191;27909.537;0.0;0.0;0.0;0.0
CD59_HUMAN;CD59;383786.25;515289.34;369609.72;686120.56;474613.4;548419.5
MTDC_HUMAN;MTHFD2;0.0;57337.15;0.0;0.0;37606.734;46808.285
MIF_HUMAN;MIF;1946279.4;775774.9;1185392.0;0.0;1261211.9;579310.0
CD99_HUMAN;CD99;118675.82;97817.4;60869.066;121701.48;111709.56;115671.67
GLU2B_HUMAN;PRKCSH;233293.58;190460.62;148003.16;208736.8;211014.22;219827.7
FPPS_HUMAN;FDPS;113968.97;82413.83;80683.0;99454.86;97883.695;150622.4
CBPM_HUMAN;CPM;0.0;0.0;0.0;0.0;0.0;34208.18
CX7A2_HUMAN;COX7A2;142264.44;79548.86;0.0;0.0;0.0;0.0
NID1_HUMAN;NID1;0.0;0.0;0.0;0.0;0.0;0.0
AK1A1_HUMAN;AKR1A1;229732.95;163957.22;260849.19;248838.6;259130.16;225849.06
PA2GA_HUMAN;PLA2G2A;0.0;0.0;0.0;0.0;0.0;0.0
INSRR_HUMAN;INSRR;0.0;0.0;0.0;0.0;0.0;44052.395
KPYM_HUMAN;PKM;2621095.5;1994784.9;2002385.5;1580238.6;1782666.4;2009362.4
ACYP2_HUMAN;ACYP2;0.0;0.0;0.0;0.0;0.0;0.0
ENPL_HUMAN;HSP90B1;1125291.6;860302.2;1436556.1;786025.9;764357.56;813532.44
CCNB1_HUMAN;CCNB1;0.0;0.0;0.0;0.0;0.0;0.0
MYL6B_HUMAN;MYL6B;1494943.2;511714.6;844350.1;32926.17;0.0;605798.44
RSMB_HUMAN;SNRPB;164242.0;255949.42;106522.84;176656.2;230852.06;192544.34
IDE_HUMAN;IDE;34082.58;50029.086;40148.535;45839.957;59969.465;50183.938
CX6B1_HUMAN;COX6B1;104140.695;96738.12;69585.51;84394.4;128467.29;144972.95
HNRPL_HUMAN;HNRNPL;151566.97;168633.64;166814.47;93878.625;97841.53;145724.1
SYDC_HUMAN;DARS1;166154.66;152229.47;142978.19;136961.75;160466.23;112456.95
PLAK_HUMAN;JUP;0.0;0.0;0.0;0.0;0.0;115026.73
QCR7_HUMAN;UQCRB;175212.0;116579.34;125293.69;196301.5;184357.3;159749.19
FABP4_HUMAN;FABP4;0.0;0.0;0.0;0.0;0.0;0.0
ALDR_HUMAN;AKR1B1;211077.78;227046.34;182195.42;198817.56;240895.34;240546.28
AMPN_HUMAN;ANPEP;277833.8;204291.3;127584.24;429602.0;427182.7;293169.8
PVR_HUMAN;PVR;0.0;23063.398;0.0;0.0;0.0;25849.922
RAC2_HUMAN;RAC2;0.0;0.0;0.0;0.0;0.0;0.0
ERF3A_HUMAN;GSPT1;118704.03;121359.16;133107.64;89986.14;126258.12;106277.16
INGR1_HUMAN;IFNGR1;0.0;0.0;0.0;0.0;0.0;0.0
ARSA_HUMAN;ARSA;0.0;0.0;0.0;0.0;0.0;0.0
B4GT1_HUMAN;B4GALT1;0.0;28617.756;0.0;0.0;0.0;0.0
EZRI_HUMAN;EZR;220937.14;279217.25;217075.77;156300.47;176650.45;198726.86
UCHL3_HUMAN;UCHL3;107455.89;69602.17;0.0;77149.74;93263.36;73528.81
ELN_HUMAN;ELN;0.0;0.0;0.0;0.0;0.0;0.0
AREG_HUMAN;AREG;0.0;0.0;0.0;0.0;0.0;0.0
MCP_HUMAN;CD46;0.0;0.0;0.0;0.0;0.0;0.0
NDKA_HUMAN;NME1;32198.893;59544.51;44112.754;0.0;118431.28;83497.46
NQO1_HUMAN;NQO1;242960.86;371784.75;202410.25;148713.53;192995.86;117252.21
GNS_HUMAN;GNS;70725.55;49769.74;76320.76;54255.82;57411.188;68186.29
ARSB_HUMAN;ARSB;0.0;0.0;0.0;0.0;0.0;0.0
RS2_HUMAN;RPS2;288051.78;252020.77;264364.88;167948.83;278858.62;280301.4
DESP_HUMAN;DSP;0.0;0.0;339919.9;0.0;0.0;0.0
RFA2_HUMAN;RPA2;0.0;59419.42;0.0;0.0;150027.19;50365.473
COX7C_HUMAN;COX7C;0.0;0.0;0.0;0.0;0.0;52002.527
TIMP2_HUMAN;TIMP2;62440.285;65532.97;48527.805;0.0;88634.805;89678.98
CD44_HUMAN;CD44;412723.4;409270.16;335427.06;221215.83;112038.125;182502.19
NQO2_HUMAN;NQO2;53892.977;67493.65;0.0;52822.47;65632.984;0.0
H2AX_HUMAN;H2AX;117133.93;103475.66;98741.805;55069.445;82406.91;78376.6
PGCA_HUMAN;ACAN;0.0;0.0;0.0;0.0;0.0;0.0
CBR1_HUMAN;CBR1;302984.4;190057.73;236943.08;172211.16;161682.88;173436.58
ANK1_HUMAN;ANK1;0.0;0.0;0.0;0.0;0.0;0.0
ACADS_HUMAN;ACADS;0.0;47227.785;0.0;43514.87;39959.312;39670.715
PGFRA_HUMAN;PDGFRA;41384.42;35439.45;35997.848;37800.195;0.0;24732.742
BGAL_HUMAN;GLB1;31781.695;34685.926;0.0;91620.07;0.0;0.0
PP2BB_HUMAN;PPP3CB;24039.447;20007.836;28464.146;0.0;0.0;0.0
NCK1_HUMAN;NCK1;0.0;0.0;0.0;0.0;0.0;0.0
H15_HUMAN;H1-5;472537.2;457055.75;418064.78;426954.44;323151.47;327915.47
H13_HUMAN;H1-3;0.0;0.0;188328.98;0.0;0.0;0.0
H12_HUMAN;H1-2;405109.22;213196.7;310464.78;294030.62;0.0;0.0
EPCAM_HUMAN;EPCAM;0.0;0.0;0.0;0.0;0.0;0.0
NCPR_HUMAN;POR;52608.9;61149.883;45316.18;49460.977;47217.145;54509.6
MGMT_HUMAN;MGMT;0.0;0.0;0.0;0.0;0.0;0.0
FER_HUMAN;FER;0.0;0.0;0.0;0.0;0.0;0.0
AT2A2_HUMAN;ATP2A2;152655.7;158384.11;131192.69;133898.58;132563.19;98989.05
CD36_HUMAN;CD36;0.0;0.0;0.0;0.0;0.0;0.0
FAAA_HUMAN;FAH;52936.184;47206.79;64220.97;53846.24;60026.344;87682.25
STMN1_HUMAN;STMN1;476314.1;394052.3;470875.2;236168.47;238421.8;411732.2
YBOX3_HUMAN;YBX3;42288.66;50468.984;0.0;25656.443;19681.275;39812.734
NAGAB_HUMAN;NAGA;0.0;19857.682;0.0;45009.387;48778.246;25265.855
HSP76_HUMAN;HSPA6;0.0;0.0;0.0;0.0;0.0;0.0
RHOQ_HUMAN;RHOQ;0.0;0.0;0.0;0.0;0.0;0.0
HMGA1_HUMAN;HMGA1;276652.3;377818.38;221718.61;0.0;0.0;0.0
TMM11_HUMAN;TMEM11;0.0;0.0;0.0;0.0;0.0;0.0
AATC_HUMAN;GOT1;139390.08;118159.67;168868.25;88233.26;101546.61;171381.25
KPCA_HUMAN;PRKCA;45024.74;58718.684;60438.727;84631.305;68477.93;68279.3
ITA2_HUMAN;ITGA2;0.0;55086.664;84501.43;0.0;32609.281;103911.74
CXA1_HUMAN;GJA1;239249.56;252286.83;156864.03;70506.07;117149.07;111913.055
ANPRC_HUMAN;NPR3;0.0;0.0;0.0;0.0;0.0;0.0
ASM_HUMAN;SMPD1;0.0;135677.48;0.0;0.0;0.0;0.0
UBF1_HUMAN;UBTF;0.0;22713.281;26130.438;0.0;0.0;0.0
NDUB7_HUMAN;NDUFB7;0.0;0.0;0.0;0.0;0.0;0.0
KAPCA_HUMAN;PRKACA;62669.605;71608.25;90340.95;66165.06;71964.62;74476.06
CAN2_HUMAN;CAPN2;301626.6;246018.1;256795.62;277104.1;196679.11;267533.44
DESM_HUMAN;DES;0.0;0.0;0.0;0.0;0.0;0.0
PYRG1_HUMAN;CTPS1;61465.53;91352.48;105139.14;48907.938;67353.35;89515.84
EGLN_HUMAN;ENG;50472.11;92951.87;86017.18;0.0;45940.91;37736.39
DDX5_HUMAN;DDX5;66292.04;75147.914;66175.68;53464.074;50801.734;48120.215
PFKAL_HUMAN;PFKL;75496.266;92444.49;93544.4;105353.15;103377.625;101016.29
SAP3_HUMAN;GM2A;0.0;0.0;28599.354;0.0;0.0;0.0
LEG3_HUMAN;LGALS3;780410.56;490401.84;472506.6;754179.7;550353.8;406747.22
IBP3_HUMAN;IGFBP3;0.0;0.0;0.0;0.0;0.0;0.0
PRS6A_HUMAN;PSMC3;147425.52;156137.86;136070.33;164666.52;153968.0;125615.7
TCPA_HUMAN;TCP1;340079.1;282750.28;294036.94;315011.62;300234.9;267969.3
PTN1_HUMAN;PTPN1;45769.297;42130.99;56555.37;0.0;57828.316;56248.344
IBP2_HUMAN;IGFBP2;0.0;0.0;36666.98;63235.438;0.0;82634.15
RL35A_HUMAN;RPL35A;127563.09;165082.33;177187.47;90352.18;138353.03;158928.38
ITB5_HUMAN;ITGB5;32590.443;29344.385;21017.736;77779.35;57541.312;47035.25
ARF4_HUMAN;ARF4;271344.03;188382.92;187731.8;224576.78;377047.12;147952.75
RL7_HUMAN;RPL7;124920.805;192040.84;159807.11;113306.34;192961.95;195237.92
VINC_HUMAN;VCL;1216349.0;1267065.1;1346938.1;1815740.2;1461316.1;1691860.1
PTPRA_HUMAN;PTPRA;0.0;0.0;0.0;0.0;0.0;0.0
SON_HUMAN;SON;0.0;0.0;0.0;0.0;0.0;0.0
NELFE_HUMAN;NELFE;0.0;0.0;0.0;0.0;0.0;0.0
RL17_HUMAN;RPL17;150742.38;139367.86;138945.9;108945.44;131858.6;123438.94
PGAM1_HUMAN;PGAM1;846279.3;909290.06;784864.06;648014.5;883031.3;1199599.2
RCC1_HUMAN;RCC1;63869.51;70749.73;44603.97;0.0;82970.15;56691.805
SDC1_HUMAN;SDC1;0.0;0.0;0.0;0.0;0.0;0.0
ATP5J_HUMAN;ATP5PF;50361.445;15919.106;38218.195;0.0;0.0;40088.496
XRCC1_HUMAN;XRCC1;0.0;0.0;0.0;0.0;0.0;0.0
K2C4_HUMAN;KRT4;0.0;0.0;0.0;0.0;0.0;0.0
CADH2_HUMAN;CDH2;0.0;0.0;0.0;0.0;0.0;0.0
TSN8_HUMAN;TSPAN8;0.0;0.0;0.0;0.0;0.0;0.0
ML12A_HUMAN;MYL12A;289552.44;111478.82;134748.73;118370.125;133932.61;172583.12
PLCG1_HUMAN;PLCG1;0.0;0.0;0.0;0.0;0.0;0.0
VCAM1_HUMAN;VCAM1;0.0;0.0;0.0;0.0;0.0;0.0
NUCL_HUMAN;NCL;222037.11;231761.9;250504.6;235184.8;206565.55;210726.3
HXK1_HUMAN;HK1;398216.56;345112.44;333147.16;464031.47;369493.16;282457.0
RPB3_HUMAN;POLR2C;0.0;0.0;34637.57;0.0;0.0;0.0
NDUV2_HUMAN;NDUFV2;57784.285;80463.96;48328.348;80467.1;43742.027;85091.59
RO52_HUMAN;TRIM21;0.0;0.0;0.0;0.0;0.0;0.0
E2AK2_HUMAN;EIF2AK2;69200.49;104324.88;97283.96;0.0;0.0;61312.75
SPEE_HUMAN;SRM;77265.375;65264.07;71170.234;73736.42;65323.797;61732.82
SL9A1_HUMAN;SLC9A1;0.0;0.0;0.0;0.0;0.0;0.0
CSK22_HUMAN;CSNK2A2;0.0;39158.25;0.0;50853.207;0.0;0.0
ITIH2_HUMAN;ITIH2;113408.04;85694.5;0.0;53365.938;0.0;43373.07
ITIH1_HUMAN;ITIH1;0.0;0.0;0.0;0.0;0.0;0.0
NFKB1_HUMAN;NFKB1;54728.496;51011.96;0.0;0.0;65300.547;57910.953
CXCL2_HUMAN;CXCL2;0.0;0.0;0.0;0.0;0.0;0.0
FST_HUMAN;FST;39767.492;40969.793;50857.05;0.0;23108.303;38290.277
TYPH_HUMAN;TYMP;50071.844;37230.69;0.0;98741.41;96619.58;53999.26
AT2B1_HUMAN;ATP2B1;42730.285;29483.832;52724.918;0.0;44032.52;22714.611
IF2B_HUMAN;EIF2S2;48066.25;51296.12;43374.824;45754.42;64866.605;50385.066
ANXA7_HUMAN;ANXA7;225106.73;198142.84;203225.06;245680.97;244842.22;193699.44
BTF3_HUMAN;BTF3;151061.84;192467.55;165343.8;130778.31;181931.73;197421.55
RAB3B_HUMAN;RAB3B;60529.49;63534.49;152501.33;0.0;0.0;0.0
RAB4A_HUMAN;RAB4A;0.0;0.0;0.0;0.0;0.0;0.0
RAB5A_HUMAN;RAB5A;50990.887;25178.73;40767.332;0.0;0.0;0.0
RAB6A_HUMAN;RAB6A;133875.2;150709.52;139752.38;167431.5;197686.27;182442.64
MX1_HUMAN;MX1;0.0;0.0;0.0;0.0;0.0;0.0
PSB1_HUMAN;PSMB1;163104.94;181406.75;142682.77;160686.42;203416.28;174778.64
MPRD_HUMAN;M6PR;61576.594;51708.285;51567.45;42061.688;59279.63;58441.586
COX5A_HUMAN;COX5A;204774.69;239298.17;185604.95;112428.01;194929.12;241296.77
LMNB1_HUMAN;LMNB1;124477.95;130602.17;131183.67;165800.23;158962.84;134847.38
PZP_HUMAN;PZP;0.0;112915.25;0.0;0.0;0.0;0.0
ICAL_HUMAN;CAST;0.0;0.0;0.0;0.0;0.0;0.0
IMDH1_HUMAN;IMPDH1;0.0;49335.375;0.0;0.0;62153.633;41825.707
CO5A1_HUMAN;COL5A1;145294.03;96951.914;154639.95;0.0;0.0;0.0
FILA_HUMAN;FLG;0.0;0.0;0.0;0.0;0.0;0.0
RASA1_HUMAN;RASA1;52144.293;55465.44;70002.125;0.0;0.0;46688.18
PTN_HUMAN;PTN;0.0;0.0;0.0;0.0;0.0;0.0
GSTM3_HUMAN;GSTM3;99440.98;83862.945;84383.734;30888.418;47926.758;54484.348
VATB2_HUMAN;ATP6V1B2;93160.945;110104.3;91931.05;121891.8;95499.38;101015.6
VATC1_HUMAN;ATP6V1C1;46201.1;54094.887;50801.37;0.0;33561.367;53103.652
CSRP1_HUMAN;CSRP1;403872.75;295106.56;276763.5;385090.25;232001.36;276642.94
FLNA_HUMAN;FLNA;1116887.8;1234018.2;1535636.5;1082235.6;1158399.0;1291692.2
NF1_HUMAN;NF1;0.0;0.0;0.0;0.0;0.0;0.0
AOFA_HUMAN;MAOA;0.0;0.0;0.0;0.0;40553.93;49155.016
ACOHC_HUMAN;ACO1;257053.39;293824.1;258856.6;275492.5;286775.97;292286.88
5NTD_HUMAN;NT5E;307107.12;277750.47;238550.14;183751.98;387978.0;443925.1
MK_HUMAN;MDK;0.0;0.0;0.0;0.0;0.0;0.0
VDAC1_HUMAN;VDAC1;382838.8;316609.28;262509.38;529129.44;430854.1;352176.62
PGS1_HUMAN;BGN;0.0;0.0;0.0;0.0;0.0;0.0
SDHB_HUMAN;SDHB;99461.44;90797.234;67247.45;91589.516;107006.63;95559.21
CD9_HUMAN;CD9;328946.16;273365.75;230476.53;331245.78;369835.12;361770.75
ODBB_HUMAN;BCKDHB;0.0;0.0;0.0;0.0;0.0;0.0
COMT_HUMAN;COMT;203800.17;126610.02;163687.02;163837.95;161679.33;145474.97
TGM2_HUMAN;TGM2;56043.23;46403.133;0.0;0.0;0.0;0.0
MUTA_HUMAN;MMUT;33058.234;29505.754;36063.17;27575.258;42137.086;36203.215
OSBP1_HUMAN;OSBP;57868.223;55705.688;61176.387;55078.29;53737.3;69409.3
PIMT_HUMAN;PCMT1;78560.77;85299.49;66306.75;112459.805;111586.47;91145.01
FBRL_HUMAN;FBL;91360.33;95809.33;97259.31;111070.164;81339.24;65676.21
RS4Y1_HUMAN;RPS4Y1;0.0;0.0;45541.363;0.0;0.0;0.0
PUR2_HUMAN;GART;79986.44;96775.64;105738.62;85257.33;79668.43;67959.875
PUR6_HUMAN;PAICS;237789.88;280800.16;282925.0;240082.7;250755.58;261400.25
SCP2_HUMAN;SCP2;112467.875;80218.96;82658.234;113713.19;103774.61;96216.29
UBA1_HUMAN;UBA1;613410.75;580097.1;561984.2;497467.16;537737.4;504867.75
ENPP1_HUMAN;ENPP1;0.0;0.0;0.0;0.0;28957.645;0.0
ROA2_HUMAN;HNRNPA2B1;434055.2;474461.06;337639.62;467151.34;454307.53;455053.7
CALB2_HUMAN;CALB2;70380.766;0.0;0.0;0.0;0.0;0.0
IBP4_HUMAN;IGFBP4;0.0;0.0;0.0;0.0;0.0;0.0
KAPCB_HUMAN;PRKACB;0.0;0.0;0.0;0.0;0.0;0.0
QCR2_HUMAN;UQCRC2;174365.62;230690.22;185005.75;301552.22;253429.2;219170.05
HEMH_HUMAN;FECH;34415.566;29813.973;0.0;0.0;31576.986;28325.686
EST1_HUMAN;CES1;0.0;0.0;0.0;0.0;0.0;0.0
FBLN1_HUMAN;FBLN1;209497.11;85720.95;123214.21;323852.75;253694.44;364245.34
TCEA1_HUMAN;TCEA1;40330.82;57598.14;50816.527;42207.01;43340.527;50694.945
PGH1_HUMAN;PTGS1;0.0;0.0;0.0;0.0;81457.4;59515.168
ITA6_HUMAN;ITGA6;49601.32;32633.816;39358.99;0.0;0.0;0.0
SFPQ_HUMAN;SFPQ;235661.6;229624.31;247452.25;209474.86;172967.58;199149.86
TBG1_HUMAN;TUBG1;0.0;0.0;0.0;0.0;0.0;0.0
PPIB_HUMAN;PPIB;471854.1;365373.62;353699.53;435094.7;233765.61;226750.19
S10A1_HUMAN;S100A1;0.0;0.0;0.0;0.0;0.0;0.0
MAOM_HUMAN;ME2;39522.88;34918.57;36324.355;91279.734;81764.87;43074.73
SYWC_HUMAN;WARS1;239007.86;283607.88;316875.72;149106.23;250680.48;352537.3
RS3_HUMAN;RPS3;98146.72;123619.53;130885.32;126397.8;122848.85;114568.03
GCSH_HUMAN;GCSH;0.0;0.0;0.0;0.0;0.0;0.0
JAK1_HUMAN;JAK1;0.0;36091.69;0.0;0.0;0.0;0.0
PTPRG_HUMAN;PTPRG;0.0;21609.947;0.0;29579.633;29799.533;23579.96
SP100_HUMAN;SP100;0.0;0.0;0.0;0.0;0.0;30352.95
SAHH_HUMAN;AHCY;152299.36;175306.16;161508.73;185908.5;167449.64;208163.2
IF4B_HUMAN;EIF4B;71889.39;93447.18;70656.42;71164.8;63522.9;83008.234
HAP40_HUMAN;F8A1;0.0;0.0;0.0;0.0;0.0;0.0
AT2B4_HUMAN;ATP2B4;126855.21;130679.76;113922.05;114982.33;110334.77;107733.92
DGKA_HUMAN;DGKA;0.0;35593.21;0.0;0.0;49878.34;0.0
CPT2_HUMAN;CPT2;0.0;0.0;0.0;45636.793;38746.36;31901.535
KTHY_HUMAN;DTYMK;61859.42;54012.184;65760.51;55330.723;52439.812;51037.582
RIR1_HUMAN;RRM1;28200.36;65517.32;66572.8;0.0;42907.63;45511.785
LAMA2_HUMAN;LAMA2;0.0;0.0;0.0;0.0;0.0;0.0
CX7A1_HUMAN;COX7A1;0.0;0.0;0.0;0.0;0.0;0.0
COX7B_HUMAN;COX7B;0.0;0.0;0.0;0.0;0.0;0.0
