Protein.ID;Gene;Ost_c_11 MaxLFQ Intensity;Ost_c_12 MaxLFQ Intensity;Ost_c_20 MaxLFQ Intensity;Ost_c_22 MaxLFQ Intensity;Ost_d_11 MaxLFQ Intensity;Ost_d_12 MaxLFQ Intensity;Ost_d_20 MaxLFQ Intensity;Ost_d_22 MaxLFQ Intensity
5NTD_HUMAN;NT5E;187756.16;245504.55;185180.52;264869.9;218715.27;240413.27;216219.61;165854.64
MK_HUMAN;MDK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VDAC1_HUMAN;VDAC1;345178.44;322962.84;360313.38;348811.88;314529.0;373330.72;279462.44;388562.88
PGS1_HUMAN;BGN;30512.02;0.0;42174.79;17026.19;0.0;0.0;21612.688;0.0
SDHB_HUMAN;SDHB;87304.484;78685.81;106849.766;93319.14;73923.52;108529.0;103868.94;96302.93
CD9_HUMAN;CD9;339323.94;344012.62;75869.24;206120.39;210441.69;512381.9;115309.125;162290.9
ODBB_HUMAN;BCKDHB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COMT_HUMAN;COMT;141587.2;176823.42;192039.34;136118.23;184468.05;172087.84;201946.48;156818.45
TGM2_HUMAN;TGM2;119007.6;66286.6;124050.3;147975.69;0.0;0.0;34869.055;0.0
MUTA_HUMAN;MMUT;0.0;37105.21;0.0;24906.176;0.0;35914.734;31625.191;31303.477
OSBP1_HUMAN;OSBP;51872.66;58186.906;58906.598;55300.402;40438.895;46845.58;61808.066;55050.348
PIMT_HUMAN;PCMT1;100612.87;60606.61;86006.26;86725.82;72783.445;102062.055;88811.92;128060.37
FBRL_HUMAN;FBL;106715.695;122338.03;59072.23;87415.586;78919.68;87858.81;50440.895;85576.6
RS4Y1_HUMAN;RPS4Y1;0.0;70734.266;0.0;0.0;0.0;66446.055;35675.76;0.0
PUR2_HUMAN;GART;90136.914;102491.32;82481.24;72605.52;82432.195;90689.93;74344.95;70759.266
PUR6_HUMAN;PAICS;241463.44;261957.53;174695.78;215921.8;209720.44;238714.95;160054.61;156006.4
SCP2_HUMAN;SCP2;100210.61;85658.71;125355.24;90534.79;111707.21;103287.414;85554.63;107667.984
UBA1_HUMAN;UBA1;526765.4;572238.5;465854.8;610168.75;648561.56;458136.6;492476.62;522346.9
ENPP1_HUMAN;ENPP1;0.0;0.0;0.0;15297.523;0.0;50634.2;27434.254;38926.023
ROA2_HUMAN;HNRNPA2B1;482029.62;416745.34;325202.0;358174.75;385742.47;419078.34;232431.92;264195.94
CALB2_HUMAN;CALB2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IBP4_HUMAN;IGFBP4;0.0;0.0;72439.56;52054.59;65543.94;0.0;63799.195;67635.44
KAPCB_HUMAN;PRKACB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
QCR2_HUMAN;UQCRC2;268175.56;256338.4;244376.8;240778.6;192563.28;286281.4;239395.81;280382.8
HEMH_HUMAN;FECH;0.0;39196.383;0.0;35630.902;0.0;45190.45;39183.613;36450.69
EST1_HUMAN;CES1;42445.164;0.0;47412.945;52202.67;0.0;0.0;103066.33;63292.504
FBLN1_HUMAN;FBLN1;99642.2;0.0;191612.28;76166.24;182903.1;78063.625;189701.52;219934.06
TCEA1_HUMAN;TCEA1;65716.97;54192.734;57951.41;41372.74;32415.678;35345.996;0.0;32177.467
PGH1_HUMAN;PTGS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITA6_HUMAN;ITGA6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SFPQ_HUMAN;SFPQ;265051.7;294187.3;203642.64;190977.8;250714.12;213394.61;121647.914;159785.06
TBG1_HUMAN;TUBG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPIB_HUMAN;PPIB;447550.4;386738.53;427359.5;476740.3;437774.84;438611.25;334747.4;537446.7
S10A1_HUMAN;S100A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MAOM_HUMAN;ME2;0.0;0.0;0.0;43722.355;30328.578;38975.55;28651.555;0.0
SYWC_HUMAN;WARS1;229395.34;264281.88;265791.56;259822.22;166417.55;131192.3;235747.11;170807.03
RS3_HUMAN;RPS3;177275.39;160099.33;120591.984;150715.62;152726.55;169336.8;124218.234;174428.02
GCSH_HUMAN;GCSH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
JAK1_HUMAN;JAK1;0.0;0.0;0.0;30391.861;0.0;0.0;0.0;0.0
PTPRG_HUMAN;PTPRG;0.0;0.0;0.0;16713.93;0.0;34831.688;22695.416;31941.676
SP100_HUMAN;SP100;0.0;0.0;0.0;0.0;35198.05;25318.957;0.0;0.0
SAHH_HUMAN;AHCY;168697.03;167570.08;192167.19;191342.66;175023.84;200289.89;322959.38;297045.66
IF4B_HUMAN;EIF4B;136943.66;78105.945;135487.56;78833.93;80803.56;81392.8;53480.28;84949.016
HAP40_HUMAN;F8A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AT2B4_HUMAN;ATP2B4;146895.58;196536.83;133491.03;135199.14;111191.234;137823.45;136987.42;113293.6
DGKA_HUMAN;DGKA;0.0;0.0;0.0;0.0;0.0;34444.49;0.0;0.0
CPT2_HUMAN;CPT2;0.0;0.0;0.0;28493.451;26402.105;37829.09;0.0;34240.21
KTHY_HUMAN;DTYMK;52702.15;56881.555;54003.324;47409.773;54930.91;43653.133;0.0;42931.934
RIR1_HUMAN;RRM1;58239.125;57902.844;35937.277;44753.12;54499.367;41290.562;47348.598;33389.945
LAMA2_HUMAN;LAMA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72409.695
CX7A1_HUMAN;COX7A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COX7B_HUMAN;COX7B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CCND1_HUMAN;CCND1;0.0;0.0;29811.15;0.0;0.0;0.0;31604.732;0.0
RAE1_HUMAN;CHM;0.0;0.0;0.0;23314.861;0.0;0.0;0.0;0.0
ERD21_HUMAN;KDELR1;0.0;0.0;0.0;0.0;0.0;0.0;39270.316;0.0
EF1B_HUMAN;EEF1B2;83417.68;97334.65;188202.14;103472.49;150214.05;130674.97;148375.11;0.0
AT5F1_HUMAN;ATP5PB;218056.06;203990.5;201210.84;239229.58;166650.16;274356.75;273720.53;279471.94
IBP6_HUMAN;IGFBP6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IBP5_HUMAN;IGFBP5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPAC_HUMAN;ACP1;0.0;0.0;0.0;32098.555;49450.855;38028.184;0.0;0.0
THIL_HUMAN;ACAT1;336907.78;329786.3;333500.44;407508.97;421517.16;462247.38;416882.03;391472.7
TENA_HUMAN;TNC;29335.719;28861.031;22981.959;29772.79;49509.562;29003.94;28871.19;46521.53
MYL9_HUMAN;MYL9;0.0;0.0;179577.84;123250.63;120000.69;0.0;130949.86;106424.47
RPB1_HUMAN;POLR2A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PAR1_HUMAN;F2R;0.0;0.0;0.0;31155.969;0.0;0.0;30124.332;0.0
MCM3_HUMAN;MCM3;54704.867;46169.977;34984.26;24231.416;41703.082;20259.057;0.0;0.0
NFYB_HUMAN;NFYB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THTM_HUMAN;MPST;62611.742;67735.47;98308.555;46377.63;68863.35;55391.875;61182.184;74964.45
RS12_HUMAN;RPS12;334759.5;397147.6;443297.28;376007.03;500208.3;382999.28;294672.66;315464.6
BRD2_HUMAN;BRD2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TNR6_HUMAN;FAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TYY1_HUMAN;YY1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DNJB1_HUMAN;DNAJB1;0.0;50028.76;50620.617;24379.342;79015.6;0.0;22659.752;0.0
ATPA_HUMAN;ATP5F1A;435213.9;468264.25;493057.1;449881.9;389477.2;369022.62;371755.62;340571.9
PSA1_HUMAN;PSMA1;183453.92;130935.69;144967.69;167942.83;156692.67;163815.39;143969.98;180382.89
PSA2_HUMAN;PSMA2;234937.19;270753.5;241855.4;223789.84;230855.25;169068.69;189616.8;141798.72
PSA3_HUMAN;PSMA3;161173.84;148729.97;155789.28;173301.38;163715.38;136268.8;139242.16;121868.74
PSA4_HUMAN;PSMA4;214480.4;137696.31;142238.69;165902.36;194504.66;196031.33;136028.81;168014.62
CO5A3_HUMAN;COL5A3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IKBA_HUMAN;NFKBIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITA3_HUMAN;ITGA3;55094.984;73393.55;53171.953;69455.055;50070.57;86032.11;60331.484;70092.03
PTX3_HUMAN;PTX3;0.0;0.0;40794.855;24324.672;78279.79;57249.066;41280.11;76343.59
MOES_HUMAN;MSN;1060596.6;878233.56;1201104.0;1055601.8;1062637.5;1119093.0;1032074.44;1102069.1
DDX6_HUMAN;DDX6;79100.08;87697.44;79733.78;83522.62;84345.875;85120.28;89579.6;88259.76
CTNA2_HUMAN;CTNNA2;71092.06;102600.63;110985.67;94155.5;74610.08;0.0;55735.74;0.0
DNMT1_HUMAN;DNMT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
U2AF2_HUMAN;U2AF2;77314.34;65596.87;47613.445;64607.688;67182.66;41194.324;0.0;31162.564
RL13_HUMAN;RPL13;415050.7;394056.4;361275.75;446732.66;421025.53;410392.78;320214.84;406933.66
IVD_HUMAN;IVD;48099.023;48558.95;45436.61;44806.008;45645.3;59950.145;39425.688;77557.23
S10A4_HUMAN;S100A4;995987.94;1214957.0;0.0;943546.44;813441.56;1061802.9;47510.406;549193.94
MGAT1_HUMAN;MGAT1;0.0;0.0;0.0;19173.146;0.0;0.0;28391.2;27937.994
HMGB2_HUMAN;HMGB2;146960.78;142754.14;88093.59;99729.64;111122.82;157375.47;0.0;86743.04
PTBP1_HUMAN;PTBP1;311299.25;347484.75;255918.31;213700.78;259129.33;249968.83;197183.7;150917.95
SYTC_HUMAN;TARS1;152277.55;181805.97;169728.78;162803.73;149614.17;128613.03;171729.05;132390.75
SYVC_HUMAN;VARS1;143590.9;131555.14;103433.53;149613.38;116950.71;132052.02;151857.47;129493.14
EF1G_HUMAN;EEF1G;473769.12;466944.72;374920.12;512707.8;474614.3;538828.3;531449.9;569304.56
STOM_HUMAN;STOM;215559.95;270893.6;166220.55;298644.28;231835.88;362034.34;331129.97;290657.12
KAD4_HUMAN;AK4;0.0;0.0;0.0;23761.914;37075.36;23162.307;33920.105;0.0
1433T_HUMAN;YWHAQ;495193.47;508719.6;470998.8;502853.66;490342.3;625208.44;471130.8;576309.3
MK03_HUMAN;MAPK3;53794.61;62313.926;70494.53;66331.164;55012.03;65885.21;84234.81;65324.055
VATL_HUMAN;ATP6V0C;0.0;0.0;135990.47;169311.73;86204.41;0.0;198846.84;182701.88
DPP4_HUMAN;DPP4;129152.41;135251.2;96979.58;198344.61;123752.664;179634.4;139878.11;73671.875
RL10_HUMAN;RPL10;165043.61;158250.72;120491.18;189076.11;150516.11;193767.33;175648.03;187116.52
CO8A1_HUMAN;COL8A1;0.0;0.0;266218.8;181344.53;468460.94;148915.81;805414.44;200654.94
RFA1_HUMAN;RPA1;56700.05;0.0;0.0;54259.016;18406.533;61735.758;52323.195;0.0
APEX1_HUMAN;APEX1;232619.4;304371.12;202083.14;172356.0;156480.22;160345.52;118498.1;110762.64
CD82_HUMAN;CD82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DCK_HUMAN;DCK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PYR1_HUMAN;CAD;416167.97;320598.0;384814.3;305032.38;294616.72;358371.34;254717.11;0.0
CALR_HUMAN;CALR;1209511.0;950464.6;1245897.4;1034230.94;1176595.2;947562.06;769296.06;956455.75
CALX_HUMAN;CANX;224113.0;215895.86;274760.38;250543.58;243042.56;303870.6;390968.78;253418.84
P85A_HUMAN;PIK3R1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSB8_HUMAN;PSMB8;0.0;0.0;30501.428;23766.307;40022.42;27903.002;29971.285;18783.648
PSB9_HUMAN;PSMB9;41943.28;0.0;63941.805;28771.314;0.0;0.0;0.0;0.0
PSA5_HUMAN;PSMA5;267025.66;222507.52;317147.56;218374.52;274818.78;200299.22;207393.36;176100.9
PSB4_HUMAN;PSMB4;66205.84;76631.445;104507.32;79160.266;104567.99;69612.96;64208.184;65067.68
PSB6_HUMAN;PSMB6;168603.64;149621.48;151067.02;132632.53;129094.27;116356.52;106794.06;138818.56
PSB5_HUMAN;PSMB5;239656.16;197663.47;188915.73;227498.61;226418.53;231084.84;201061.22;246011.23
GSTM2_HUMAN;GSTM2;77690.64;78318.82;62807.92;76631.27;55666.176;125859.04;84709.3;100848.77
ITPI2_HUMAN;ITPRID2;0.0;0.0;0.0;0.0;0.0;220545.92;0.0;0.0
LYOX_HUMAN;LOX;0.0;36162.32;84179.555;43618.875;0.0;0.0;0.0;0.0
NDUS1_HUMAN;NDUFS1;45162.164;55114.92;59972.254;58658.523;69469.47;57684.867;57759.31;62736.78
ADH6_HUMAN;ADH6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TEAD1_HUMAN;TEAD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MK01_HUMAN;MAPK1;147384.6;198227.44;147717.77;140635.31;171795.62;201326.19;133076.36;191547.64
GRN_HUMAN;GRN;85163.234;96174.06;101444.69;104944.81;87377.46;110880.85;99800.57;91767.06
PTPRM_HUMAN;PTPRM;0.0;0.0;0.0;0.0;18867.398;20857.582;29930.082;0.0
AMPL_HUMAN;LAP3;159337.89;127308.055;132270.16;130665.36;133423.0;125643.164;100355.836;141899.27
DHI1_HUMAN;HSD11B1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
T2EB_HUMAN;GTF2E2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TPP2_HUMAN;TPP2;76453.37;90006.664;74591.91;85765.17;93002.75;84683.85;104503.99;79471.734
IMPA1_HUMAN;IMPA1;0.0;62020.863;93258.45;59218.2;109047.37;61883.14;60921.465;102221.09
CCN2_HUMAN;CCN2;93156.65;0.0;249266.27;121150.97;211863.97;149567.55;178742.92;136560.38
EPHA2_HUMAN;EPHA2;0.0;0.0;0.0;22306.006;0.0;0.0;0.0;0.0
EPHB2_HUMAN;EPHB2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SHC1_HUMAN;SHC1;0.0;0.0;0.0;76063.266;0.0;83871.37;0.0;0.0
3MG_HUMAN;MPG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RABP2_HUMAN;CRABP2;36427.098;0.0;34346.04;19422.217;0.0;0.0;0.0;0.0
TKT_HUMAN;TKT;631067.44;704845.8;670594.8;638599.8;724627.25;850475.7;651415.4;610161.56
CASP1_HUMAN;CASP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LMOD1_HUMAN;LMOD1;0.0;0.0;0.0;0.0;0.0;0.0;47442.7;0.0
RBMS1_HUMAN;RBMS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PML_HUMAN;PML;75323.46;84631.85;95856.0;86125.31;75085.7;97237.414;103225.414;108008.516
OAS2_HUMAN;OAS2;0.0;0.0;0.0;0.0;0.0;0.0;28402.5;0.0
MARCS_HUMAN;MARCKS;200908.97;110239.36;147098.77;156765.97;104858.04;81256.32;119490.164;89782.445
AQP1_HUMAN;AQP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNA11_HUMAN;GNA11;90911.44;67938.55;63936.285;66977.51;102522.5;67218.26;92723.88;57681.414
AL4A1_HUMAN;ALDH4A1;38824.727;0.0;48868.684;20770.836;0.0;30977.148;62976.77;85505.82
PBLD_HUMAN;PBLD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ERP29_HUMAN;ERP29;195348.03;181650.48;227136.4;210263.06;183128.89;151800.06;172934.95;188445.34
PRDX6_HUMAN;PRDX6;301424.78;290526.25;234207.55;324986.8;345134.4;374959.53;459035.56;316918.97
BLVRB_HUMAN;BLVRB;114769.08;57129.383;59991.51;57594.457;76498.266;59912.33;38832.266;52988.043
PRDX5_HUMAN;PRDX5;680574.75;554010.06;621769.44;492009.03;603047.4;453403.25;479083.56;497594.22
DOPD_HUMAN;DDT;232633.73;173732.03;210467.92;226751.38;208671.17;256181.89;389412.72;314401.4
GFRP_HUMAN;GCHFR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRDX3_HUMAN;PRDX3;225878.94;234902.12;247690.12;293327.16;426185.47;354894.25;292620.5;310885.0
ATPD_HUMAN;ATP5F1D;200129.78;61179.875;0.0;96725.06;122909.55;128934.19;67350.13;112469.07
RL12_HUMAN;RPL12;234536.16;202689.44;194572.44;172680.36;171311.47;252603.23;172847.12;180352.11
ECHM_HUMAN;ECHS1;347360.7;276945.2;384939.38;302979.22;250996.8;347015.7;272061.53;239545.16
KCY_HUMAN;CMPK1;172628.62;153990.58;243434.23;211513.47;174561.78;229635.95;268847.06;266932.62
PEBP1_HUMAN;PEBP1;167685.1;184141.33;207124.66;204577.19;241779.62;226777.28;237009.06;226638.81
PDIA3_HUMAN;PDIA3;604886.8;570678.94;699705.5;596785.44;676649.5;574085.8;483161.28;509604.03
2AAA_HUMAN;PPP2R1A;304967.22;304369.78;247657.36;297703.7;212886.88;288438.94;360088.25;284452.3
2AAB_HUMAN;PPP2R1B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CDC27_HUMAN;CDC27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPIF_HUMAN;PPIF;0.0;0.0;0.0;19413.377;34828.113;0.0;0.0;0.0
T4S1_HUMAN;TM4SF1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NMT1_HUMAN;NMT1;0.0;56585.06;46695.312;62986.777;75585.38;60819.336;80501.35;49599.082
HMOX2_HUMAN;HMOX2;0.0;36975.37;59878.176;52820.383;0.0;57418.477;95519.14;81157.99
PURA2_HUMAN;ADSS2;50620.4;47878.28;46201.188;53816.723;54110.98;59101.062;52329.45;46289.0
UFO_HUMAN;AXL;39447.207;26240.271;0.0;36818.93;0.0;0.0;0.0;0.0
AMRP_HUMAN;LRPAP1;85609.36;77138.56;87359.44;84683.57;85791.43;85915.63;66428.11;69859.26
TSPO_HUMAN;TSPO;0.0;226101.86;210558.36;425670.78;0.0;345239.0;443101.88;270580.06
PUR8_HUMAN;ADSL;86147.93;76893.75;59922.08;81337.65;48269.105;78442.19;80774.836;66904.6
CLIP1_HUMAN;CLIP1;46058.355;38588.49;34663.688;32444.291;34247.816;34833.266;26992.814;41833.133
SORCN_HUMAN;SRI;168835.94;156694.2;108516.336;118818.02;147063.92;139887.98;120371.94;134783.03
GSTT1_HUMAN;GSTT1;0.0;0.0;0.0;0.0;0.0;74250.375;0.0;0.0
ILEU_HUMAN;SERPINB1;180978.23;228469.16;194131.2;209958.98;195266.8;171333.16;198366.67;197270.92
SL7A1_HUMAN;SLC7A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AL1B1_HUMAN;ALDH1B1;85271.66;81437.8;169674.22;118568.65;75739.83;72182.78;156038.75;142684.06
AL3A1_HUMAN;ALDH3A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RPB2_HUMAN;POLR2B;0.0;24394.012;0.0;21713.83;0.0;21881.799;23559.795;0.0
SDHA_HUMAN;SDHA;281236.16;267283.78;260583.17;263957.75;219245.4;333571.62;265019.6;326716.16
GDIA_HUMAN;GDI1;41001.95;55560.33;69692.06;78824.484;87443.99;104534.58;112517.57;121650.555
S10A7_HUMAN;S100A7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
METK2_HUMAN;MAT2A;68112.4;75078.27;53808.977;50534.836;66797.32;78214.51;55685.184;55408.047
KAP1_HUMAN;PRKAR1B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KAP3_HUMAN;PRKAR2B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CPSM_HUMAN;CPS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RIR2_HUMAN;RRM2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SDC4_HUMAN;SDC4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TIA1_HUMAN;TIA1;28166.922;0.0;0.0;21309.793;0.0;0.0;0.0;0.0
FMO3_HUMAN;FMO3;0.0;0.0;0.0;0.0;0.0;0.0;103974.29;0.0
DNJA1_HUMAN;DNAJA1;101821.21;91379.73;77966.766;74284.56;100701.96;68151.91;49509.793;58329.0
AKT1_HUMAN;AKT1;29748.533;32674.361;35780.277;27815.85;34642.355;29847.332;37810.3;22166.15
QCR1_HUMAN;UQCRC1;97628.17;102574.24;105104.86;101008.5;117453.34;83350.555;105148.7;103207.92
3HIDH_HUMAN;HIBADH;110515.664;109257.15;78010.77;90698.766;76497.625;105379.99;89883.64;98179.41
PUR9_HUMAN;ATIC;160014.27;162310.7;171635.34;173847.38;184613.81;173566.52;182199.66;187613.52
HNRH3_HUMAN;HNRNPH3;76888.945;79667.195;69602.68;67497.586;77867.37;35974.53;42491.04;60088.21
HNRH1_HUMAN;HNRNPH1;123472.92;151802.4;103974.125;121731.07;110876.89;121376.31;92301.336;100029.71
1433B_HUMAN;YWHAB;397957.1;284098.44;319852.16;347271.12;329961.12;467403.12;330009.88;337101.94
STIP1_HUMAN;STIP1;204789.16;162381.5;211134.23;196045.42;178500.66;195253.08;182172.83;179801.62
S10AB_HUMAN;S100A11;3108590.8;2173776.0;4019667.8;2674943.2;3498415.0;3593644.0;2756038.2;3168490.5
PRDX2_HUMAN;PRDX2;570637.9;551149.8;570205.56;463332.34;345863.5;509285.84;439655.94;434384.88
GLPK_HUMAN;GK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GRK4_HUMAN;GRK4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DCTD_HUMAN;DCTD;94706.8;85828.07;79762.68;98786.23;66724.85;96901.48;90026.48;90140.93
P5CR1_HUMAN;PYCR1;51615.906;47056.184;68745.01;50993.89;0.0;0.0;55957.137;57034.23
NAC1_HUMAN;SLC8A1;0.0;0.0;0.0;45549.96;0.0;0.0;0.0;0.0
GBP1_HUMAN;GBP1;30368.97;0.0;27611.215;34553.71;0.0;27005.283;39157.9;39538.613
GBP2_HUMAN;GBP2;0.0;0.0;0.0;29246.598;0.0;24299.77;0.0;0.0
TF2H1_HUMAN;GTF2H1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CGL_HUMAN;CTH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL9_HUMAN;RPL9;159685.27;129026.56;128885.07;145965.45;123064.26;120615.9;132187.7;125359.34
CD70_HUMAN;CD70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACSL1_HUMAN;ACSL1;32677.994;0.0;0.0;44352.457;41324.08;43694.523;84195.28;50864.26
KINH_HUMAN;KIF5B;113979.57;131335.6;130754.54;122490.46;114530.31;118025.86;117577.414;137231.45
DUT_HUMAN;DUT;120306.336;108575.73;83880.04;90973.47;182584.3;78759.32;0.0;0.0
MRP1_HUMAN;ABCC1;128869.836;65447.08;0.0;78023.5;0.0;122114.66;80804.52;86523.43
CKS2_HUMAN;CKS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S10A3_HUMAN;S100A3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ABCD1_HUMAN;ABCD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MA1A1_HUMAN;MAN1A1;0.0;0.0;0.0;0.0;0.0;420160.1;0.0;0.0
ERD22_HUMAN;KDELR2;0.0;0.0;0.0;16979.574;0.0;0.0;39377.45;40314.438
MCM4_HUMAN;MCM4;149510.12;119534.805;0.0;74281.13;81718.37;74684.97;0.0;0.0
MCM5_HUMAN;MCM5;87717.31;70594.03;0.0;46411.3;0.0;0.0;0.0;0.0
MCM7_HUMAN;MCM7;0.0;67157.234;0.0;28118.793;85020.305;36986.965;0.0;0.0
GALNS_HUMAN;GALNS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SDC2_HUMAN;SDC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CD68_HUMAN;CD68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GLYC_HUMAN;SHMT1;0.0;0.0;0.0;21623.008;0.0;54871.605;29807.252;0.0
GLYM_HUMAN;SHMT2;111333.6;110184.44;98610.08;121945.8;112157.21;115762.09;112213.28;122916.99
HYES_HUMAN;EPHX2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HS71L_HUMAN;HSPA1L;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HSP74_HUMAN;HSPA4;106502.22;113392.14;134962.77;112824.79;160973.58;108091.17;135967.64;122566.234
GRK5_HUMAN;GRK5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MPI_HUMAN;MPI;30904.107;50494.43;39426.31;51691.406;30618.633;57617.43;49446.723;29088.754
GPC1_HUMAN;GPC1;51262.367;48989.016;52170.45;38003.543;54109.293;43773.18;40325.066;51960.21
CAH8_HUMAN;CA8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CTNA1_HUMAN;CTNNA1;130399.71;120083.13;137477.4;152421.66;140690.5;128924.64;163766.39;144292.9
PHB1_HUMAN;PHB1;223855.55;198851.0;189980.38;161560.52;234199.86;175226.8;123228.27;168229.62
SPB6_HUMAN;SERPINB6;124777.66;119399.87;135136.61;140408.27;132545.78;164550.4;127815.13;158451.48
MERL_HUMAN;NF2;0.0;0.0;0.0;68477.54;0.0;0.0;0.0;0.0
RADI_HUMAN;RDX;126271.625;96774.414;114622.33;101256.21;102011.86;116128.38;92453.805;132063.67
RFA3_HUMAN;RPA3;33440.246;24701.553;20769.049;23743.443;0.0;0.0;0.0;0.0
RFC2_HUMAN;RFC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL22_HUMAN;RPL22;343494.12;277457.7;264466.5;293003.66;260875.45;297561.06;203088.5;275242.12
T2FA_HUMAN;GTF2F1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPRE_HUMAN;SPR;61460.984;47234.324;64830.637;43445.535;42972.26;86878.28;66533.8;75492.195
PGH2_HUMAN;PTGS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TSP2_HUMAN;THBS2;0.0;0.0;0.0;52894.95;0.0;0.0;0.0;0.0
IDUA_HUMAN;IDUA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CBS_HUMAN;CBS;0.0;0.0;42945.973;20864.074;0.0;0.0;0.0;0.0
K1C9_HUMAN;KRT9;71880.44;39368.99;105618.734;186269.1;86521.5;49139.51;80008.53;0.0
FBN1_HUMAN;FBN1;0.0;0.0;95378.27;45022.652;0.0;0.0;0.0;0.0
FBN2_HUMAN;FBN2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GDE_HUMAN;AGL;0.0;0.0;0.0;33991.85;0.0;44859.207;70607.03;43007.594
MYH9_HUMAN;MYH9;693563.2;728983.6;840215.5;1046324.9;618289.4;887875.7;1877552.0;974916.9
MYH10_HUMAN;MYH10;109939.56;84406.36;69223.84;101800.37;64049.676;106929.42;131853.61;107983.73
