Protein.ID;Gene;ADSCs_c_111 MaxLFQ Intensity;ADSCs_c_1531 MaxLFQ Intensity;ADSCs_c_38 MaxLFQ Intensity;ADSCs_c_45 MaxLFQ Intensity;ADSCs_d_111 MaxLFQ Intensity;ADSCs_d_1531 MaxLFQ Intensity;ADSCs_d_38 MaxLFQ Intensity;ADSCs_d_45 MaxLFQ Intensity
LKHA4_HUMAN;LTA4H;79575.68;57064.89;60654.69;58288.086;69438.375;72582.7;68154.99;64847.79
ALDOC_HUMAN;ALDOC;147755.67;148121.45;116498.46;85374.69;148116.23;117453.38;133576.73;167475.72
CO4A_HUMAN;C4A;79036.65;104712.09;98571.84;91384.1;92970.66;82450.54;104689.875;135740.77
H2AZ_HUMAN;H2AZ1;192087.92;267189.44;304544.03;222326.14;136206.02;184394.31;153632.61;123279.555
GSTT2_HUMAN;GSTT2B;0.0;0.0;0.0;6387.3057;111284.88;0.0;0.0;102612.65
POTEI_HUMAN;POTEI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
POTEJ_HUMAN;POTEJ;78393.04;0.0;115982.164;0.0;203996.42;0.0;0.0;178303.81
TPC2A_HUMAN;TRAPPC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NARR_HUMAN;RAB34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAA1_HUMAN;SAA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HS71A_HUMAN;HSPA1A;156839.44;244321.69;167316.73;201553.08;154255.08;184321.19;191371.97;205811.77
CALM1_HUMAN;CALM1;1360657.9;1265403.4;933833.94;1382940.9;843599.6;527034.4;339710.34;625414.56
RPAC2_HUMAN;POLR1D;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TBA3C_HUMAN;TUBA3C;1069925.4;660966.7;844238.94;867136.06;888056.5;375781.8;334752.9;878580.1
RAP2A_HUMAN;RAP2A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IL8_HUMAN;CXCL8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RO60_HUMAN;RO60;104078.805;120187.805;112924.59;109951.875;106661.97;110601.87;113975.29;111673.41
LYAG_HUMAN;GAA;66499.48;71501.01;63892.414;80495.97;47781.52;53323.707;62624.47;84085.92
RRAS_HUMAN;RRAS;96287.06;105842.29;94082.48;102882.76;95595.25;107074.22;101870.73;93274.51
HLAC_HUMAN;HLA-C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARAF_HUMAN;ARAF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
H14_HUMAN;H1-4;653846.4;975734.3;850991.9;716862.4;410048.66;558847.44;548579.6;471951.4
ODP2_HUMAN;DLAT;0.0;0.0;0.0;33777.37;55277.367;0.0;68638.695;0.0
PTPRF_HUMAN;PTPRF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THIO_HUMAN;TXN;741499.7;880195.5;613736.2;734689.2;560734.1;539386.5;577204.5;520866.22
COX5B_HUMAN;COX5B;244907.88;289778.78;206957.3;211668.22;208015.0;262439.94;267120.72;298364.47
MGST1_HUMAN;MGST1;144494.64;132230.03;205728.36;156073.7;275984.62;255486.73;295646.94;143542.39
KAP0_HUMAN;PRKAR1A;236065.11;259131.64;233261.1;254860.06;198900.2;232984.4;268563.9;247774.03
TFPI1_HUMAN;TFPI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HEM4_HUMAN;UROS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ESTD_HUMAN;ESD;172637.25;198657.73;158716.31;128165.01;200647.0;162196.75;136850.28;194685.34
CH60_HUMAN;HSPD1;812615.5;941788.6;903746.44;840438.9;894778.44;1181265.6;1138135.9;956506.4
CLUS_HUMAN;CLU;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HPLN1_HUMAN;HAPLN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BIP_HUMAN;HSPA5;1741102.0;1180789.6;1368061.2;1446864.2;1023764.2;936538.5;775647.0;1038090.3
LAMC1_HUMAN;LAMC1;122129.51;87697.29;96281.39;87604.21;103007.94;74721.31;96101.49;104979.28
PPAL_HUMAN;ACP2;21132.654;21261.836;21720.434;0.0;0.0;0.0;0.0;0.0
HSP7C_HUMAN;HSPA8;1024331.5;934261.2;921257.06;1044321.06;981773.1;1035805.06;1045532.2;921123.56
GTR1_HUMAN;SLC2A1;0.0;0.0;0.0;0.0;33489.363;0.0;0.0;0.0
GTR3_HUMAN;SLC2A3;0.0;0.0;0.0;0.0;18544.766;0.0;0.0;0.0
UMPS_HUMAN;UMPS;32501.795;26864.586;37026.094;33705.574;40711.527;35748.57;34049.543;38819.477
ODPB_HUMAN;PDHB;69721.836;76309.6;62460.58;62403.387;88161.31;86099.56;78940.234;78469.26
ODB2_HUMAN;DBT;0.0;67484.06;49935.445;0.0;47116.48;51160.477;51725.734;71486.76
PYGB_HUMAN;PYGB;126906.06;151604.97;137332.1;130600.484;166480.31;208492.67;147367.1;122210.6
RALA_HUMAN;RALA;69904.805;63923.85;70106.29;92437.34;52888.844;58577.246;66804.664;62716.785
RALB_HUMAN;RALB;47786.387;67061.06;49570.777;50923.637;55042.867;60177.973;64365.883;55092.938
BCR_HUMAN;BCR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAMP1_HUMAN;LAMP1;265984.84;185076.75;249225.7;228822.75;140358.69;128950.375;158200.23;297354.72
ACADM_HUMAN;ACADM;52247.527;61045.113;50445.1;45238.695;44424.207;59229.664;65162.258;62187.477
TOP1_HUMAN;TOP1;0.0;43741.883;43733.473;43656.203;46068.83;59739.473;44035.51;0.0
TOP2A_HUMAN;TOP2A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
G6PD_HUMAN;G6PD;342742.3;422176.16;322360.03;395953.25;362085.6;409326.6;356212.8;314833.38
UBL4A_HUMAN;UBL4A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PYC_HUMAN;PC;40744.18;0.0;18099.05;0.0;55784.934;40870.11;42543.2;53295.562
C1TC_HUMAN;MTHFD1;174234.12;227343.84;257776.31;210963.75;259182.52;309473.66;282893.12;234723.0
MPRI_HUMAN;IGF2R;30906.584;31748.86;32105.275;30843.686;0.0;29843.516;0.0;0.0
ADHX_HUMAN;ADH5;135464.17;162382.06;169063.33;140005.94;205526.78;231778.11;185085.45;206184.39
CDK4_HUMAN;CDK4;0.0;0.0;0.0;0.0;0.0;0.0;14437.809;0.0
PRPS2_HUMAN;PRPS2;0.0;0.0;0.0;0.0;0.0;19962.963;0.0;24558.596
PABP1_HUMAN;PABPC1;115062.6;112428.805;131320.4;112450.7;99249.09;0.0;0.0;84525.305
PCNA_HUMAN;PCNA;31341.234;25742.049;30237.215;25292.586;41544.414;39218.152;34349.27;28215.35
CX6A1_HUMAN;COX6A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYHC_HUMAN;HARS;88168.94;90490.31;98054.69;95581.305;92293.52;97387.5;90967.33;87964.375
COBA1_HUMAN;COL11A1;26889.94;0.0;0.0;0.0;41415.035;0.0;0.0;85156.75
CO6A1_HUMAN;COL6A1;187210.0;187199.31;250781.12;170246.33;226649.0;197656.03;128206.24;133827.97
CO6A2_HUMAN;COL6A2;118334.57;123463.89;132619.72;111003.375;167041.33;182624.03;119088.62;115228.21
CO6A3_HUMAN;COL6A3;136027.72;229113.08;224158.02;165780.31;402068.22;450286.12;222003.19;288186.88
ADT1_HUMAN;SLC25A4;0.0;0.0;0.0;25344.45;0.0;0.0;0.0;0.0
ADT3_HUMAN;SLC25A6;57212.59;70666.48;72799.13;83161.67;87218.8;86702.73;105355.484;49978.723
FA5_HUMAN;F5;0.0;0.0;0.0;0.0;22534.582;0.0;0.0;0.0
TPR_HUMAN;TPR;154989.7;214840.89;187188.17;150235.8;159704.89;236794.77;238273.1;230058.95
PIP_HUMAN;PIP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KCRB_HUMAN;CKB;144546.3;388193.06;144881.05;166904.77;117962.28;206492.7;126157.05;175894.92
ANXA3_HUMAN;ANXA3;0.0;0.0;0.0;0.0;0.0;0.0;10274.301;0.0
ODBA_HUMAN;BCKDHA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACTN1_HUMAN;ACTN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACE_HUMAN;ACE;0.0;59716.65;47299.0;32695.996;21904.156;54414.562;51344.44;0.0
MYL4_HUMAN;MYL4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SRC_HUMAN;SRC;0.0;26791.994;20178.57;39216.508;0.0;49762.285;50146.336;39578.99
PEPD_HUMAN;PEPD;170191.08;150644.27;193345.31;207730.2;147053.86;137762.44;146026.8;148865.22
XRCC6_HUMAN;XRCC6;162813.05;186213.73;201894.48;188557.88;176394.08;229923.94;247806.72;157407.88
XRCC5_HUMAN;XRCC5;189603.53;241528.9;258406.27;257074.23;207933.67;271786.97;278583.84;173440.84
COX41_HUMAN;COX4I1;70682.63;86677.375;77934.46;75264.69;81997.71;96630.97;107515.01;75638.44
GILT_HUMAN;IFI30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAMP2_HUMAN;LAMP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RINI_HUMAN;RNH1;770010.56;883048.3;757434.75;715625.7;608623.75;531570.8;431416.62;613188.9
CSPG2_HUMAN;VCAN;45170.96;29707.016;34336.734;33161.613;30368.957;0.0;25481.96;34569.348
ITA4_HUMAN;ITGA4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EF2_HUMAN;EEF2;1103251.1;1061605.5;1461391.2;1610968.1;1368219.5;1584801.2;1325033.9;1200958.5
K1C10_HUMAN;KRT10;75267.484;99645.24;179164.02;108731.27;66925.03;136348.02;56837.844;112983.375
K1C13_HUMAN;KRT13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K2C5_HUMAN;KRT5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PDIA4_HUMAN;PDIA4;242687.69;190981.03;197315.66;203490.28;181637.94;162209.25;145255.33;166882.3
P4HA1_HUMAN;P4HA1;349476.25;254545.31;309262.25;321795.53;201388.02;140012.53;144404.8;217821.77
TCTP_HUMAN;TPT1;203315.95;201423.73;216963.23;283516.6;186970.23;258494.6;278960.53;199730.5
HEM2_HUMAN;ALAD;31116.186;41567.89;31210.846;35029.56;41699.01;33483.3;37167.758;45170.746
TF_HUMAN;F3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PLSL_HUMAN;LCP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PLST_HUMAN;PLS3;304573.5;220809.0;338806.62;419404.44;322211.38;261111.45;316776.12;290650.4
ACPH_HUMAN;APEH;65629.03;75329.055;82440.52;74255.59;102802.27;76157.42;83157.86;74156.82
ETFA_HUMAN;ETFA;125555.74;148918.05;127772.57;118023.1;125117.81;116231.03;123118.31;192757.38
GYS1_HUMAN;GYS1;52887.848;40349.08;50502.402;58232.434;46913.05;33324.566;45007.184;33783.027
KAP2_HUMAN;PRKAR2A;74010.42;89097.8;80415.56;67751.19;76827.42;86082.086;73964.29;85296.98
T2FB_HUMAN;GTF2F2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CD59_HUMAN;CD59;522527.22;547496.44;572210.1;741566.44;449009.2;583013.3;666168.3;513189.56
MTDC_HUMAN;MTHFD2;69103.79;55688.13;58883.145;63566.695;33197.31;41800.945;30743.846;50334.76
MIF_HUMAN;MIF;1479349.6;973331.56;1042660.3;1151050.6;1652028.2;486980.8;387651.97;1183844.8
CD99_HUMAN;CD99;80842.88;101339.766;86414.45;104082.23;96363.95;133659.31;125265.56;96345.94
GLU2B_HUMAN;PRKCSH;274782.25;259509.02;233892.97;246053.88;176164.84;208342.06;174781.88;222096.25
FPPS_HUMAN;FDPS;25432.145;31192.434;21902.293;31152.76;46022.098;50095.99;41585.707;37556.727
CBPM_HUMAN;CPM;0.0;0.0;0.0;0.0;108708.0;111755.13;90540.34;111898.47
CX7A2_HUMAN;COX7A2;133027.34;63570.066;89385.23;68556.8;0.0;0.0;0.0;0.0
NID1_HUMAN;NID1;0.0;0.0;0.0;0.0;25139.896;15079.253;13747.167;22019.428
AK1A1_HUMAN;AKR1A1;177882.72;180964.27;188568.86;202728.19;209091.17;184949.5;204521.97;240780.1
PA2GA_HUMAN;PLA2G2A;23859.49;38010.29;0.0;61928.973;0.0;0.0;0.0;19407.225
INSRR_HUMAN;INSRR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KPYM_HUMAN;PKM;1445841.4;1609760.0;1466987.1;1685666.1;1728140.6;1659887.0;1404788.2;1424272.5
ACYP2_HUMAN;ACYP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENPL_HUMAN;HSP90B1;1062530.6;967383.44;1089213.6;1149278.0;791754.1;783353.5;661966.7;742798.9
CCNB1_HUMAN;CCNB1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MYL6B_HUMAN;MYL6B;800034.5;422119.44;588508.56;652453.1;1254467.2;292082.44;0.0;654535.3
RSMB_HUMAN;SNRPB;108259.83;133854.64;130483.625;189581.94;112505.69;178144.9;180011.81;119656.78
IDE_HUMAN;IDE;30521.52;0.0;40430.914;48267.523;43646.97;50520.535;72732.56;0.0
CX6B1_HUMAN;COX6B1;81890.28;108710.32;75304.33;75016.31;68104.22;119268.04;121895.984;96839.93
HNRPL_HUMAN;HNRNPL;130421.414;152517.75;162253.53;156114.11;149690.88;152438.67;155919.03;129547.38
SYDC_HUMAN;DARS1;147622.22;141767.66;140539.05;168617.06;156897.34;152485.25;147829.9;111108.26
PLAK_HUMAN;JUP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
QCR7_HUMAN;UQCRB;115643.7;137675.98;131887.02;101032.98;0.0;120121.75;126601.89;0.0
FABP4_HUMAN;FABP4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ALDR_HUMAN;AKR1B1;184583.75;176216.36;193355.77;186634.66;133933.98;194338.64;137915.69;126347.734
AMPN_HUMAN;ANPEP;547988.8;630361.7;697400.3;565247.8;1301625.6;1112691.9;1315065.5;810696.75
PVR_HUMAN;PVR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RAC2_HUMAN;RAC2;38015.098;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ERF3A_HUMAN;GSPT1;102916.195;95982.484;115554.164;101701.46;113884.71;98424.17;97424.625;89260.71
INGR1_HUMAN;IFNGR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARSA_HUMAN;ARSA;83340.95;39450.492;54400.477;43742.86;0.0;26840.348;0.0;0.0
B4GT1_HUMAN;B4GALT1;23101.91;0.0;34315.004;26153.773;24142.947;21112.396;0.0;35528.64
EZRI_HUMAN;EZR;148721.2;199017.14;126005.664;133588.27;129825.45;166606.17;139076.08;138894.84
UCHL3_HUMAN;UCHL3;52386.93;72030.43;52136.09;62024.23;83161.78;113692.375;96594.195;109338.95
ELN_HUMAN;ELN;0.0;29934.195;22043.969;0.0;0.0;0.0;0.0;0.0
AREG_HUMAN;AREG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MCP_HUMAN;CD46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NDKA_HUMAN;NME1;49416.938;69413.164;63834.957;35917.824;54296.79;80331.26;82666.06;80010.09
NQO1_HUMAN;NQO1;196743.97;455507.0;121290.38;104408.516;182554.36;278487.22;99878.805;132234.64
GNS_HUMAN;GNS;75550.81;64807.29;57229.043;69092.15;39283.773;27354.207;30745.783;62745.59
ARSB_HUMAN;ARSB;43925.223;0.0;40641.34;43762.195;0.0;0.0;0.0;49015.227
RS2_HUMAN;RPS2;271441.5;246653.78;345002.8;332272.4;446571.72;424743.12;397820.22;338758.3
DESP_HUMAN;DSP;317721.28;0.0;228117.55;0.0;271903.7;0.0;293826.4;428912.4
RFA2_HUMAN;RPA2;0.0;58986.41;22703.084;33158.426;0.0;43416.88;70856.94;0.0
COX7C_HUMAN;COX7C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TIMP2_HUMAN;TIMP2;0.0;0.0;0.0;0.0;34687.35;0.0;0.0;47239.508
CD44_HUMAN;CD44;495656.2;518957.1;476700.16;380693.56;341092.72;295189.8;286249.34;202134.23
NQO2_HUMAN;NQO2;50640.168;101603.87;91180.22;22131.594;29317.305;41365.33;42656.016;0.0
H2AX_HUMAN;H2AX;108238.69;183735.72;148537.56;98229.945;125172.05;105834.66;94451.28;221680.61
PGCA_HUMAN;ACAN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CBR1_HUMAN;CBR1;163061.69;213854.61;171132.8;164051.81;187949.83;182853.94;184926.06;227733.77
ANK1_HUMAN;ANK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACADS_HUMAN;ACADS;0.0;25965.25;0.0;0.0;0.0;52212.926;30315.055;19091.887
PGFRA_HUMAN;PDGFRA;0.0;35701.49;14465.607;0.0;24495.037;37347.527;37561.984;0.0
BGAL_HUMAN;GLB1;52789.83;58182.85;56436.273;48210.3;56800.355;64729.926;72565.8;34847.49
PP2BB_HUMAN;PPP3CB;25898.938;29873.643;27916.562;21452.693;20313.064;0.0;18033.254;0.0
NCK1_HUMAN;NCK1;0.0;0.0;0.0;0.0;0.0;0.0;27738.48;0.0
H15_HUMAN;H1-5;405140.84;569167.94;533204.4;403130.72;232648.28;369733.94;332407.88;261377.69
H13_HUMAN;H1-3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
H12_HUMAN;H1-2;316537.03;496470.06;403165.25;277298.38;124447.9;178634.78;167331.78;0.0
EPCAM_HUMAN;EPCAM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NCPR_HUMAN;POR;41502.383;41262.88;45907.523;39685.582;46845.87;41185.68;41055.953;42709.395
MGMT_HUMAN;MGMT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FER_HUMAN;FER;0.0;0.0;0.0;85943.52;0.0;0.0;0.0;0.0
AT2A2_HUMAN;ATP2A2;145032.3;109339.71;157489.75;133705.4;167410.14;131691.6;140163.6;111496.32
CD36_HUMAN;CD36;23664.955;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FAAA_HUMAN;FAH;34281.5;55570.95;43021.168;37692.543;50926.098;52096.105;60145.9;62680.977
STMN1_HUMAN;STMN1;237490.2;268679.06;208189.36;229386.23;162735.3;243924.9;185567.42;167205.0
YBOX3_HUMAN;YBX3;71315.11;41056.777;43772.67;57076.273;42729.86;45497.734;38140.938;0.0
NAGAB_HUMAN;NAGA;37740.156;32991.426;28064.191;35242.664;32448.28;38480.13;46307.977;0.0
HSP76_HUMAN;HSPA6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RHOQ_HUMAN;RHOQ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMGA1_HUMAN;HMGA1;461381.12;382077.7;225716.11;277630.16;159701.67;0.0;0.0;0.0
TMM11_HUMAN;TMEM11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AATC_HUMAN;GOT1;153689.6;118335.97;111596.7;133793.92;94372.13;73012.484;73251.83;102927.75
KPCA_HUMAN;PRKCA;40366.27;62924.035;48216.945;51621.355;34656.434;58641.777;0.0;35324.723
ITA2_HUMAN;ITGA2;60002.18;0.0;55236.777;41743.164;47718.95;0.0;34212.617;0.0
CXA1_HUMAN;GJA1;67821.53;0.0;58877.12;66126.336;46971.266;0.0;0.0;60591.2
ANPRC_HUMAN;NPR3;0.0;36059.27;0.0;0.0;0.0;23021.453;0.0;0.0
ASM_HUMAN;SMPD1;0.0;0.0;140874.47;0.0;0.0;0.0;0.0;0.0
UBF1_HUMAN;UBTF;34055.53;36647.535;32246.723;24794.072;18349.918;0.0;0.0;0.0
NDUB7_HUMAN;NDUFB7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KAPCA_HUMAN;PRKACA;78318.695;72822.97;65089.48;66464.78;89201.72;73222.66;75950.055;86319.76
CAN2_HUMAN;CAPN2;198701.06;198204.02;166891.94;190391.98;220434.55;211475.34;167026.45;158129.31
DESM_HUMAN;DES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PYRG1_HUMAN;CTPS1;52040.5;48444.887;56046.27;70986.09;52226.33;71965.74;58537.582;58140.414
EGLN_HUMAN;ENG;148317.1;142026.58;112771.63;180134.22;86815.41;95469.305;73999.0;0.0
DDX5_HUMAN;DDX5;58008.543;48380.348;58555.87;55658.953;59445.914;71853.72;70250.41;58272.598
PFKAL_HUMAN;PFKL;105196.63;89972.0;108205.32;108018.73;136284.12;112469.1;116082.375;89015.13
SAP3_HUMAN;GM2A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LEG3_HUMAN;LGALS3;280897.88;428594.3;354840.2;274918.53;320270.0;311481.84;380495.94;298437.97
IBP3_HUMAN;IGFBP3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRS6A_HUMAN;PSMC3;168021.1;138516.5;141281.92;140358.62;119716.734;121418.8;147168.67;143425.95
TCPA_HUMAN;TCP1;244508.22;215200.77;263977.53;261541.25;317340.9;275413.1;255131.88;276950.72
PTN1_HUMAN;PTPN1;48482.79;0.0;34872.086;41450.39;53873.42;54091.297;45530.582;70528.97
IBP2_HUMAN;IGFBP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL35A_HUMAN;RPL35A;172986.66;163752.77;175416.12;158221.31;156734.69;180281.73;172922.11;177412.64
ITB5_HUMAN;ITGB5;46971.688;41244.715;35962.27;50697.945;65868.98;54044.92;71648.1;60588.492
ARF4_HUMAN;ARF4;240702.05;146833.1;204410.83;182789.53;345813.8;244333.06;226847.62;220505.55
RL7_HUMAN;RPL7;163030.92;149724.55;125221.67;173045.69;182030.03;282902.78;285595.97;235301.2
VINC_HUMAN;VCL;738550.44;918198.2;903231.4;914918.5;1224785.9;1167918.8;1172071.5;1211264.8
PTPRA_HUMAN;PTPRA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SON_HUMAN;SON;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NELFE_HUMAN;NELFE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL17_HUMAN;RPL17;176755.06;141536.28;136367.66;151905.25;160161.8;223487.27;205450.33;173854.95
PGAM1_HUMAN;PGAM1;838912.06;811250.8;898946.8;1061802.6;816586.2;819396.0;848367.06;830729.1
RCC1_HUMAN;RCC1;42649.93;58192.117;60317.895;71523.49;69827.586;94460.23;90428.55;46318.46
SDC1_HUMAN;SDC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATP5J_HUMAN;ATP5PF;42975.38;37298.777;34298.688;25294.39;39458.926;27398.664;26476.076;45951.688
XRCC1_HUMAN;XRCC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K2C4_HUMAN;KRT4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CADH2_HUMAN;CDH2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TSN8_HUMAN;TSPAN8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ML12A_HUMAN;MYL12A;236714.16;137004.03;107786.75;145839.03;251434.86;130676.42;84420.89;210768.23
PLCG1_HUMAN;PLCG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VCAM1_HUMAN;VCAM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NUCL_HUMAN;NCL;305806.4;264274.97;262395.9;215539.72;204002.48;174568.19;162420.25;130760.95
HXK1_HUMAN;HK1;233919.36;237049.28;295257.47;250215.48;354386.66;357508.88;379069.4;245064.33
RPB3_HUMAN;POLR2C;34126.586;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NDUV2_HUMAN;NDUFV2;66898.39;88133.83;62364.75;49103.266;58976.293;71969.82;64423.86;89870.06
RO52_HUMAN;TRIM21;0.0;50872.402;0.0;0.0;0.0;0.0;0.0;0.0
E2AK2_HUMAN;EIF2AK2;105594.375;140292.75;116063.94;85008.24;95105.234;102569.04;120816.77;124720.055
SPEE_HUMAN;SRM;76198.695;71364.29;84972.836;91754.03;81466.69;98740.16;74179.97;81813.65
SL9A1_HUMAN;SLC9A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSK22_HUMAN;CSNK2A2;0.0;37189.59;43889.305;0.0;0.0;0.0;0.0;0.0
ITIH2_HUMAN;ITIH2;88251.75;103242.445;79155.74;58926.023;80600.53;75651.375;68342.445;79561.234
ITIH1_HUMAN;ITIH1;0.0;0.0;20303.164;0.0;0.0;0.0;0.0;0.0
NFKB1_HUMAN;NFKB1;61314.19;63630.754;68070.39;73650.22;62854.05;46321.62;51854.95;62965.375
CXCL2_HUMAN;CXCL2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FST_HUMAN;FST;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TYPH_HUMAN;TYMP;71563.4;69677.74;98010.42;80786.16;90771.4;94363.21;114069.29;87152.44
AT2B1_HUMAN;ATP2B1;64626.13;37824.52;46436.47;42543.188;57103.645;26858.42;28406.855;70109.08
IF2B_HUMAN;EIF2S2;54955.75;52052.78;54797.332;44945.684;49841.145;53004.39;62011.42;63290.35
ANXA7_HUMAN;ANXA7;170082.95;187317.2;194333.39;222147.12;189604.1;124193.64;93603.05;135423.39
BTF3_HUMAN;BTF3;182832.06;170202.05;164318.61;160161.92;133528.0;201844.06;152873.48;155851.28
RAB3B_HUMAN;RAB3B;0.0;0.0;91823.984;0.0;0.0;0.0;0.0;0.0
RAB4A_HUMAN;RAB4A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RAB5A_HUMAN;RAB5A;35253.85;0.0;28524.9;35682.45;46275.31;36013.11;30982.105;26332.836
RAB6A_HUMAN;RAB6A;131475.81;116258.38;139748.97;175774.31;160789.05;146494.36;161165.61;100865.87
MX1_HUMAN;MX1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSB1_HUMAN;PSMB1;97294.555;107040.695;123502.22;152794.69;123177.11;139204.36;146449.53;120894.97
MPRD_HUMAN;M6PR;40074.223;0.0;34721.54;34207.832;37934.57;0.0;0.0;0.0
COX5A_HUMAN;COX5A;185770.23;270943.28;155433.31;165817.1;170780.36;184656.05;201851.03;272171.88
LMNB1_HUMAN;LMNB1;124726.85;153956.11;116691.055;108691.8;117079.836;147878.69;128562.914;124093.836
PZP_HUMAN;PZP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ICAL_HUMAN;CAST;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IMDH1_HUMAN;IMPDH1;0.0;45648.008;44343.688;54556.28;68893.836;88476.16;70825.76;74229.99
CO5A1_HUMAN;COL5A1;470385.1;229726.42;367828.56;483833.75;217405.8;145781.06;86090.69;264897.28
FILA_HUMAN;FLG;0.0;0.0;0.0;12979.673;0.0;0.0;0.0;0.0
RASA1_HUMAN;RASA1;45793.83;38761.008;41420.863;33495.164;38972.43;31770.605;35150.63;0.0
PTN_HUMAN;PTN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GSTM3_HUMAN;GSTM3;86934.74;106438.625;58187.195;76669.14;84962.445;77683.83;63320.754;92360.305
VATB2_HUMAN;ATP6V1B2;58704.74;52162.875;50390.08;55660.273;68753.94;57474.156;51747.496;69333.62
