Protein.ID;Gene;PDLSCs_c_12 MaxLFQ Intensity;PDLSCs_c_16 MaxLFQ Intensity;PDLSCs_c_23 MaxLFQ Intensity;PDLSCs_c_38 MaxLFQ Intensity;PDLSCs_d_12 MaxLFQ Intensity;PDLSCs_d_16 MaxLFQ Intensity;PDLSCs_d_23 MaxLFQ Intensity;PDLSCs_d_38 MaxLFQ Intensity
LETM1_HUMAN;LETM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EPN2_HUMAN;EPN2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNX4_HUMAN;SNX4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GOSR1_HUMAN;GOSR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VAPB_HUMAN;VAPB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNAPN_HUMAN;SNAPIN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MPZL1_HUMAN;MPZL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FKBP9_HUMAN;FKBP9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6PGL_HUMAN;PGLS;198304.17;155067.25;193806.03;119360.3;135617.73;117499.04;192342.38;141004.83
ATG7_HUMAN;ATG7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IPO7_HUMAN;IPO7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CCN4_HUMAN;CCN4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AGM1_HUMAN;PGM3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TNF6B_HUMAN;TNFRSF6B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BRI3_HUMAN;BRI3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AHSA1_HUMAN;AHSA1;36840.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATS2_HUMAN;ADAMTS2;0.0;0.0;0.0;0.0;0.0;0.0;156506.83;0.0
PSMG1_HUMAN;PSMG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
G6PE_HUMAN;H6PD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SC24A_HUMAN;SEC24A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SC24B_HUMAN;SEC24B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VNN1_HUMAN;VNN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ETHE1_HUMAN;ETHE1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STABP_HUMAN;STAMBP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NET1_HUMAN;NTN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FSTL3_HUMAN;FSTL3;0.0;66481.445;0.0;41759.527;145728.73;65520.758;180252.77;75313.47
K2C75_HUMAN;KRT75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OXSR1_HUMAN;OXSR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LSM8_HUMAN;LSM8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AP2A1_HUMAN;AP2A1;89976.11;0.0;85877.56;0.0;0.0;0.0;118572.414;74885.73
STAU1_HUMAN;STAU1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BAG2_HUMAN;BAG2;62951.625;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BAG3_HUMAN;BAG3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AIFM1_HUMAN;AIFM1;48786.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EMAL2_HUMAN;EML2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNA14_HUMAN;GNA14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANGL1_HUMAN;ANGPTL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BPNT1_HUMAN;BPNT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DDAH2_HUMAN;DDAH2;124456.65;0.0;115804.08;0.0;0.0;95501.18;115466.96;112420.875
TXD12_HUMAN;TXNDC12;50685.562;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NOE2_HUMAN;OLFM2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYF2_HUMAN;SYF2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITGBL_HUMAN;ITGBL1;165618.5;359041.94;401401.84;393184.75;539163.4;660675.7;616626.06;615690.7
FBLN4_HUMAN;EFEMP2;269963.16;232796.97;180422.78;209313.36;273781.25;202428.47;268441.62;244972.98
SG1D2_HUMAN;SCGB1D2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RECK_HUMAN;RECK;72912.28;123347.414;98908.56;110588.6;146491.23;82468.445;136017.84;87208.94
MOC2B_HUMAN;MOCS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CYB5_HUMAN;CYB5A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ADH1B_HUMAN;ADH1B;0.0;0.0;0.0;0.0;0.0;68976.06;0.0;0.0
ADH1G_HUMAN;ADH1C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LDHA_HUMAN;LDHA;1241874.8;400172.53;600275.25;347716.8;615548.0;1393288.2;536219.3;1260101.2
AL1A1_HUMAN;ALDH1A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DHE3_HUMAN;GLUD1;67573.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NB5R3_HUMAN;CYB5R3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GSHR_HUMAN;GSR;149074.06;114782.195;124426.11;0.0;129804.57;156276.83;113786.26;123034.984
SODC_HUMAN;SOD1;388375.22;226755.8;320680.72;140549.56;290534.62;262021.89;290120.2;225059.83
CERU_HUMAN;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PNPH_HUMAN;PNP;80081.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HPRT_HUMAN;HPRT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AATM_HUMAN;GOT2;146600.9;74700.98;69771.984;0.0;0.0;72365.51;0.0;71633.625
EGFR_HUMAN;EGFR;0.0;0.0;50883.773;0.0;0.0;0.0;0.0;0.0
PGK1_HUMAN;PGK1;294863.47;179759.86;160241.88;151625.52;233708.23;274516.56;284195.5;408591.97
KAD1_HUMAN;AK1;122117.81;0.0;0.0;0.0;0.0;0.0;0.0;75755.5
THRB_HUMAN;F2;0.0;0.0;0.0;0.0;0.0;514640.38;361973.78;662595.94
HPT_HUMAN;HP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FA9_HUMAN;F9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FA10_HUMAN;F10;0.0;0.0;0.0;263714.6;0.0;0.0;0.0;0.0
CFAD_HUMAN;CFD;0.0;0.0;0.0;0.0;199223.52;0.0;294255.1;0.0
PLMN_HUMAN;PLG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UROK_HUMAN;PLAU;70315.24;272081.84;0.0;215412.77;0.0;33778.777;0.0;51338.504
TPA_HUMAN;PLAT;97837.945;138944.3;0.0;145241.81;150400.75;84204.61;158529.11;98302.945
ADA_HUMAN;ADA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANT3_HUMAN;SERPINC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
A1AT_HUMAN;SERPINA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AACT_HUMAN;SERPINA3;0.0;0.0;0.0;0.0;174301.4;102225.02;257704.77;155129.7
ANGT_HUMAN;AGT;345065.34;268001.62;107042.266;0.0;196279.8;0.0;0.0;0.0
A2MG_HUMAN;A2M;487246.47;393257.72;570815.0;254071.03;369057.44;216863.69;400760.12;325408.9
CO3_HUMAN;C3;64945.58;0.0;114803.13;0.0;177017.42;68545.6;164245.36;0.0
TIMP1_HUMAN;TIMP1;2.5779808E7;1.1915971E7;1.583955E7;1.5176478E7;1.0966201E7;1.0220675E7;1.1637963E7;1.9337168E7
CYTC_HUMAN;CST3;2064912.6;1590053.8;1845345.6;1764521.0;2021925.4;4094308.5;1946258.8;5468341.0
CYTN_HUMAN;CST1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CYTA_HUMAN;CSTA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KNG1_HUMAN;KNG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RASN_HUMAN;NRAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RASH_HUMAN;HRAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LDLR_HUMAN;LDLR;0.0;119437.84;0.0;119527.6;0.0;61974.594;134169.88;109646.72
TGFB1_HUMAN;TGFB1;101043.63;97716.07;0.0;114728.11;140313.56;81267.836;138145.36;128591.195
PENK_HUMAN;PENK;0.0;0.0;0.0;201411.86;0.0;0.0;0.0;0.0
PRL_HUMAN;PRL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGF2_HUMAN;IGF2;317768.66;424780.34;403722.2;466789.75;926931.4;1283424.0;1075065.1;2051710.4
IGJ_HUMAN;JCHAIN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KV320_HUMAN;IGKV3-20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PIGR_HUMAN;PIGR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGKC_HUMAN;IGKC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGHG1_HUMAN;IGHG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGHG4_HUMAN;IGHG4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGHA1_HUMAN;IGHA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HLAB_HUMAN;HLA-B;144587.72;106663.58;0.0;218478.05;0.0;0.0;0.0;0.0
HBAZ_HUMAN;HBZ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HBE_HUMAN;HBE1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO1A1_HUMAN;COL1A1;4185601.2;5427978.5;8840553.0;4353776.0;3066761.8;2978596.8;5202215.5;2027585.5
CO2A1_HUMAN;COL2A1;0.0;0.0;0.0;0.0;0.0;0.0;206206.28;0.0
CO3A1_HUMAN;COL3A1;371070.12;486550.1;440029.62;415878.4;627612.56;457059.44;751527.06;451575.12
CO4A1_HUMAN;COL4A1;0.0;143880.25;144935.72;107698.38;140355.22;61430.414;376642.6;0.0
CRYAB_HUMAN;CRYAB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C14_HUMAN;KRT14;282680.28;240461.03;393603.34;300361.78;467357.1;663406.1;363713.66;307003.6
K2C6A_HUMAN;KRT6A;73391.664;103855.31;103454.01;188898.31;147880.4;686947.06;132566.86;135038.12
LMNA_HUMAN;LMNA;2130671.0;314243.47;529570.6;292202.22;317057.5;965358.6;187777.64;410972.12
APOA1_HUMAN;APOA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APOE_HUMAN;APOE;0.0;0.0;0.0;0.0;118375.57;85259.67;0.0;113449.37
APOA2_HUMAN;APOA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APOC3_HUMAN;APOC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FIBA_HUMAN;FGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FIBB_HUMAN;FGB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FIBG_HUMAN;FGG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO9_HUMAN;C9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APOH_HUMAN;APOH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;181889.28
FINC_HUMAN;FN1;1.0218394E7;3744536.8;9968850.0;2973075.5;5355099.5;1.3509278E7;6662589.5;1.979254E7
RET4_HUMAN;RBP4;0.0;0.0;0.0;0.0;146284.22;0.0;0.0;0.0
FETUA_HUMAN;AHSG;977572.44;197594.25;868050.06;186186.8;514651.16;853410.75;475786.72;685374.5
ALBU_HUMAN;ALB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FETA_HUMAN;AFP;70942.79;0.0;144305.27;0.0;136280.1;0.0;163148.67;0.0
VTDB_HUMAN;GC;149637.81;0.0;224630.61;0.0;282427.2;91732.5;265648.62;130865.61
TFR1_HUMAN;TFRC;0.0;142836.05;99855.08;0.0;0.0;0.0;0.0;0.0
TRFE_HUMAN;TF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRFL_HUMAN;LTF;1892924.2;582624.0;3364430.2;436861.22;1149330.6;1705464.9;1154044.5;1460151.1
HEMO_HUMAN;HPX;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FRIL_HUMAN;FTL;51269.36;83017.836;95370.53;0.0;0.0;0.0;0.0;0.0
FRIH_HUMAN;FTH1;46761.793;111577.05;95543.66;0.0;0.0;0.0;0.0;0.0
MT2_HUMAN;MT2A;422640.56;333258.22;257972.08;216420.4;268114.47;1171021.8;384827.56;980303.1
ANGI_HUMAN;ANG;0.0;103846.78;0.0;0.0;101701.97;75806.95;129681.98;0.0
MMP1_HUMAN;MMP1;1799144.4;4844525.5;2223444.5;590576.94;250926.77;895379.3;463547.03;168739.08
SLPI_HUMAN;SLPI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VTNC_HUMAN;VTN;0.0;0.0;244158.67;0.0;0.0;0.0;0.0;0.0
CATA_HUMAN;CAT;57516.016;0.0;75386.16;0.0;0.0;0.0;0.0;0.0
GLCM_HUMAN;GBA;117647.414;176103.83;140796.56;130366.43;119113.16;0.0;132602.06;62528.785
FUCO_HUMAN;FUCA1;122218.33;263436.1;195823.16;141654.83;180544.28;0.0;175037.45;0.0
ALDOA_HUMAN;ALDOA;899904.94;312600.5;466872.12;249078.03;439280.6;1061088.0;372175.75;1100924.1
CYTB_HUMAN;CSTB;239973.83;0.0;127290.19;0.0;0.0;266446.44;0.0;253392.6
ANXA1_HUMAN;ANXA1;149413.97;165462.66;194154.75;132986.4;257212.47;123106.95;244277.61;128645.17
APOB_HUMAN;APOB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRIO_HUMAN;PRNP;230841.81;178687.47;236107.17;177712.86;261702.77;192744.2;251884.58;298842.44
SODM_HUMAN;SOD2;353397.44;134967.12;247253.69;112614.8;176038.31;152048.36;0.0;214072.56
OAT_HUMAN;OAT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KITH_HUMAN;TK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THY1_HUMAN;THY1;184490.42;266507.2;506256.25;206016.95;266605.5;0.0;350220.53;150761.39
K2C6B_HUMAN;KRT6B;150219.8;143836.66;201860.97;214772.28;283089.25;486026.34;191261.56;222661.03
K2C1_HUMAN;KRT1;3245424.8;1502660.5;4034793.2;2369537.5;2697615.0;5316826.5;2410110.8;3375760.2
SEMG1_HUMAN;SEMG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TBB4A_HUMAN;TUBB4A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
G3P_HUMAN;GAPDH;810409.25;195965.5;468099.34;163031.33;202631.97;292708.88;227231.44;317682.8
ARLY_HUMAN;ASL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HLAA_HUMAN;HLA-A;167555.2;180071.89;151071.6;157011.17;143321.98;128296.21;145119.25;167195.73
CPNS1_HUMAN;CAPNS1;167238.53;0.0;0.0;0.0;0.0;178051.17;136168.95;182395.8
MT1A_HUMAN;MT1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MT1E_HUMAN;MT1E;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MT1F_HUMAN;MT1F;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AMY1_HUMAN;AMY1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HSPB1_HUMAN;HSPB1;271344.47;111333.99;203437.11;124542.1;163719.53;150727.45;0.0;157529.14
RPN1_HUMAN;RPN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNAI2_HUMAN;GNAI2;0.0;0.0;182847.98;109517.24;0.0;0.0;0.0;0.0
H2A1B_HUMAN;H2AC4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AT1A1_HUMAN;ATP1A1;0.0;0.0;54665.734;0.0;0.0;0.0;0.0;0.0
A4_HUMAN;APP;94039.625;138466.62;471576.5;432775.47;319989.97;171662.61;356751.4;323566.72
ARGI1_HUMAN;ARG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APOD_HUMAN;APOD;0.0;0.0;0.0;0.0;539431.2;779322.44;596164.0;890347.9
ITB3_HUMAN;ITGB3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S10A8_HUMAN;S100A8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMGN1_HUMAN;HMGN1;0.0;0.0;99281.12;0.0;0.0;0.0;0.0;0.0
PAI2_HUMAN;SERPINB2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PAI1_HUMAN;SERPINE1;641799.94;738220.5;385185.44;755159.6;998720.0;1683890.9;1096697.5;2572392.8
ADT2_HUMAN;SLC25A5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IC1_HUMAN;SERPING1;107800.22;525647.2;185519.42;0.0;408281.38;158205.39;309851.1;0.0
CFAI_HUMAN;CFI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ISG15_HUMAN;ISG15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPBT_HUMAN;ALPL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IF2A_HUMAN;EIF2S1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMGN2_HUMAN;HMGN2;86787.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IL6_HUMAN;IL6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ICAM1_HUMAN;ICAM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RLA1_HUMAN;RPLP1;246887.36;0.0;141372.72;0.0;0.0;0.0;0.0;0.0
RLA2_HUMAN;RPLP2;313941.4;0.0;230873.44;84398.19;0.0;132449.7;0.0;172056.0
RLA0_HUMAN;RPLP0;157057.19;0.0;100616.26;0.0;0.0;88467.984;0.0;83758.44
7B2_HUMAN;SCG5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FABPH_HUMAN;FABP3;507976.84;121980.18;127992.36;103763.516;148484.88;136603.06;130834.164;232299.66
TETN_HUMAN;CLEC3B;0.0;0.0;113581.55;0.0;224093.88;0.0;268624.72;0.0
LA_HUMAN;SSB;30258.184;0.0;0.0;0.0;0.0;106373.49;0.0;0.0
THBG_HUMAN;SERPINA7;0.0;0.0;0.0;0.0;203652.17;0.0;0.0;0.0
HEP2_HUMAN;SERPIND1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KPCB_HUMAN;PRKCB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C18_HUMAN;KRT18;0.0;0.0;0.0;0.0;0.0;686398.75;0.0;0.0
K2C8_HUMAN;KRT8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MYL1_HUMAN;MYL1;44415.727;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO5A2_HUMAN;COL5A2;114142.586;225467.52;242687.47;209557.9;249895.05;112175.766;345892.3;0.0
DCUP_HUMAN;UROD;0.0;0.0;0.0;0.0;0.0;31650.316;0.0;0.0
CHLE_HUMAN;BCHE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AGAL_HUMAN;GLA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GELS_HUMAN;GSN;823273.56;491006.44;479882.22;474616.84;860189.94;993400.8;907834.44;1026071.94
PTMA_HUMAN;PTMA;0.0;0.0;0.0;157737.27;0.0;0.0;0.0;0.0
CDK1_HUMAN;CDK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATPB_HUMAN;ATP5F1B;47919.23;0.0;0.0;0.0;0.0;57252.242;0.0;0.0
CO2_HUMAN;C2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S10A9_HUMAN;S100A9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S10A6_HUMAN;S100A6;427890.28;0.0;0.0;0.0;130380.77;449726.78;77100.16;422934.28
IF4E_HUMAN;EIF4E;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENOA_HUMAN;ENO1;2420900.2;796844.0;1342913.6;589079.4;889592.44;1461750.1;1015451.0;1921430.8
PYGL_HUMAN;PYGL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NPM_HUMAN;NPM1;108358.84;0.0;122802.64;0.0;0.0;98423.79;0.0;49685.96
ITAV_HUMAN;ITGAV;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LIPL_HUMAN;LPL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HEXA_HUMAN;HEXA;830042.56;714964.3;717229.7;614568.94;605660.8;302087.6;611859.3;516558.4
H2B1J_HUMAN;H2BC11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GDN_HUMAN;SERPINE2;351160.25;547463.3;208782.45;327778.03;303892.0;150975.28;427776.97;125743.29
HYEP_HUMAN;EPHX1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACBP_HUMAN;DBI;215842.78;159544.84;212452.33;119099.13;162444.78;194440.55;189166.47;196642.3
LDHB_HUMAN;LDHB;582535.4;214948.5;341571.5;184940.86;299149.47;525726.4;267122.03;580867.9
PROS_HUMAN;PROS1;70400.914;0.0;282477.34;400583.0;364542.62;424578.66;355555.75;520039.38
PDIA1_HUMAN;P4HB;501599.3;372759.22;530005.1;379629.2;382428.78;485229.1;406133.97;507935.62
H10_HUMAN;H1-0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACYP1_HUMAN;ACYP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CATD_HUMAN;CTSD;728896.7;560159.0;739002.6;623901.0;547498.5;334518.53;736060.8;745325.3
ANXA2_HUMAN;ANXA2;553654.06;410845.2;866645.94;341263.16;540480.4;577128.3;620544.06;721827.4
CAN1_HUMAN;CAPN1;125762.484;0.0;98820.586;0.0;117938.58;111746.984;88742.42;83448.164
TBB5_HUMAN;TUBB;239165.17;0.0;169599.06;123362.04;0.0;118462.04;0.0;81279.016
PGS2_HUMAN;DCN;3531463.2;2500638.0;4427126.5;2969102.8;3816844.5;4292015.5;4029473.2;3329769.5
SAP_HUMAN;PSAP;4684678.0;1710529.6;3370648.8;1863480.4;1808101.8;2752616.2;1612570.8;5866033.5
HEXB_HUMAN;HEXB;628545.7;555684.5;867702.4;415983.2;460829.0;377039.25;476488.25;747288.1
CATL1_HUMAN;CTSL;1483445.4;1656271.0;1275900.4;738232.9;732768.5;1121217.4;766226.7;1641892.5
PROF1_HUMAN;PFN1;1510290.4;537453.6;727575.7;350779.47;502773.88;936518.4;556010.8;1317302.2
APT_HUMAN;APRT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYEP_HUMAN;EPRS1;39195.617;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CATB_HUMAN;CTSB;8490064.0;4144254.5;5149354.0;3023957.5;4308970.5;6461112.0;4163676.8;9859454.0
HS90A_HUMAN;HSP90AA1;144865.0;0.0;246046.33;173229.12;143289.88;132667.95;0.0;0.0
GALT_HUMAN;GALT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HNRPC_HUMAN;HNRNPC;106470.38;0.0;79664.375;0.0;0.0;52327.28;0.0;0.0
LAMB1_HUMAN;LAMB1;210581.95;530161.6;375779.06;396210.47;424666.3;287902.4;489755.47;208157.81
FUMH_HUMAN;FH;153314.72;0.0;0.0;0.0;0.0;89459.22;0.0;72163.8
TSP1_HUMAN;THBS1;441715.5;613179.94;1454890.1;553751.75;376089.7;268142.28;667737.2;354034.12
CO1A2_HUMAN;COL1A2;3648209.5;4747903.0;6422828.0;4003623.8;2656324.5;2504720.0;4518108.5;1409765.5
ANXA6_HUMAN;ANXA6;105783.41;0.0;184761.67;0.0;0.0;0.0;0.0;0.0
DAF_HUMAN;CD55;0.0;97912.64;0.0;92127.445;0.0;0.0;0.0;77631.62
4F2_HUMAN;SLC3A2;48164.348;121534.734;113387.29;111142.53;0.0;0.0;102925.92;87751.13
BGLR_HUMAN;GUSB;56037.33;117418.21;85425.53;104120.15;134372.67;0.0;0.0;38380.03
PFKAM_HUMAN;PFKM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HS90B_HUMAN;HSP90AB1;367451.38;0.0;532255.8;276371.3;299549.53;158732.05;220032.94;130546.81
SRPRA_HUMAN;SRPRA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ASNS_HUMAN;ASNS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MMP2_HUMAN;MMP2;1.6931794E7;8881924.0;1.1783381E7;5889575.5;4772009.0;6971953.5;3552346.8;9656872.0
MMP3_HUMAN;MMP3;62945.227;262419.34;0.0;181896.64;134114.17;0.0;0.0;0.0
SODE_HUMAN;SOD3;847930.0;477282.8;647294.9;575667.25;355960.8;0.0;233222.06;70291.02
HEM3_HUMAN;HMBS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NEP_HUMAN;MME;105942.6;0.0;135878.72;133341.03;0.0;0.0;0.0;99685.38
INHBA_HUMAN;INHBA;81066.945;139019.02;161856.0;155388.61;248192.12;141158.94;280816.84;154539.22
MGP_HUMAN;MGP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CD14_HUMAN;CD14;59320.383;126281.14;0.0;100865.055;300841.4;0.0;288001.53;195595.6
CO4A2_HUMAN;COL4A2;94924.67;244783.66;247627.06;189482.3;126100.33;118853.88;415657.1;112919.54
MET_HUMAN;MET;0.0;120882.67;0.0;0.0;0.0;0.0;104335.05;0.0
TRFM_HUMAN;MELTF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CFAH_HUMAN;CFH;168180.86;460932.62;345145.78;393342.0;642762.5;431517.5;730992.2;399545.4
ITA5_HUMAN;ITGA5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VIME_HUMAN;VIM;1.1726601E7;1338835.0;2960732.5;1683545.2;1533287.2;8649704.0;1839817.8;9746147.0
A2AP_HUMAN;SERPINF2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS17_HUMAN;RPS17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C19_HUMAN;KRT19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K2C7_HUMAN;KRT7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNAI3_HUMAN;GNAI3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANXA5_HUMAN;ANXA5;135965.86;124588.414;196268.73;106258.52;0.0;65165.246;0.0;65549.39
