Protein.ID;Gene;DPSCs_c_12 MaxLFQ Intensity;DPSCs_c_16 MaxLFQ Intensity;DPSCs_c_23 MaxLFQ Intensity;DPSCs_c_38 MaxLFQ Intensity;DPSCs_d_12 MaxLFQ Intensity;DPSCs_d_16 MaxLFQ Intensity;DPSCs_d_23 MaxLFQ Intensity;DPSCs_d_38 MaxLFQ Intensity
LETM1_HUMAN;LETM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EPN2_HUMAN;EPN2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNX4_HUMAN;SNX4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GOSR1_HUMAN;GOSR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VAPB_HUMAN;VAPB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNAPN_HUMAN;SNAPIN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MPZL1_HUMAN;MPZL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FKBP9_HUMAN;FKBP9;0.0;139962.72;0.0;86120.96;0.0;0.0;0.0;0.0
6PGL_HUMAN;PGLS;187281.97;186549.55;198970.17;105627.9;189962.67;186932.2;0.0;202023.52
ATG7_HUMAN;ATG7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IPO7_HUMAN;IPO7;0.0;0.0;49695.06;0.0;0.0;0.0;0.0;0.0
CCN4_HUMAN;CCN4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AGM1_HUMAN;PGM3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TNF6B_HUMAN;TNFRSF6B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BRI3_HUMAN;BRI3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AHSA1_HUMAN;AHSA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATS2_HUMAN;ADAMTS2;0.0;0.0;0.0;0.0;128330.22;0.0;0.0;0.0
PSMG1_HUMAN;PSMG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
G6PE_HUMAN;H6PD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SC24A_HUMAN;SEC24A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SC24B_HUMAN;SEC24B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VNN1_HUMAN;VNN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ETHE1_HUMAN;ETHE1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STABP_HUMAN;STAMBP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NET1_HUMAN;NTN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FSTL3_HUMAN;FSTL3;0.0;0.0;0.0;0.0;139964.97;0.0;0.0;0.0
K2C75_HUMAN;KRT75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OXSR1_HUMAN;OXSR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LSM8_HUMAN;LSM8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AP2A1_HUMAN;AP2A1;68992.234;63640.11;98724.99;0.0;0.0;67947.3;0.0;0.0
STAU1_HUMAN;STAU1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BAG2_HUMAN;BAG2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BAG3_HUMAN;BAG3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75651.56
AIFM1_HUMAN;AIFM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EMAL2_HUMAN;EML2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNA14_HUMAN;GNA14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANGL1_HUMAN;ANGPTL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BPNT1_HUMAN;BPNT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DDAH2_HUMAN;DDAH2;134172.55;98670.0;133471.97;108765.89;136724.67;102323.305;0.0;0.0
TXD12_HUMAN;TXNDC12;0.0;79230.08;49187.75;0.0;0.0;64033.457;0.0;0.0
NOE2_HUMAN;OLFM2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64342.24
SYF2_HUMAN;SYF2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITGBL_HUMAN;ITGBL1;313741.0;408445.72;290343.47;349606.2;744803.3;103784.14;110745.56;0.0
FBLN4_HUMAN;EFEMP2;209615.03;332746.2;262136.61;121541.46;253596.98;486180.38;538531.56;221782.17
SG1D2_HUMAN;SCGB1D2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RECK_HUMAN;RECK;80239.16;81696.67;72246.664;0.0;115751.945;92630.3;0.0;0.0
MOC2B_HUMAN;MOCS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CYB5_HUMAN;CYB5A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ADH1B_HUMAN;ADH1B;0.0;0.0;0.0;0.0;0.0;67984.375;0.0;0.0
ADH1G_HUMAN;ADH1C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LDHA_HUMAN;LDHA;978488.94;897389.94;1043545.06;345446.6;646263.56;1507495.0;780872.56;1820940.0
AL1A1_HUMAN;ALDH1A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DHE3_HUMAN;GLUD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NB5R3_HUMAN;CYB5R3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GSHR_HUMAN;GSR;156380.62;131748.12;147973.92;84707.95;158074.52;149521.64;118714.33;164469.48
SODC_HUMAN;SOD1;362849.62;437098.56;470187.75;216075.17;341169.6;213140.16;200376.39;209033.27
CERU_HUMAN;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PNPH_HUMAN;PNP;0.0;77310.03;0.0;0.0;0.0;84766.89;0.0;85684.69
HPRT_HUMAN;HPRT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AATM_HUMAN;GOT2;78062.26;84831.375;99951.414;0.0;0.0;93290.72;0.0;72197.77
EGFR_HUMAN;EGFR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PGK1_HUMAN;PGK1;255513.48;247033.98;340560.97;129461.31;288280.88;389618.4;277185.16;237215.6
KAD1_HUMAN;AK1;156716.97;0.0;91832.37;0.0;0.0;82485.414;0.0;0.0
THRB_HUMAN;F2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HPT_HUMAN;HP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FA9_HUMAN;F9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FA10_HUMAN;F10;215404.89;363481.94;266088.78;0.0;284375.97;93790.21;305169.3;0.0
CFAD_HUMAN;CFD;0.0;0.0;0.0;81693.02;375579.25;0.0;193949.3;336456.56
PLMN_HUMAN;PLG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UROK_HUMAN;PLAU;83308.0;143636.16;90638.836;77227.11;0.0;83779.34;0.0;319402.6
TPA_HUMAN;PLAT;0.0;0.0;44411.094;0.0;0.0;78038.2;0.0;98743.68
ADA_HUMAN;ADA;0.0;0.0;0.0;79185.03;0.0;0.0;0.0;0.0
ANT3_HUMAN;SERPINC1;0.0;0.0;0.0;0.0;0.0;0.0;462118.9;0.0
A1AT_HUMAN;SERPINA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AACT_HUMAN;SERPINA3;0.0;148327.98;112165.69;0.0;0.0;341472.28;597642.5;192464.81
ANGT_HUMAN;AGT;451792.06;210791.66;74563.99;0.0;219184.3;176199.25;0.0;0.0
A2MG_HUMAN;A2M;1098799.2;491578.28;748957.3;485174.94;839488.2;1035272.6;2173785.2;1249089.2
CO3_HUMAN;C3;220339.55;137722.97;108927.2;0.0;265420.88;257568.6;292693.25;138642.55
TIMP1_HUMAN;TIMP1;2.6196912E7;2.337876E7;2.2662026E7;3356974.0;1.5382228E7;7411613.5;8542558.0;4555508.0
CYTC_HUMAN;CST3;2345603.0;2665889.5;1702904.2;1642450.9;2949189.2;3779025.8;3208397.0;3462062.2
CYTN_HUMAN;CST1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CYTA_HUMAN;CSTA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KNG1_HUMAN;KNG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RASN_HUMAN;NRAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RASH_HUMAN;HRAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LDLR_HUMAN;LDLR;0.0;86675.85;47406.75;91649.9;0.0;133195.73;0.0;0.0
TGFB1_HUMAN;TGFB1;129928.35;100376.94;85395.06;86610.78;0.0;0.0;0.0;173594.22
PENK_HUMAN;PENK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRL_HUMAN;PRL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGF2_HUMAN;IGF2;354022.34;839059.0;99424.62;315804.97;1542264.0;1722673.4;1849395.9;1741938.9
IGJ_HUMAN;JCHAIN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KV320_HUMAN;IGKV3-20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PIGR_HUMAN;PIGR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGKC_HUMAN;IGKC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGHG1_HUMAN;IGHG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGHG4_HUMAN;IGHG4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGHA1_HUMAN;IGHA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HLAB_HUMAN;HLA-B;237447.34;0.0;142260.06;0.0;167563.8;0.0;0.0;0.0
HBAZ_HUMAN;HBZ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HBE_HUMAN;HBE1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO1A1_HUMAN;COL1A1;7756065.0;6132288.5;6457986.0;6520829.5;5642532.0;2802579.8;4484455.0;4430445.5
CO2A1_HUMAN;COL2A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO3A1_HUMAN;COL3A1;501129.34;550814.94;460095.7;719860.94;1072433.0;522939.94;703889.6;729308.4
CO4A1_HUMAN;COL4A1;82349.914;66274.88;67207.78;294894.16;195123.38;0.0;0.0;86496.77
CRYAB_HUMAN;CRYAB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C14_HUMAN;KRT14;227797.75;281042.0;383950.22;292440.56;378045.47;796287.6;627675.94;393609.06
K2C6A_HUMAN;KRT6A;0.0;71832.29;79491.84;95314.25;0.0;258895.19;158789.52;115765.57
LMNA_HUMAN;LMNA;1303606.9;599633.0;1325244.0;248767.89;500699.5;529496.9;558410.9;856655.6
APOA1_HUMAN;APOA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APOE_HUMAN;APOE;0.0;92289.66;89455.24;162901.86;141315.67;139669.77;337893.44;551901.4
APOA2_HUMAN;APOA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APOC3_HUMAN;APOC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FIBA_HUMAN;FGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FIBB_HUMAN;FGB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FIBG_HUMAN;FGG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO9_HUMAN;C9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APOH_HUMAN;APOH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FINC_HUMAN;FN1;7359953.5;7951160.5;1.2667197E7;3683281.0;1.0189339E7;1.0749258E7;1.9327388E7;5880563.0
RET4_HUMAN;RBP4;201672.98;0.0;87979.36;0.0;279188.6;0.0;0.0;0.0
FETUA_HUMAN;AHSG;3153332.0;610517.1;1493274.9;563892.1;2124962.5;266090.78;685241.4;173903.73
ALBU_HUMAN;ALB;0.0;0.0;2.5864864E7;0.0;0.0;0.0;0.0;0.0
FETA_HUMAN;AFP;309286.47;0.0;152803.94;84104.516;260670.14;101612.164;395367.56;151952.39
VTDB_HUMAN;GC;421766.22;135259.83;207228.97;179340.39;453774.3;0.0;172024.33;0.0
TFR1_HUMAN;TFRC;0.0;78696.85;56814.25;0.0;0.0;107676.98;0.0;0.0
TRFE_HUMAN;TF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRFL_HUMAN;LTF;6808620.0;2402688.0;3685189.0;948651.1;4449328.5;1536678.4;4932253.5;1877136.5
HEMO_HUMAN;HPX;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FRIL_HUMAN;FTL;0.0;0.0;111509.34;0.0;0.0;0.0;0.0;0.0
FRIH_HUMAN;FTH1;0.0;73824.51;87417.31;0.0;0.0;0.0;0.0;0.0
MT2_HUMAN;MT2A;348228.06;716101.7;645251.6;338740.88;431506.1;313651.38;414885.72;118388.04
ANGI_HUMAN;ANG;0.0;63041.3;59281.633;0.0;174544.4;0.0;165984.5;0.0
MMP1_HUMAN;MMP1;815313.9;385588.88;1684236.2;82134.33;0.0;0.0;0.0;88203.45
SLPI_HUMAN;SLPI;0.0;0.0;0.0;0.0;122693.336;0.0;0.0;0.0
VTNC_HUMAN;VTN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CATA_HUMAN;CAT;0.0;0.0;82377.59;0.0;0.0;93817.016;0.0;76689.82
GLCM_HUMAN;GBA;147914.16;57232.094;147142.27;0.0;128115.1;95226.086;115534.914;56079.156
FUCO_HUMAN;FUCA1;164570.23;228724.72;120980.16;78273.01;213733.62;205198.52;0.0;80754.125
ALDOA_HUMAN;ALDOA;724388.94;937793.2;863085.94;328150.4;497532.16;1342543.6;621019.25;1110002.1
CYTB_HUMAN;CSTB;159070.86;194513.84;143162.02;143456.56;156259.2;315479.38;181159.81;209621.98
ANXA1_HUMAN;ANXA1;133124.97;162494.2;202195.56;0.0;202839.73;259809.1;256435.17;161675.78
APOB_HUMAN;APOB;76128.19;0.0;0.0;0.0;95953.6;0.0;143665.8;0.0
PRIO_HUMAN;PRNP;0.0;308113.94;223927.97;0.0;202860.53;99274.98;0.0;0.0
SODM_HUMAN;SOD2;242069.17;171469.33;216081.47;87251.414;221148.4;199264.34;156980.81;156144.08
OAT_HUMAN;OAT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KITH_HUMAN;TK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THY1_HUMAN;THY1;184024.72;133884.8;365429.78;74321.63;307998.4;0.0;367332.72;92778.31
K2C6B_HUMAN;KRT6B;0.0;116691.34;138330.69;114903.79;215280.17;332478.28;292439.75;150104.67
K2C1_HUMAN;KRT1;1728404.9;2978635.2;4087030.0;2799189.0;2878645.5;9538703.0;5649392.0;4455947.0
SEMG1_HUMAN;SEMG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TBB4A_HUMAN;TUBB4A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
G3P_HUMAN;GAPDH;441846.0;286103.7;515985.53;131398.94;169523.23;512999.53;326419.16;476690.47
ARLY_HUMAN;ASL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HLAA_HUMAN;HLA-A;187226.0;139857.67;135297.12;120770.016;183825.97;149341.66;0.0;184316.66
CPNS1_HUMAN;CAPNS1;115571.56;112629.34;132990.38;0.0;0.0;127682.79;122994.71;80773.836
MT1A_HUMAN;MT1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MT1E_HUMAN;MT1E;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MT1F_HUMAN;MT1F;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AMY1_HUMAN;AMY1A;0.0;0.0;0.0;0.0;0.0;0.0;99123.73;71930.766
HSPB1_HUMAN;HSPB1;193411.02;145631.62;226754.3;0.0;172976.86;223552.84;163388.69;259315.6
RPN1_HUMAN;RPN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNAI2_HUMAN;GNAI2;0.0;0.0;91188.83;0.0;0.0;0.0;0.0;0.0
H2A1B_HUMAN;H2AC4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AT1A1_HUMAN;ATP1A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
A4_HUMAN;APP;382300.16;250065.9;313049.6;189672.98;464663.03;242377.33;474419.8;138488.42
ARGI1_HUMAN;ARG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APOD_HUMAN;APOD;0.0;0.0;0.0;0.0;557586.25;239253.02;731418.3;328012.88
ITB3_HUMAN;ITGB3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S10A8_HUMAN;S100A8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMGN1_HUMAN;HMGN1;0.0;129588.21;0.0;0.0;0.0;0.0;0.0;72596.07
PAI2_HUMAN;SERPINB2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PAI1_HUMAN;SERPINE1;593071.9;668568.75;577570.56;256187.66;450360.88;1590721.6;1408046.5;2651643.8
ADT2_HUMAN;SLC25A5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IC1_HUMAN;SERPING1;0.0;302795.78;378773.9;227893.52;249877.08;507810.84;608105.1;376696.53
CFAI_HUMAN;CFI;0.0;204186.2;261687.12;0.0;0.0;96942.625;0.0;0.0
ISG15_HUMAN;ISG15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPBT_HUMAN;ALPL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IF2A_HUMAN;EIF2S1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMGN2_HUMAN;HMGN2;0.0;0.0;159509.44;0.0;0.0;0.0;0.0;0.0
IL6_HUMAN;IL6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ICAM1_HUMAN;ICAM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RLA1_HUMAN;RPLP1;243203.98;0.0;245894.48;0.0;0.0;0.0;0.0;0.0
RLA2_HUMAN;RPLP2;311561.22;149183.44;304312.6;108672.81;116514.33;223856.06;151545.19;145955.97
RLA0_HUMAN;RPLP0;136386.08;101848.65;132127.58;68570.03;0.0;102695.51;0.0;55843.777
7B2_HUMAN;SCG5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FABPH_HUMAN;FABP3;245489.98;0.0;150045.55;0.0;143891.86;0.0;0.0;0.0
TETN_HUMAN;CLEC3B;143969.16;102722.39;73633.42;403935.4;405046.56;77454.4;237331.94;215307.56
LA_HUMAN;SSB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THBG_HUMAN;SERPINA7;271964.53;0.0;0.0;0.0;300570.03;0.0;220669.92;0.0
HEP2_HUMAN;SERPIND1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KPCB_HUMAN;PRKCB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C18_HUMAN;KRT18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K2C8_HUMAN;KRT8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MYL1_HUMAN;MYL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO5A2_HUMAN;COL5A2;201944.8;221965.31;176372.72;256895.33;307862.47;128677.02;236312.77;205438.73
DCUP_HUMAN;UROD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CHLE_HUMAN;BCHE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AGAL_HUMAN;GLA;0.0;0.0;0.0;0.0;0.0;50682.16;0.0;0.0
GELS_HUMAN;GSN;794484.75;518590.4;686523.8;386817.34;2187212.2;872412.56;1646997.8;1494489.4
PTMA_HUMAN;PTMA;0.0;263769.4;426942.2;0.0;0.0;0.0;0.0;0.0
CDK1_HUMAN;CDK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATPB_HUMAN;ATP5F1B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO2_HUMAN;C2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S10A9_HUMAN;S100A9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42550.723
S10A6_HUMAN;S100A6;256671.83;266692.3;65458.344;0.0;0.0;385042.75;0.0;0.0
IF4E_HUMAN;EIF4E;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENOA_HUMAN;ENO1;2085579.8;2286559.5;2334518.0;850512.9;1134657.1;1955675.0;1360242.8;1358150.0
PYGL_HUMAN;PYGL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NPM_HUMAN;NPM1;260415.66;123910.09;232149.02;79086.62;128212.64;116206.81;116643.05;173649.06
ITAV_HUMAN;ITGAV;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LIPL_HUMAN;LPL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HEXA_HUMAN;HEXA;983349.94;762009.44;873387.1;325678.75;777885.7;770815.75;702355.44;641305.44
H2B1J_HUMAN;H2BC11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GDN_HUMAN;SERPINE2;329847.16;134241.78;139171.84;83008.66;340315.06;124670.47;157012.69;155812.64
HYEP_HUMAN;EPHX1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACBP_HUMAN;DBI;201108.81;203488.33;307041.38;124232.8;180087.39;238484.22;195138.75;148827.61
LDHB_HUMAN;LDHB;410224.97;585148.75;558462.4;283203.53;340275.9;673680.2;465962.4;882026.44
PROS_HUMAN;PROS1;310150.62;304227.47;269941.97;263906.88;515979.97;691263.06;583923.25;215842.45
PDIA1_HUMAN;P4HB;526107.1;683337.2;618993.2;325744.22;391850.47;636559.06;487098.12;412289.9
H10_HUMAN;H1-0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACYP1_HUMAN;ACYP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CATD_HUMAN;CTSD;896850.06;847483.3;748984.56;391131.1;785219.75;870596.44;486122.3;1188732.8
ANXA2_HUMAN;ANXA2;466959.06;672488.4;841333.1;202409.52;772984.8;1103148.8;791337.1;556409.9
CAN1_HUMAN;CAPN1;113042.44;86898.805;104639.65;0.0;0.0;142615.83;115783.695;106145.414
TBB5_HUMAN;TUBB;173992.84;120416.63;206053.47;0.0;0.0;141700.62;0.0;84686.31
PGS2_HUMAN;DCN;3914666.0;4074156.8;4934253.0;1561683.4;5392569.0;6971207.5;8787170.0;4044532.5
SAP_HUMAN;PSAP;4028723.5;3983204.2;3571993.0;1214803.4;2313036.2;3372552.2;2265967.2;2616692.2
HEXB_HUMAN;HEXB;776764.44;885878.3;726545.06;331672.1;708022.3;776502.06;667381.6;712834.2
CATL1_HUMAN;CTSL;1151612.5;1692835.8;1204318.2;953170.94;894542.75;1144656.5;689703.94;956068.56
PROF1_HUMAN;PFN1;1272297.9;1099290.1;1289410.1;527046.8;698895.7;1516184.0;927872.56;932651.5
APT_HUMAN;APRT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYEP_HUMAN;EPRS1;0.0;0.0;42216.848;0.0;0.0;0.0;0.0;52402.695
CATB_HUMAN;CTSB;5592358.5;6930120.0;3431883.5;2616029.8;4258237.0;6522315.0;2676894.0;4415626.0
HS90A_HUMAN;HSP90AA1;406631.28;204495.6;343947.44;119172.28;179120.42;292046.62;251737.88;132834.75
GALT_HUMAN;GALT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HNRPC_HUMAN;HNRNPC;160246.45;62666.99;125986.18;0.0;0.0;0.0;0.0;67301.26
LAMB1_HUMAN;LAMB1;339797.16;1188436.8;569952.7;486343.7;484012.3;626398.94;819876.8;325706.38
FUMH_HUMAN;FH;137454.89;0.0;123395.086;73028.586;0.0;93168.73;0.0;178896.48
TSP1_HUMAN;THBS1;475470.53;501705.28;549924.4;487113.7;320233.03;382541.72;411615.4;528619.1
CO1A2_HUMAN;COL1A2;8241089.0;6567736.5;4044063.8;5138265.5;6126052.5;2147557.8;4857591.5;5224295.5
ANXA6_HUMAN;ANXA6;0.0;116595.29;126232.47;78842.46;0.0;69810.445;0.0;0.0
DAF_HUMAN;CD55;63285.168;71671.93;0.0;57875.52;0.0;0.0;0.0;0.0
4F2_HUMAN;SLC3A2;66002.2;51151.695;82502.484;0.0;0.0;0.0;0.0;0.0
BGLR_HUMAN;GUSB;65915.76;81940.21;68432.58;72949.82;134476.6;0.0;0.0;41328.023
PFKAM_HUMAN;PFKM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HS90B_HUMAN;HSP90AB1;817849.56;458714.1;723345.6;194292.02;367555.75;631629.94;583961.44;203581.77
SRPRA_HUMAN;SRPRA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ASNS_HUMAN;ASNS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MMP2_HUMAN;MMP2;1.6374525E7;1.1096944E7;1.5969462E7;2827264.2;8403696.0;4277849.0;5585549.5;2626969.8
MMP3_HUMAN;MMP3;0.0;95980.39;0.0;0.0;0.0;0.0;0.0;0.0
SODE_HUMAN;SOD3;1018092.56;627537.56;827762.0;469284.78;685984.9;393785.44;578017.75;0.0
HEM3_HUMAN;HMBS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NEP_HUMAN;MME;0.0;0.0;104066.35;0.0;0.0;0.0;0.0;0.0
INHBA_HUMAN;INHBA;107615.5;230070.27;125823.35;131347.62;224178.05;121063.97;179149.98;97687.51
MGP_HUMAN;MGP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CD14_HUMAN;CD14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO4A2_HUMAN;COL4A2;173996.34;121379.766;143628.77;259239.52;241334.92;90888.54;114857.805;342840.03
MET_HUMAN;MET;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRFM_HUMAN;MELTF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CFAH_HUMAN;CFH;305915.06;614831.94;447298.4;398544.78;996492.5;557396.25;1017885.1;513276.53
ITA5_HUMAN;ITGA5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VIME_HUMAN;VIM;8386193.5;3946923.8;6416563.0;1063912.0;2789508.5;6349493.5;4065097.5;5604099.0
A2AP_HUMAN;SERPINF2;256733.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS17_HUMAN;RPS17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C19_HUMAN;KRT19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K2C7_HUMAN;KRT7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNAI3_HUMAN;GNAI3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANXA5_HUMAN;ANXA5;68912.695;157255.47;126290.02;78635.66;0.0;95741.1;0.0;70869.83
