Protein.ID;Gene;Umb_c_1002 MaxLFQ Intensity;Umb_c_11 MaxLFQ Intensity;Umb_c_203 MaxLFQ Intensity;Umb_c_62 MaxLFQ Intensity;Umb_d_1002 MaxLFQ Intensity;Umb_d_11 MaxLFQ Intensity;Umb_d_203 MaxLFQ Intensity;Umb_d_62 MaxLFQ Intensity
EPN2_HUMAN;EPN2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNX4_HUMAN;SNX4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GOSR1_HUMAN;GOSR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VAPB_HUMAN;VAPB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNAPN_HUMAN;SNAPIN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MPZL1_HUMAN;MPZL1;0.0;59980.312;40508.566;0.0;0.0;0.0;0.0;0.0
FKBP9_HUMAN;FKBP9;75341.9;102634.17;57171.094;0.0;0.0;118616.62;56909.47;67001.32
6PGL_HUMAN;PGLS;138927.28;113915.336;160682.47;126642.69;111666.16;131551.92;211854.9;158418.67
ATG7_HUMAN;ATG7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IPO7_HUMAN;IPO7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CCN4_HUMAN;CCN4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AGM1_HUMAN;PGM3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88819.5
TNF6B_HUMAN;TNFRSF6B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BRI3_HUMAN;BRI3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AHSA1_HUMAN;AHSA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATS2_HUMAN;ADAMTS2;0.0;0.0;0.0;0.0;107344.22;0.0;0.0;93943.73
PSMG1_HUMAN;PSMG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
G6PE_HUMAN;H6PD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SC24A_HUMAN;SEC24A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SC24B_HUMAN;SEC24B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VNN1_HUMAN;VNN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ETHE1_HUMAN;ETHE1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STABP_HUMAN;STAMBP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NET1_HUMAN;NTN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FSTL3_HUMAN;FSTL3;55578.76;0.0;92404.61;0.0;144726.67;0.0;120786.63;0.0
K2C75_HUMAN;KRT75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OXSR1_HUMAN;OXSR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LSM8_HUMAN;LSM8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AP2A1_HUMAN;AP2A1;58455.86;0.0;69341.03;0.0;0.0;0.0;73166.6;61953.348
STAU1_HUMAN;STAU1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BAG2_HUMAN;BAG2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BAG3_HUMAN;BAG3;53434.562;0.0;0.0;57517.742;0.0;0.0;0.0;74943.3
AIFM1_HUMAN;AIFM1;0.0;0.0;37252.223;0.0;0.0;0.0;0.0;60042.88
EMAL2_HUMAN;EML2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNA14_HUMAN;GNA14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANGL1_HUMAN;ANGPTL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BPNT1_HUMAN;BPNT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DDAH2_HUMAN;DDAH2;0.0;0.0;87274.23;0.0;0.0;0.0;82473.64;0.0
TXD12_HUMAN;TXNDC12;0.0;114959.35;54100.332;0.0;0.0;96360.22;57591.195;62304.816
NOE2_HUMAN;OLFM2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYF2_HUMAN;SYF2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITGBL_HUMAN;ITGBL1;0.0;0.0;152083.86;0.0;0.0;0.0;274376.94;0.0
FBLN4_HUMAN;EFEMP2;171678.33;0.0;59414.344;95957.75;157793.67;129010.12;142489.08;251868.1
SG1D2_HUMAN;SCGB1D2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RECK_HUMAN;RECK;0.0;0.0;0.0;0.0;0.0;0.0;49995.44;0.0
MOC2B_HUMAN;MOCS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CYB5_HUMAN;CYB5A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ADH1B_HUMAN;ADH1B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ADH1G_HUMAN;ADH1C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LDHA_HUMAN;LDHA;645686.56;541032.9;788099.94;671762.0;484029.12;794473.06;1462977.0;2165099.2
AL1A1_HUMAN;ALDH1A1;0.0;0.0;0.0;0.0;110593.75;0.0;65421.7;0.0
DHE3_HUMAN;GLUD1;81277.87;0.0;77713.21;0.0;0.0;0.0;98388.82;115572.766
NB5R3_HUMAN;CYB5R3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GSHR_HUMAN;GSR;158336.47;132891.08;177637.55;126466.445;82155.28;153069.44;280006.97;115624.34
SODC_HUMAN;SOD1;124527.484;237848.95;259471.22;158080.02;159803.69;162928.03;255416.22;161703.36
CERU_HUMAN;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PNPH_HUMAN;PNP;91793.99;0.0;138517.84;114469.79;0.0;0.0;141703.67;108799.52
HPRT_HUMAN;HPRT1;0.0;58253.594;71310.375;0.0;0.0;0.0;65029.555;0.0
AATM_HUMAN;GOT2;125933.76;118373.57;134074.39;163823.58;0.0;84363.41;142917.27;192981.23
EGFR_HUMAN;EGFR;0.0;60606.574;0.0;0.0;0.0;0.0;0.0;0.0
PGK1_HUMAN;PGK1;306790.5;159950.9;247061.44;260462.92;210783.17;263009.16;594020.8;853015.2
KAD1_HUMAN;AK1;92565.516;0.0;0.0;0.0;0.0;0.0;76076.414;69094.56
THRB_HUMAN;F2;0.0;0.0;0.0;0.0;0.0;0.0;702286.1;472037.0
HPT_HUMAN;HP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FA9_HUMAN;F9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FA10_HUMAN;F10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CFAD_HUMAN;CFD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PLMN_HUMAN;PLG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UROK_HUMAN;PLAU;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TPA_HUMAN;PLAT;77245.83;74399.0;93956.14;75806.42;0.0;0.0;137281.95;105909.016
ADA_HUMAN;ADA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANT3_HUMAN;SERPINC1;0.0;0.0;224306.55;0.0;0.0;0.0;214310.73;144173.55
A1AT_HUMAN;SERPINA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AACT_HUMAN;SERPINA3;117449.05;0.0;0.0;112317.98;465758.78;198091.52;128028.414;953342.75
ANGT_HUMAN;AGT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
A2MG_HUMAN;A2M;1786226.6;492302.94;664300.3;654426.44;257190.36;634990.2;854898.0;1782747.6
CO3_HUMAN;C3;225528.08;150159.75;195781.66;334037.44;306940.2;404730.84;308573.03;1332990.6
TIMP1_HUMAN;TIMP1;3233526.5;831228.0;4821382.5;1418851.0;9415124.0;2070988.8;1.5496125E7;9601016.0
CYTC_HUMAN;CST3;1270247.2;948248.5;1020531.25;1032038.75;1598755.6;1437365.1;1726010.2;1480890.6
CYTN_HUMAN;CST1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CYTA_HUMAN;CSTA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KNG1_HUMAN;KNG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RASN_HUMAN;NRAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RASH_HUMAN;HRAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LDLR_HUMAN;LDLR;0.0;92595.53;81268.234;141987.72;0.0;123711.266;75774.52;100833.97
TGFB1_HUMAN;TGFB1;88495.05;0.0;0.0;82272.16;69863.97;81872.234;57922.203;0.0
PENK_HUMAN;PENK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRL_HUMAN;PRL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGF2_HUMAN;IGF2;0.0;0.0;0.0;0.0;113308.47;0.0;0.0;282247.66
IGJ_HUMAN;JCHAIN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KV320_HUMAN;IGKV3-20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PIGR_HUMAN;PIGR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGKC_HUMAN;IGKC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGHG1_HUMAN;IGHG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGHG4_HUMAN;IGHG4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGHA1_HUMAN;IGHA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HLAB_HUMAN;HLA-B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138195.28
HBAZ_HUMAN;HBZ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HBE_HUMAN;HBE1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO1A1_HUMAN;COL1A1;1.2665556E7;9205252.0;2562868.8;9868769.0;4337042.0;8627515.0;2533928.5;4419908.5
CO2A1_HUMAN;COL2A1;0.0;885376.1;0.0;0.0;0.0;0.0;0.0;0.0
CO3A1_HUMAN;COL3A1;1790785.8;1500303.0;720193.8;1381586.5;1878299.9;2646177.2;1527506.1;1829563.1
CO4A1_HUMAN;COL4A1;759273.25;137116.36;213042.73;219628.16;441513.47;168445.98;267583.06;312226.28
CRYAB_HUMAN;CRYAB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C14_HUMAN;KRT14;277808.97;265755.47;237400.77;262429.72;204117.58;290282.44;296165.03;286708.66
K2C6A_HUMAN;KRT6A;121232.89;85147.67;86367.88;99266.87;88996.45;96257.51;100227.68;88001.7
LMNA_HUMAN;LMNA;649465.0;201616.86;123473.75;217214.02;111297.68;155130.94;135171.44;128192.305
APOA1_HUMAN;APOA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APOE_HUMAN;APOE;0.0;0.0;0.0;0.0;66187.94;0.0;0.0;0.0
APOA2_HUMAN;APOA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APOC3_HUMAN;APOC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FIBA_HUMAN;FGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FIBB_HUMAN;FGB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FIBG_HUMAN;FGG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO9_HUMAN;C9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APOH_HUMAN;APOH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FINC_HUMAN;FN1;5218467.5;3258740.5;2841548.0;4796169.0;3825940.0;3164434.0;4387561.5;8431491.0
RET4_HUMAN;RBP4;0.0;0.0;0.0;0.0;0.0;0.0;56820.297;0.0
FETUA_HUMAN;AHSG;930547.8;0.0;291069.56;0.0;226125.7;0.0;1034268.3;258311.88
ALBU_HUMAN;ALB;73126.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FETA_HUMAN;AFP;163974.42;0.0;109931.88;0.0;108222.19;119863.51;132769.72;106862.71
VTDB_HUMAN;GC;194601.73;0.0;136137.03;0.0;121313.03;0.0;186382.33;0.0
TFR1_HUMAN;TFRC;0.0;114909.8;76859.53;64156.723;116101.734;104491.22;65251.84;100256.98
TRFE_HUMAN;TF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRFL_HUMAN;LTF;5216729.0;669274.9;1850516.6;586423.9;924405.5;830533.06;2546551.5;2310872.5
HEMO_HUMAN;HPX;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FRIL_HUMAN;FTL;0.0;0.0;63225.445;0.0;84217.91;0.0;67481.195;119698.84
FRIH_HUMAN;FTH1;0.0;103051.086;162647.97;0.0;0.0;0.0;105603.64;104362.234
MT2_HUMAN;MT2A;212509.45;0.0;1491535.8;208555.14;273078.53;170434.17;1890678.6;125056.516
ANGI_HUMAN;ANG;0.0;0.0;0.0;0.0;81782.27;0.0;44966.465;0.0
MMP1_HUMAN;MMP1;459756.53;425258.47;3172554.0;0.0;0.0;155244.73;989697.94;0.0
SLPI_HUMAN;SLPI;0.0;0.0;0.0;0.0;161531.45;0.0;0.0;0.0
VTNC_HUMAN;VTN;0.0;0.0;0.0;0.0;232501.5;0.0;0.0;0.0
CATA_HUMAN;CAT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GLCM_HUMAN;GBA;104953.0;87984.27;0.0;81463.34;80866.05;91058.85;70391.01;101738.19
FUCO_HUMAN;FUCA1;0.0;120358.61;72849.24;41347.883;0.0;70380.87;0.0;126794.24
ALDOA_HUMAN;ALDOA;1013026.5;473392.47;744886.2;984140.3;346203.75;583069.94;1204437.8;1332642.1
CYTB_HUMAN;CSTB;238107.44;264392.84;373522.2;227645.86;118081.586;203785.89;441921.7;313291.16
ANXA1_HUMAN;ANXA1;159165.3;262079.38;198713.55;209342.22;161299.11;233210.81;317790.94;188637.53
APOB_HUMAN;APOB;81948.695;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRIO_HUMAN;PRNP;0.0;0.0;0.0;0.0;0.0;0.0;146125.86;0.0
SODM_HUMAN;SOD2;703656.56;335826.75;661548.2;970892.9;214217.28;906732.7;1795670.1;3947867.8
OAT_HUMAN;OAT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KITH_HUMAN;TK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THY1_HUMAN;THY1;351181.12;681067.94;505513.72;225975.73;177231.97;233416.69;221424.25;309956.88
K2C6B_HUMAN;KRT6B;179663.33;128282.1;103451.164;124440.5;99356.42;147899.88;136700.1;149156.52
K2C1_HUMAN;KRT1;2610480.8;2474237.8;2562870.2;2736663.8;1396178.6;3088667.8;3418819.5;3233647.5
SEMG1_HUMAN;SEMG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TBB4A_HUMAN;TUBB4A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
G3P_HUMAN;GAPDH;814815.6;381513.22;614206.2;254261.98;182166.48;289624.75;809537.25;773080.4
ARLY_HUMAN;ASL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HLAA_HUMAN;HLA-A;152670.4;162137.48;90273.01;130446.0;78650.01;132931.8;85495.37;153780.6
CPNS1_HUMAN;CAPNS1;78776.13;0.0;0.0;0.0;0.0;0.0;101393.84;0.0
MT1A_HUMAN;MT1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MT1E_HUMAN;MT1E;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MT1F_HUMAN;MT1F;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AMY1_HUMAN;AMY1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HSPB1_HUMAN;HSPB1;194836.84;177706.95;142836.1;170194.98;157222.78;229769.25;324500.06;343728.5
RPN1_HUMAN;RPN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNAI2_HUMAN;GNAI2;158865.7;347482.44;87141.664;167375.52;0.0;0.0;71376.13;95914.17
H2A1B_HUMAN;H2AC4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AT1A1_HUMAN;ATP1A1;0.0;116989.23;0.0;82625.68;0.0;61343.395;0.0;0.0
A4_HUMAN;APP;432739.03;367716.97;185305.53;363303.62;318461.72;438366.28;336614.3;390666.66
ARGI1_HUMAN;ARG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APOD_HUMAN;APOD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITB3_HUMAN;ITGB3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S10A8_HUMAN;S100A8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMGN1_HUMAN;HMGN1;0.0;205346.25;122621.27;0.0;0.0;0.0;0.0;0.0
PAI2_HUMAN;SERPINB2;0.0;132872.88;137687.8;140198.1;0.0;141676.66;89833.75;87929.305
PAI1_HUMAN;SERPINE1;1271907.4;2925931.0;2793710.5;3792649.0;519252.72;2501585.0;2063754.0;4536824.5
ADT2_HUMAN;SLC25A5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IC1_HUMAN;SERPING1;0.0;240986.0;0.0;0.0;77297.64;129366.32;0.0;0.0
CFAI_HUMAN;CFI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ISG15_HUMAN;ISG15;0.0;0.0;132749.52;66148.195;0.0;0.0;96110.1;0.0
PPBT_HUMAN;ALPL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IF2A_HUMAN;EIF2S1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMGN2_HUMAN;HMGN2;0.0;0.0;45549.49;0.0;0.0;0.0;0.0;0.0
IL6_HUMAN;IL6;74155.164;0.0;184692.53;400941.2;0.0;53150.09;177634.89;81809.375
ICAM1_HUMAN;ICAM1;0.0;170993.77;135169.62;169527.67;0.0;0.0;105407.61;132179.08
RLA1_HUMAN;RPLP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RLA2_HUMAN;RPLP2;291631.78;144841.58;92490.9;210428.19;0.0;0.0;103383.27;188179.39
RLA0_HUMAN;RPLP0;115068.75;0.0;71621.72;110291.836;0.0;0.0;69581.914;88790.805
7B2_HUMAN;SCG5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FABPH_HUMAN;FABP3;0.0;0.0;54295.734;0.0;0.0;0.0;0.0;42639.855
TETN_HUMAN;CLEC3B;0.0;0.0;0.0;0.0;0.0;0.0;83267.414;0.0
LA_HUMAN;SSB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THBG_HUMAN;SERPINA7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HEP2_HUMAN;SERPIND1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KPCB_HUMAN;PRKCB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C18_HUMAN;KRT18;3352692.0;1156463.1;463277.47;1708057.5;686689.1;0.0;744479.5;1985032.8
K2C8_HUMAN;KRT8;569001.3;199072.55;104782.47;397639.53;149958.0;162898.48;125445.984;340500.84
MYL1_HUMAN;MYL1;58015.414;0.0;0.0;0.0;0.0;0.0;0.0;56675.11
CO5A2_HUMAN;COL5A2;507239.84;321190.62;169360.83;315488.9;286827.25;407623.1;212820.19;215372.52
DCUP_HUMAN;UROD;0.0;0.0;38990.24;0.0;0.0;0.0;0.0;0.0
CHLE_HUMAN;BCHE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AGAL_HUMAN;GLA;0.0;0.0;0.0;70164.8;63022.664;0.0;50714.203;95215.445
GELS_HUMAN;GSN;400860.34;263375.25;222995.23;304415.7;287719.03;291958.88;326849.34;397428.7
PTMA_HUMAN;PTMA;0.0;429654.3;0.0;0.0;0.0;333797.38;0.0;0.0
CDK1_HUMAN;CDK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATPB_HUMAN;ATP5F1B;56026.89;0.0;100144.12;0.0;0.0;0.0;56799.258;91722.16
CO2_HUMAN;C2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S10A9_HUMAN;S100A9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S10A6_HUMAN;S100A6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IF4E_HUMAN;EIF4E;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENOA_HUMAN;ENO1;1759193.5;1496450.4;1719770.5;1723275.5;895085.9;1431003.9;2721869.0;2377830.5
PYGL_HUMAN;PYGL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NPM_HUMAN;NPM1;192309.0;92561.164;81715.61;0.0;0.0;0.0;0.0;0.0
ITAV_HUMAN;ITGAV;66659.57;90784.805;70756.07;52975.26;43513.73;87579.31;60250.223;0.0
LIPL_HUMAN;LPL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HEXA_HUMAN;HEXA;301472.6;246857.27;153800.03;197095.66;457052.2;237611.67;230801.9;587323.3
H2B1J_HUMAN;H2BC11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GDN_HUMAN;SERPINE2;594644.1;337294.1;225956.2;419155.3;344095.47;987414.8;984161.1;1466377.1
HYEP_HUMAN;EPHX1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACBP_HUMAN;DBI;126889.45;140356.4;125217.1;112748.54;94410.14;173844.39;133596.42;139798.73
LDHB_HUMAN;LDHB;511002.5;522518.56;574713.4;559498.3;225636.9;453641.0;546813.1;647051.1
PROS_HUMAN;PROS1;0.0;105027.17;0.0;73296.03;166274.98;104771.92;74351.53;132047.25
PDIA1_HUMAN;P4HB;731727.56;607681.4;605332.4;543805.3;396328.62;866370.8;849048.44;1539166.2
H10_HUMAN;H1-0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACYP1_HUMAN;ACYP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CATD_HUMAN;CTSD;252167.84;215329.73;130073.95;232595.8;349231.94;262571.06;277604.56;579605.94
ANXA2_HUMAN;ANXA2;540884.06;884901.06;641038.9;605021.7;419330.16;543922.44;848641.3;486199.0
CAN1_HUMAN;CAPN1;151163.69;90668.39;63598.4;77351.984;0.0;0.0;76140.24;70448.695
TBB5_HUMAN;TUBB;120148.48;132468.17;78050.72;130739.05;0.0;130474.37;109509.13;104434.73
PGS2_HUMAN;DCN;1259942.0;693536.3;782990.44;530810.3;5152954.0;3413356.8;6098131.0;9795956.0
SAP_HUMAN;PSAP;974032.9;547536.8;456357.94;807489.7;1151256.5;889409.1;1210667.6;2194052.8
HEXB_HUMAN;HEXB;255209.28;352227.75;304538.25;316327.56;267905.12;239732.31;313602.25;404838.62
CATL1_HUMAN;CTSL;442752.8;578841.3;899797.5;530246.4;970289.5;645877.6;1046183.44;648633.06
PROF1_HUMAN;PFN1;1255295.8;1043374.5;1190202.4;1740244.9;392664.78;820838.1;1484328.6;1257430.2
APT_HUMAN;APRT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYEP_HUMAN;EPRS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CATB_HUMAN;CTSB;1149118.6;818883.56;1931915.8;483749.9;1654201.1;1196353.1;2130562.8;995591.25
HS90A_HUMAN;HSP90AA1;344349.03;198112.16;101393.41;259948.08;0.0;0.0;0.0;0.0
GALT_HUMAN;GALT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HNRPC_HUMAN;HNRNPC;127840.766;79447.945;42432.094;65581.35;0.0;0.0;0.0;0.0
LAMB1_HUMAN;LAMB1;212753.77;236844.36;173813.25;157357.53;386616.97;298917.66;145848.3;147080.14
FUMH_HUMAN;FH;101104.18;0.0;95101.14;101948.586;0.0;0.0;89760.94;98816.35
TSP1_HUMAN;THBS1;697360.2;605703.0;377712.16;1253613.0;486357.72;655048.1;350623.94;950660.25
CO1A2_HUMAN;COL1A2;6839542.0;3642702.5;1107144.6;5207845.0;2494360.8;4294044.0;1355110.1;4050349.2
ANXA6_HUMAN;ANXA6;150593.02;194065.12;144036.38;143580.39;110502.02;95096.82;122116.06;111100.5
DAF_HUMAN;CD55;0.0;0.0;65789.63;0.0;95490.31;0.0;84346.39;0.0
4F2_HUMAN;SLC3A2;70825.38;160500.2;79360.77;97952.26;96137.9;89391.695;77590.51;65828.31
BGLR_HUMAN;GUSB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PFKAM_HUMAN;PFKM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HS90B_HUMAN;HSP90AB1;877222.0;445468.03;191356.0;594837.25;167075.28;218500.03;116858.695;139035.12
SRPRA_HUMAN;SRPRA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ASNS_HUMAN;ASNS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MMP2_HUMAN;MMP2;1733862.6;1095449.5;2125119.5;1912963.9;3154576.5;1539662.9;4026133.8;2645379.2
MMP3_HUMAN;MMP3;0.0;0.0;128812.91;61307.074;0.0;0.0;0.0;0.0
SODE_HUMAN;SOD3;0.0;80271.0;0.0;0.0;0.0;142316.86;0.0;209765.66
HEM3_HUMAN;HMBS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NEP_HUMAN;MME;0.0;77847.43;85708.055;0.0;109430.93;137868.52;115416.65;122532.98
INHBA_HUMAN;INHBA;193163.39;85243.75;152791.22;176487.6;139517.23;229904.08;129675.195;190732.94
MGP_HUMAN;MGP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CD14_HUMAN;CD14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO4A2_HUMAN;COL4A2;1451141.5;762458.5;203467.47;1272620.9;596415.1;815129.1;335758.44;1038245.06
MET_HUMAN;MET;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRFM_HUMAN;MELTF;0.0;84021.36;0.0;0.0;116065.05;119577.47;56854.355;0.0
CFAH_HUMAN;CFH;259485.92;305835.62;189429.53;409036.16;632157.56;412502.44;292643.3;428555.7
ITA5_HUMAN;ITGA5;0.0;143279.02;65005.13;81568.56;0.0;0.0;0.0;82210.3
VIME_HUMAN;VIM;2131989.0;1145901.4;647633.3;2046223.9;680498.56;815693.06;1359465.8;2932739.5
A2AP_HUMAN;SERPINF2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS17_HUMAN;RPS17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C19_HUMAN;KRT19;280486.28;88586.414;0.0;116499.35;71148.0;0.0;0.0;68487.586
K2C7_HUMAN;KRT7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNAI3_HUMAN;GNAI3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANXA5_HUMAN;ANXA5;157810.3;260153.4;198441.17;146177.05;83961.71;140493.11;240179.28;149471.69
K1C16_HUMAN;KRT16;161345.44;168700.25;149354.62;169449.69;118156.83;171157.23;164400.31;147508.16
