Protein.ID;Gene;Ad_c_111 MaxLFQ Intensity;Ad_c_138 MaxLFQ Intensity;Ad_c_31 MaxLFQ Intensity;Ad_c_45 MaxLFQ Intensity;Ad_dif_111 MaxLFQ Intensity;Ad_dif_138 MaxLFQ Intensity;Ad_dif_31 MaxLFQ Intensity;Ad_dif_45 MaxLFQ Intensity
GOSR1_HUMAN;GOSR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VAPB_HUMAN;VAPB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNAPN_HUMAN;SNAPIN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MPZL1_HUMAN;MPZL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FKBP9_HUMAN;FKBP9;156200.0;89873.47;118702.15;109907.31;85718.74;65249.098;83399.57;118917.32
6PGL_HUMAN;PGLS;129933.164;83902.95;63698.496;93844.836;185282.23;317457.66;256782.19;232247.48
ATG7_HUMAN;ATG7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IPO7_HUMAN;IPO7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CCN4_HUMAN;CCN4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AGM1_HUMAN;PGM3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TNF6B_HUMAN;TNFRSF6B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BRI3_HUMAN;BRI3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AHSA1_HUMAN;AHSA1;0.0;0.0;0.0;0.0;0.0;36309.76;30593.889;45705.34
ATS2_HUMAN;ADAMTS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSMG1_HUMAN;PSMG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
G6PE_HUMAN;H6PD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SC24A_HUMAN;SEC24A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SC24B_HUMAN;SEC24B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VNN1_HUMAN;VNN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ETHE1_HUMAN;ETHE1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STABP_HUMAN;STAMBP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NET1_HUMAN;NTN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FSTL3_HUMAN;FSTL3;0.0;0.0;0.0;0.0;72853.016;42194.645;55580.934;54871.027
K2C75_HUMAN;KRT75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OXSR1_HUMAN;OXSR1;0.0;0.0;0.0;0.0;0.0;46031.285;37441.54;47015.906
LSM8_HUMAN;LSM8;0.0;0.0;53997.914;0.0;0.0;79088.08;67065.086;64467.637
AP2A1_HUMAN;AP2A1;0.0;0.0;0.0;0.0;87112.81;85697.445;65996.18;89974.41
STAU1_HUMAN;STAU1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BAG2_HUMAN;BAG2;0.0;0.0;0.0;0.0;0.0;34815.668;31796.162;37418.1
BAG3_HUMAN;BAG3;0.0;0.0;0.0;0.0;0.0;0.0;41550.27;0.0
AIFM1_HUMAN;AIFM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EMAL2_HUMAN;EML2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNA14_HUMAN;GNA14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANGL1_HUMAN;ANGPTL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BPNT1_HUMAN;BPNT1;0.0;0.0;0.0;0.0;0.0;52199.395;0.0;84736.65
DDAH2_HUMAN;DDAH2;56035.98;44703.67;0.0;68071.56;78713.34;165536.36;167145.0;128376.555
TXD12_HUMAN;TXNDC12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NOE2_HUMAN;OLFM2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYF2_HUMAN;SYF2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITGBL_HUMAN;ITGBL1;84533.625;0.0;0.0;97882.09;270905.75;64416.61;67383.97;136326.38
FBLN4_HUMAN;EFEMP2;101323.66;120327.15;74042.125;146714.33;134295.2;105226.12;125537.914;147841.03
SG1D2_HUMAN;SCGB1D2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RECK_HUMAN;RECK;106627.93;0.0;0.0;71933.24;122689.49;86249.45;68568.85;91546.27
MOC2B_HUMAN;MOCS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CYB5_HUMAN;CYB5A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ADH1B_HUMAN;ADH1B;0.0;0.0;0.0;0.0;69168.51;464796.25;363287.38;373571.7
ADH1G_HUMAN;ADH1C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LDHA_HUMAN;LDHA;109549.12;76770.73;162439.34;78762.76;259945.19;362583.4;404872.2;524368.44
AL1A1_HUMAN;ALDH1A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DHE3_HUMAN;GLUD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NB5R3_HUMAN;CYB5R3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GSHR_HUMAN;GSR;0.0;0.0;0.0;0.0;0.0;51026.383;43558.95;71057.5
SODC_HUMAN;SOD1;80461.27;59722.727;0.0;84234.734;217001.05;253019.16;331067.22;228286.9
CERU_HUMAN;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PNPH_HUMAN;PNP;75706.07;0.0;48701.203;0.0;57818.44;137284.9;97923.47;119819.8
HPRT_HUMAN;HPRT1;0.0;0.0;0.0;0.0;0.0;57175.844;0.0;81632.76
AATM_HUMAN;GOT2;53819.035;0.0;0.0;0.0;51485.832;0.0;0.0;0.0
EGFR_HUMAN;EGFR;0.0;0.0;0.0;0.0;0.0;41536.88;0.0;0.0
PGK1_HUMAN;PGK1;74353.97;0.0;0.0;0.0;113519.234;218361.33;211161.77;130847.81
KAD1_HUMAN;AK1;0.0;0.0;0.0;0.0;0.0;87321.164;74201.53;69698.71
THRB_HUMAN;F2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HPT_HUMAN;HP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FA9_HUMAN;F9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FA10_HUMAN;F10;0.0;0.0;0.0;0.0;0.0;111803.28;121253.664;0.0
CFAD_HUMAN;CFD;200271.97;163340.19;201971.28;136397.56;2733438.2;648457.56;1570861.8;387501.84
PLMN_HUMAN;PLG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UROK_HUMAN;PLAU;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TPA_HUMAN;PLAT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ADA_HUMAN;ADA;0.0;0.0;0.0;0.0;0.0;44444.344;0.0;29709.197
ANT3_HUMAN;SERPINC1;121161.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0
A1AT_HUMAN;SERPINA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AACT_HUMAN;SERPINA3;110906.38;0.0;119154.47;79362.32;122424.64;95624.61;280891.25;124296.766
ANGT_HUMAN;AGT;0.0;0.0;92374.16;0.0;0.0;73038.42;0.0;0.0
A2MG_HUMAN;A2M;0.0;0.0;0.0;0.0;0.0;207962.03;310509.75;187849.62
CO3_HUMAN;C3;0.0;0.0;0.0;0.0;0.0;42953.91;96194.29;81360.914
TIMP1_HUMAN;TIMP1;6699682.5;7101781.0;3854856.8;1.1148964E7;1.1450314E7;1.0160494E7;9814395.0;8207402.0
CYTC_HUMAN;CST3;1741706.9;1156314.0;841300.8;1813268.9;3911334.5;2378954.8;2630444.0;1720710.0
CYTN_HUMAN;CST1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CYTA_HUMAN;CSTA;73758.67;0.0;0.0;0.0;0.0;38314.406;0.0;56849.67
KNG1_HUMAN;KNG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RASN_HUMAN;NRAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RASH_HUMAN;HRAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LDLR_HUMAN;LDLR;0.0;0.0;0.0;0.0;70939.57;0.0;0.0;51486.383
TGFB1_HUMAN;TGFB1;0.0;0.0;0.0;0.0;0.0;0.0;40022.844;0.0
PENK_HUMAN;PENK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRL_HUMAN;PRL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGF2_HUMAN;IGF2;0.0;0.0;0.0;0.0;101000.9;0.0;186340.45;59063.777
IGJ_HUMAN;JCHAIN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KV320_HUMAN;IGKV3-20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PIGR_HUMAN;PIGR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGKC_HUMAN;IGKC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGHG1_HUMAN;IGHG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGHG4_HUMAN;IGHG4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGHA1_HUMAN;IGHA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HLAB_HUMAN;HLA-B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HBAZ_HUMAN;HBZ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HBE_HUMAN;HBE1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO1A1_HUMAN;COL1A1;5755838.0;3222694.8;1221010.2;5197074.0;6305722.0;3004201.8;2564513.5;2061718.0
CO2A1_HUMAN;COL2A1;0.0;207051.14;0.0;226844.58;0.0;43777.83;0.0;0.0
CO3A1_HUMAN;COL3A1;891435.7;505334.66;295809.16;533438.44;736043.5;355331.66;256124.52;218125.33
CO4A1_HUMAN;COL4A1;97190.11;0.0;76573.14;95867.69;215226.77;85426.2;185444.02;79368.92
CRYAB_HUMAN;CRYAB;0.0;0.0;0.0;0.0;67195.03;118828.07;159172.02;104261.34
K1C14_HUMAN;KRT14;311858.38;159618.55;206361.47;194737.27;322255.38;249102.78;430057.47;405674.34
K2C6A_HUMAN;KRT6A;86864.734;100322.945;64809.605;77316.43;77414.86;47692.96;288860.22;209735.7
LMNA_HUMAN;LMNA;110319.48;166444.61;165453.19;133676.81;127224.664;73376.57;80951.63;78557.18
APOA1_HUMAN;APOA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APOE_HUMAN;APOE;0.0;0.0;0.0;0.0;73741.17;0.0;142844.1;0.0
APOA2_HUMAN;APOA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APOC3_HUMAN;APOC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FIBA_HUMAN;FGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FIBB_HUMAN;FGB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FIBG_HUMAN;FGG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO9_HUMAN;C9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APOH_HUMAN;APOH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FINC_HUMAN;FN1;5748696.5;3048374.0;2457544.0;6763296.0;1.5808325E7;6573059.0;8016305.5;7520411.5
RET4_HUMAN;RBP4;0.0;0.0;173079.02;0.0;58174.11;68742.766;672613.25;0.0
FETUA_HUMAN;AHSG;0.0;73307.695;0.0;85149.266;264607.56;113062.11;234694.28;167616.06
ALBU_HUMAN;ALB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42589.594
FETA_HUMAN;AFP;0.0;0.0;0.0;0.0;0.0;99453.29;113514.97;77557.85
VTDB_HUMAN;GC;0.0;0.0;0.0;0.0;0.0;90639.234;124082.7;107411.88
TFR1_HUMAN;TFRC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRFE_HUMAN;TF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRFL_HUMAN;LTF;0.0;0.0;140107.9;153370.42;707079.4;539631.75;981904.44;442655.66
HEMO_HUMAN;HPX;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FRIL_HUMAN;FTL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FRIH_HUMAN;FTH1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MT2_HUMAN;MT2A;0.0;0.0;0.0;0.0;561382.4;1001357.5;1145532.9;301921.38
ANGI_HUMAN;ANG;0.0;0.0;0.0;0.0;129435.25;58989.047;82842.56;0.0
MMP1_HUMAN;MMP1;104006.68;100365.1;0.0;0.0;0.0;0.0;0.0;0.0
SLPI_HUMAN;SLPI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VTNC_HUMAN;VTN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CATA_HUMAN;CAT;46912.984;0.0;0.0;0.0;0.0;0.0;0.0;45407.78
GLCM_HUMAN;GBA;82959.31;0.0;0.0;61157.242;0.0;66429.945;62109.95;94983.83
FUCO_HUMAN;FUCA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ALDOA_HUMAN;ALDOA;157795.27;116513.54;219822.17;111859.92;168312.97;323566.9;337731.25;316548.5
CYTB_HUMAN;CSTB;110796.42;0.0;0.0;0.0;149450.23;288528.22;230102.66;207111.06
ANXA1_HUMAN;ANXA1;0.0;0.0;0.0;0.0;0.0;61688.434;0.0;86051.18
APOB_HUMAN;APOB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRIO_HUMAN;PRNP;0.0;0.0;0.0;0.0;120279.6;58906.375;65072.67;0.0
SODM_HUMAN;SOD2;250389.64;118417.28;68916.58;112126.445;197371.67;213067.62;261718.45;141483.22
OAT_HUMAN;OAT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KITH_HUMAN;TK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THY1_HUMAN;THY1;172053.1;196095.62;0.0;203621.22;192175.34;226324.16;130676.836;229864.88
K2C6B_HUMAN;KRT6B;155825.92;117382.266;0.0;107637.6;182375.64;90568.625;380541.7;351626.94
K2C1_HUMAN;KRT1;2909475.8;2404369.8;2760389.2;1589320.1;3528693.5;2773143.8;3275635.2;3450916.5
SEMG1_HUMAN;SEMG1;52565.633;68173.1;87951.64;97880.28;80076.0;70656.47;0.0;0.0
TBB4A_HUMAN;TUBB4A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
G3P_HUMAN;GAPDH;237281.6;103428.5;227056.36;150878.02;135054.6;292579.84;298665.38;186588.23
ARLY_HUMAN;ASL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HLAA_HUMAN;HLA-A;64847.43;0.0;0.0;0.0;87005.164;73356.164;65146.848;56003.8
CPNS1_HUMAN;CAPNS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MT1A_HUMAN;MT1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MT1E_HUMAN;MT1E;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MT1F_HUMAN;MT1F;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AMY1_HUMAN;AMY1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HSPB1_HUMAN;HSPB1;154231.53;93167.836;109664.164;161520.6;286019.03;1230857.1;978870.94;627620.5
RPN1_HUMAN;RPN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNAI2_HUMAN;GNAI2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
H2A1B_HUMAN;H2AC4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AT1A1_HUMAN;ATP1A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
A4_HUMAN;APP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARGI1_HUMAN;ARG1;67851.89;0.0;0.0;0.0;34638.836;0.0;0.0;39520.887
APOD_HUMAN;APOD;73742.41;303170.44;168756.58;136943.03;5078860.0;1755100.0;2301426.2;1460270.2
ITB3_HUMAN;ITGB3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S10A8_HUMAN;S100A8;287423.5;0.0;60300.605;0.0;0.0;0.0;0.0;70259.52
HMGN1_HUMAN;HMGN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PAI2_HUMAN;SERPINB2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PAI1_HUMAN;SERPINE1;2381771.2;358445.88;198002.0;745886.06;2770564.2;1564368.4;1089273.5;1652810.8
ADT2_HUMAN;SLC25A5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IC1_HUMAN;SERPING1;982452.94;645147.44;1619616.2;956139.56;4186084.0;2354245.0;4176141.0;1995911.2
CFAI_HUMAN;CFI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ISG15_HUMAN;ISG15;0.0;0.0;0.0;0.0;0.0;90151.19;59173.46;75336.31
PPBT_HUMAN;ALPL;0.0;0.0;0.0;0.0;55346.92;34641.35;49008.875;60939.71
IF2A_HUMAN;EIF2S1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMGN2_HUMAN;HMGN2;0.0;0.0;0.0;0.0;0.0;87692.18;70943.95;0.0
IL6_HUMAN;IL6;75499.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ICAM1_HUMAN;ICAM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RLA1_HUMAN;RPLP1;59137.277;116563.57;97336.914;111205.55;87781.73;0.0;0.0;84448.195
RLA2_HUMAN;RPLP2;74225.38;81707.92;132334.92;131779.33;0.0;64930.54;0.0;0.0
RLA0_HUMAN;RPLP0;61266.535;0.0;0.0;0.0;72345.41;0.0;0.0;0.0
7B2_HUMAN;SCG5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FABPH_HUMAN;FABP3;0.0;0.0;0.0;0.0;79054.04;93725.836;90362.36;74332.33
TETN_HUMAN;CLEC3B;259389.73;373940.16;861724.7;501264.2;791920.5;269050.88;522888.5;350000.84
LA_HUMAN;SSB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THBG_HUMAN;SERPINA7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HEP2_HUMAN;SERPIND1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KPCB_HUMAN;PRKCB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C18_HUMAN;KRT18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K2C8_HUMAN;KRT8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MYL1_HUMAN;MYL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO5A2_HUMAN;COL5A2;301677.84;157478.61;0.0;213243.44;304886.6;134449.92;118720.445;135969.66
DCUP_HUMAN;UROD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CHLE_HUMAN;BCHE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AGAL_HUMAN;GLA;0.0;0.0;0.0;0.0;0.0;0.0;37363.96;0.0
GELS_HUMAN;GSN;260769.05;185434.39;423941.62;318275.97;950205.9;508915.44;1043294.1;392443.5
PTMA_HUMAN;PTMA;46624.688;0.0;119509.03;0.0;0.0;0.0;0.0;0.0
CDK1_HUMAN;CDK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATPB_HUMAN;ATP5F1B;73022.59;67762.85;39366.37;0.0;0.0;0.0;0.0;0.0
CO2_HUMAN;C2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S10A9_HUMAN;S100A9;280815.2;0.0;0.0;0.0;94911.98;56438.223;67091.91;70473.79
S10A6_HUMAN;S100A6;179930.69;440451.2;486717.94;233594.2;86240.01;152977.53;135499.0;138391.31
IF4E_HUMAN;EIF4E;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENOA_HUMAN;ENO1;242696.53;181908.14;623564.9;248242.69;316127.0;539244.6;604270.25;384568.62
PYGL_HUMAN;PYGL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NPM_HUMAN;NPM1;114826.61;0.0;112009.14;0.0;0.0;0.0;0.0;0.0
ITAV_HUMAN;ITGAV;41090.836;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LIPL_HUMAN;LPL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HEXA_HUMAN;HEXA;133364.05;0.0;0.0;112904.51;147066.33;89627.49;100424.85;121850.164
H2B1J_HUMAN;H2BC11;85684.586;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GDN_HUMAN;SERPINE2;334773.16;148587.44;128587.89;603207.06;597522.6;920348.6;586019.7;1167730.9
HYEP_HUMAN;EPHX1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACBP_HUMAN;DBI;0.0;0.0;0.0;0.0;143447.53;156407.7;163531.0;125049.99
LDHB_HUMAN;LDHB;81294.88;0.0;62271.81;0.0;94286.02;98985.46;95806.4;138282.58
PROS_HUMAN;PROS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;340792.4
PDIA1_HUMAN;P4HB;64697.23;0.0;0.0;99577.44;66322.65;0.0;0.0;87659.22
H10_HUMAN;H1-0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACYP1_HUMAN;ACYP1;0.0;0.0;0.0;0.0;0.0;56806.207;51327.8;48715.445
CATD_HUMAN;CTSD;168529.66;0.0;0.0;148313.42;182408.11;181012.69;154861.58;140979.33
ANXA2_HUMAN;ANXA2;94958.914;0.0;0.0;0.0;113959.25;233500.06;204825.17;282229.8
CAN1_HUMAN;CAPN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TBB5_HUMAN;TUBB;93448.17;0.0;132459.12;0.0;0.0;0.0;74110.29;0.0
PGS2_HUMAN;DCN;993541.8;2355726.0;861275.9;786623.1;5252322.0;619635.94;713249.75;714365.9
SAP_HUMAN;PSAP;237709.83;319049.94;191887.03;362151.72;588031.1;505868.1;446638.72;609669.44
HEXB_HUMAN;HEXB;62746.18;0.0;0.0;0.0;51940.832;47510.64;0.0;0.0
CATL1_HUMAN;CTSL;94789.555;68506.04;0.0;82791.53;136884.11;81397.23;141099.2;90685.14
PROF1_HUMAN;PFN1;356414.2;305834.6;367063.3;372575.8;866370.8;1451026.5;1103670.9;1281301.2
APT_HUMAN;APRT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYEP_HUMAN;EPRS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CATB_HUMAN;CTSB;674439.9;451131.12;408262.28;493264.44;2820826.8;2151962.8;1687856.2;1160736.2
HS90A_HUMAN;HSP90AA1;0.0;0.0;173235.36;0.0;0.0;0.0;0.0;0.0
GALT_HUMAN;GALT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HNRPC_HUMAN;HNRNPC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAMB1_HUMAN;LAMB1;135359.2;123619.195;104872.42;210089.75;156549.86;145727.12;251985.39;209671.44
FUMH_HUMAN;FH;106843.555;0.0;50704.617;0.0;82087.67;95829.21;104237.31;104178.84
TSP1_HUMAN;THBS1;368408.78;186900.66;0.0;259165.98;520170.03;207651.5;150670.69;563327.56
CO1A2_HUMAN;COL1A2;3597950.5;2254490.8;1179802.2;3718026.2;5258410.0;2515455.0;2014770.8;1425069.4
ANXA6_HUMAN;ANXA6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DAF_HUMAN;CD55;0.0;0.0;0.0;63924.242;0.0;54271.016;73381.734;51908.78
4F2_HUMAN;SLC3A2;100705.9;0.0;0.0;0.0;59641.5;72912.38;88922.516;79322.35
BGLR_HUMAN;GUSB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PFKAM_HUMAN;PFKM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HS90B_HUMAN;HSP90AB1;90215.414;0.0;183414.86;0.0;0.0;0.0;0.0;0.0
SRPRA_HUMAN;SRPRA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ASNS_HUMAN;ASNS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MMP2_HUMAN;MMP2;1168237.0;1249161.0;1285221.4;2556294.5;1393647.5;2410027.5;3073578.8;1877513.4
MMP3_HUMAN;MMP3;0.0;0.0;0.0;0.0;0.0;71018.96;0.0;72398.82
SODE_HUMAN;SOD3;91387.93;0.0;0.0;83305.59;60448.992;0.0;0.0;0.0
HEM3_HUMAN;HMBS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NEP_HUMAN;MME;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
INHBA_HUMAN;INHBA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MGP_HUMAN;MGP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CD14_HUMAN;CD14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO4A2_HUMAN;COL4A2;182058.44;0.0;0.0;157887.42;306100.12;158908.73;266596.06;108912.15
MET_HUMAN;MET;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRFM_HUMAN;MELTF;29373.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CFAH_HUMAN;CFH;85460.02;0.0;0.0;157060.12;528259.8;183336.39;303359.7;265336.34
ITA5_HUMAN;ITGA5;0.0;0.0;0.0;0.0;0.0;0.0;44902.098;39386.65
VIME_HUMAN;VIM;852577.56;744256.25;1372702.8;1307121.9;2616089.0;1720944.9;1932648.2;3295770.8
A2AP_HUMAN;SERPINF2;0.0;0.0;0.0;0.0;0.0;109518.18;199370.8;0.0
RS17_HUMAN;RPS17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C19_HUMAN;KRT19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K2C7_HUMAN;KRT7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNAI3_HUMAN;GNAI3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANXA5_HUMAN;ANXA5;0.0;0.0;0.0;0.0;0.0;121361.78;0.0;0.0
K1C16_HUMAN;KRT16;203072.73;192711.58;138220.84;171810.42;222704.39;141659.5;484060.8;369628.66
IBP1_HUMAN;IGFBP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RSSA_HUMAN;RPSA;78753.18;0.0;76782.7;75124.11;0.0;135690.89;122324.52;74514.13
CD63_HUMAN;CD63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNRPA_HUMAN;SNRPA;0.0;0.0;0.0;0.0;0.0;105246.95;74154.45;110297.17
ENOG_HUMAN;ENO2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GSTP1_HUMAN;GSTP1;338016.2;172793.67;138769.44;198348.03;559368.56;904903.75;806793.8;900579.25
