Protein.ID;Gene;Ost_c_1111 MaxLFQ Intensity;Ost_c_12 MaxLFQ Intensity;Ost_c_20 MaxLFQ Intensity;Ost_c_22 MaxLFQ Intensity;Ost_dif_1111 MaxLFQ Intensity;Ost_dif_12 MaxLFQ Intensity;Ost_dif_20 MaxLFQ Intensity;Ost_dif_22 MaxLFQ Intensity
SNAPN_HUMAN;SNAPIN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MPZL1_HUMAN;MPZL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FKBP9_HUMAN;FKBP9;0.0;0.0;76673.36;147212.23;0.0;0.0;80944.74;95680.07
6PGL_HUMAN;PGLS;0.0;0.0;169223.34;205939.27;0.0;0.0;130075.49;155069.3
ATG7_HUMAN;ATG7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IPO7_HUMAN;IPO7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CCN4_HUMAN;CCN4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AGM1_HUMAN;PGM3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TNF6B_HUMAN;TNFRSF6B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BRI3_HUMAN;BRI3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AHSA1_HUMAN;AHSA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATS2_HUMAN;ADAMTS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSMG1_HUMAN;PSMG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
G6PE_HUMAN;H6PD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SC24A_HUMAN;SEC24A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SC24B_HUMAN;SEC24B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VNN1_HUMAN;VNN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ETHE1_HUMAN;ETHE1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STABP_HUMAN;STAMBP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NET1_HUMAN;NTN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FSTL3_HUMAN;FSTL3;0.0;0.0;0.0;0.0;0.0;0.0;55439.875;61289.055
K2C75_HUMAN;KRT75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OXSR1_HUMAN;OXSR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LSM8_HUMAN;LSM8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AP2A1_HUMAN;AP2A1;0.0;0.0;93428.266;113404.91;0.0;0.0;92459.16;98741.85
STAU1_HUMAN;STAU1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BAG2_HUMAN;BAG2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BAG3_HUMAN;BAG3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AIFM1_HUMAN;AIFM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EMAL2_HUMAN;EML2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNA14_HUMAN;GNA14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANGL1_HUMAN;ANGPTL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BPNT1_HUMAN;BPNT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DDAH2_HUMAN;DDAH2;0.0;0.0;67784.05;84306.95;0.0;0.0;111341.34;0.0
TXD12_HUMAN;TXNDC12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NOE2_HUMAN;OLFM2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYF2_HUMAN;SYF2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITGBL_HUMAN;ITGBL1;188379.08;0.0;119089.48;123715.79;243831.56;0.0;233553.97;252317.66
FBLN4_HUMAN;EFEMP2;0.0;0.0;127934.59;166893.14;130374.14;162326.12;123586.5;155442.03
SG1D2_HUMAN;SCGB1D2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RECK_HUMAN;RECK;0.0;0.0;0.0;0.0;86082.22;0.0;0.0;0.0
MOC2B_HUMAN;MOCS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CYB5_HUMAN;CYB5A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ADH1B_HUMAN;ADH1B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ADH1G_HUMAN;ADH1C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LDHA_HUMAN;LDHA;324364.06;361082.78;322575.03;627822.3;183845.55;152033.12;193087.61;287127.5
AL1A1_HUMAN;ALDH1A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DHE3_HUMAN;GLUD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NB5R3_HUMAN;CYB5R3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GSHR_HUMAN;GSR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SODC_HUMAN;SOD1;192172.14;213477.02;143607.86;234105.47;91986.91;181717.72;143885.92;154205.84
CERU_HUMAN;CP;0.0;122901.0;0.0;0.0;0.0;127477.05;0.0;0.0
PNPH_HUMAN;PNP;0.0;0.0;142035.72;173113.53;0.0;0.0;88317.92;74257.81
HPRT_HUMAN;HPRT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AATM_HUMAN;GOT2;0.0;0.0;59942.035;71329.4;0.0;0.0;0.0;90061.54
EGFR_HUMAN;EGFR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PGK1_HUMAN;PGK1;0.0;150774.53;102246.87;121595.766;0.0;162653.53;115426.21;126708.555
KAD1_HUMAN;AK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THRB_HUMAN;F2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HPT_HUMAN;HP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FA9_HUMAN;F9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FA10_HUMAN;F10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CFAD_HUMAN;CFD;0.0;0.0;154333.3;157667.11;112900.81;0.0;207177.22;385361.66
PLMN_HUMAN;PLG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UROK_HUMAN;PLAU;0.0;0.0;0.0;88165.19;0.0;0.0;0.0;0.0
TPA_HUMAN;PLAT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ADA_HUMAN;ADA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANT3_HUMAN;SERPINC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
A1AT_HUMAN;SERPINA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AACT_HUMAN;SERPINA3;142484.86;0.0;0.0;55146.695;0.0;146090.95;115765.93;123117.14
ANGT_HUMAN;AGT;0.0;0.0;122362.43;738898.06;0.0;0.0;0.0;315212.97
A2MG_HUMAN;A2M;319087.75;479400.16;325031.0;746638.56;203652.34;225609.23;234636.98;277726.06
CO3_HUMAN;C3;191356.56;0.0;0.0;0.0;111142.13;223095.06;0.0;0.0
TIMP1_HUMAN;TIMP1;548020.6;348692.75;4736919.5;5144127.5;842585.8;457309.16;5585510.0;4100203.0
CYTC_HUMAN;CST3;562114.9;1573656.9;1063299.0;1929219.8;964807.0;1243881.0;1148686.9;1297416.9
CYTN_HUMAN;CST1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CYTA_HUMAN;CSTA;0.0;0.0;69957.82;91497.1;0.0;0.0;0.0;0.0
KNG1_HUMAN;KNG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RASN_HUMAN;NRAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RASH_HUMAN;HRAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LDLR_HUMAN;LDLR;0.0;0.0;0.0;98698.414;103057.4;115333.195;0.0;0.0
TGFB1_HUMAN;TGFB1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PENK_HUMAN;PENK;0.0;168917.08;0.0;0.0;0.0;0.0;0.0;0.0
PRL_HUMAN;PRL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGF2_HUMAN;IGF2;246985.2;0.0;90439.24;191820.52;637392.25;363692.38;396330.8;480824.8
IGJ_HUMAN;JCHAIN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KV320_HUMAN;IGKV3-20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PIGR_HUMAN;PIGR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGKC_HUMAN;IGKC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGHG1_HUMAN;IGHG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGHG4_HUMAN;IGHG4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IGHA1_HUMAN;IGHA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HLAB_HUMAN;HLA-B;0.0;0.0;106896.37;0.0;0.0;0.0;0.0;0.0
HBAZ_HUMAN;HBZ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HBE_HUMAN;HBE1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO1A1_HUMAN;COL1A1;1806879.4;2782078.0;3835955.0;5117777.0;1640102.5;1387108.0;3162173.5;2664553.2
CO2A1_HUMAN;COL2A1;0.0;0.0;403135.44;0.0;0.0;0.0;0.0;0.0
CO3A1_HUMAN;COL3A1;319654.4;384800.6;256034.77;442178.1;292463.7;435523.53;556680.0;562006.94
CO4A1_HUMAN;COL4A1;151305.58;0.0;338654.34;126612.09;124913.06;0.0;539057.06;304335.5
CRYAB_HUMAN;CRYAB;0.0;0.0;63565.895;76400.84;0.0;0.0;79458.914;127460.52
K1C14_HUMAN;KRT14;276088.78;706469.25;208124.67;565730.1;187912.17;290738.28;193595.3;225040.75
K2C6A_HUMAN;KRT6A;72235.91;300081.22;87006.914;344645.75;94409.04;213262.5;0.0;0.0
LMNA_HUMAN;LMNA;277108.34;438993.5;84403.695;179408.4;115975.07;212139.08;56390.453;106456.83
APOA1_HUMAN;APOA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APOE_HUMAN;APOE;0.0;0.0;0.0;147384.11;0.0;0.0;55439.17;97684.44
APOA2_HUMAN;APOA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APOC3_HUMAN;APOC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FIBA_HUMAN;FGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FIBB_HUMAN;FGB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FIBG_HUMAN;FGG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO9_HUMAN;C9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APOH_HUMAN;APOH;0.0;0.0;0.0;0.0;0.0;0.0;93263.336;0.0
FINC_HUMAN;FN1;2179355.2;2401014.2;5976326.0;8748648.0;4543226.0;3102651.5;7324648.5;7155917.0
RET4_HUMAN;RBP4;0.0;0.0;0.0;212138.9;74733.26;240585.25;76190.71;217376.4
FETUA_HUMAN;AHSG;431444.16;0.0;85065.45;80851.445;146557.38;48776.465;0.0;0.0
ALBU_HUMAN;ALB;0.0;0.0;35091.438;0.0;0.0;135224.7;0.0;0.0
FETA_HUMAN;AFP;160632.31;0.0;0.0;0.0;93644.46;0.0;0.0;0.0
VTDB_HUMAN;GC;0.0;0.0;92979.97;0.0;0.0;0.0;87879.414;0.0
TFR1_HUMAN;TFRC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRFE_HUMAN;TF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRFL_HUMAN;LTF;0.0;0.0;517673.56;506030.12;256994.4;347490.1;312730.4;306329.72
HEMO_HUMAN;HPX;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FRIL_HUMAN;FTL;0.0;0.0;41877.99;0.0;0.0;0.0;0.0;0.0
FRIH_HUMAN;FTH1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MT2_HUMAN;MT2A;327336.22;0.0;91762.25;83981.67;335826.1;0.0;238733.38;279130.9
ANGI_HUMAN;ANG;0.0;0.0;0.0;0.0;57711.97;0.0;0.0;88710.56
MMP1_HUMAN;MMP1;230974.58;362238.38;55204.996;148596.53;121301.195;136099.73;0.0;0.0
SLPI_HUMAN;SLPI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;77431.26
VTNC_HUMAN;VTN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CATA_HUMAN;CAT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GLCM_HUMAN;GBA;0.0;0.0;63372.617;169369.06;0.0;0.0;93717.68;98527.51
FUCO_HUMAN;FUCA1;0.0;0.0;71647.625;141202.45;0.0;0.0;90262.19;95374.96
ALDOA_HUMAN;ALDOA;233448.39;328963.6;209498.47;313804.25;126410.64;222163.03;159591.58;136442.42
CYTB_HUMAN;CSTB;0.0;165642.6;115923.09;164107.81;77736.516;118113.13;155425.06;138941.19
ANXA1_HUMAN;ANXA1;124353.0;276561.5;73253.17;82035.66;85715.86;180014.28;0.0;86873.48
APOB_HUMAN;APOB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRIO_HUMAN;PRNP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SODM_HUMAN;SOD2;0.0;0.0;91428.32;281074.12;63365.363;159995.36;107891.01;134672.17
OAT_HUMAN;OAT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KITH_HUMAN;TK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THY1_HUMAN;THY1;0.0;0.0;202622.86;477833.2;0.0;0.0;129202.95;166482.5
K2C6B_HUMAN;KRT6B;152663.27;484188.28;118057.57;566118.5;88793.91;306518.62;114283.08;166029.67
K2C1_HUMAN;KRT1;1626142.0;3794324.8;2396969.2;5245614.5;1639584.2;2179041.2;1583038.5;2028968.6
SEMG1_HUMAN;SEMG1;0.0;0.0;0.0;64115.363;0.0;0.0;0.0;0.0
TBB4A_HUMAN;TUBB4A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
G3P_HUMAN;GAPDH;244624.34;0.0;304837.38;280847.75;77875.26;486947.88;152737.8;132731.3
ARLY_HUMAN;ASL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HLAA_HUMAN;HLA-A;0.0;104034.336;71861.45;133355.78;86337.86;99141.41;100485.89;54903.258
CPNS1_HUMAN;CAPNS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MT1A_HUMAN;MT1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MT1E_HUMAN;MT1E;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MT1F_HUMAN;MT1F;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AMY1_HUMAN;AMY1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HSPB1_HUMAN;HSPB1;0.0;0.0;150849.42;234564.9;116105.29;215837.55;185449.1;228324.34
RPN1_HUMAN;RPN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNAI2_HUMAN;GNAI2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
H2A1B_HUMAN;H2AC4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AT1A1_HUMAN;ATP1A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
A4_HUMAN;APP;0.0;174024.17;0.0;0.0;0.0;0.0;153812.62;127241.71
ARGI1_HUMAN;ARG1;0.0;0.0;36662.29;46737.15;0.0;0.0;0.0;0.0
APOD_HUMAN;APOD;0.0;0.0;0.0;89014.76;305518.84;347447.2;251748.4;366561.78
ITB3_HUMAN;ITGB3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S10A8_HUMAN;S100A8;0.0;0.0;70282.07;87675.414;0.0;74230.02;0.0;0.0
HMGN1_HUMAN;HMGN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PAI2_HUMAN;SERPINB2;0.0;0.0;150946.34;0.0;0.0;0.0;0.0;0.0
PAI1_HUMAN;SERPINE1;210256.4;356360.03;1476898.4;1312015.6;127826.17;216567.06;1204426.2;582928.75
ADT2_HUMAN;SLC25A5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IC1_HUMAN;SERPING1;0.0;257225.81;745373.56;1217353.5;142692.16;0.0;664069.0;779554.94
CFAI_HUMAN;CFI;0.0;0.0;0.0;0.0;69381.78;0.0;0.0;0.0
ISG15_HUMAN;ISG15;0.0;0.0;0.0;0.0;0.0;0.0;61320.277;0.0
PPBT_HUMAN;ALPL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IF2A_HUMAN;EIF2S1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMGN2_HUMAN;HMGN2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IL6_HUMAN;IL6;0.0;0.0;75582.086;0.0;0.0;0.0;0.0;0.0
ICAM1_HUMAN;ICAM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RLA1_HUMAN;RPLP1;0.0;0.0;100172.91;145830.6;0.0;0.0;0.0;0.0
RLA2_HUMAN;RPLP2;0.0;0.0;125071.0;157278.39;0.0;0.0;0.0;0.0
RLA0_HUMAN;RPLP0;0.0;0.0;83161.08;112444.41;0.0;0.0;94419.75;104917.805
7B2_HUMAN;SCG5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FABPH_HUMAN;FABP3;0.0;0.0;53579.215;123867.75;0.0;0.0;79856.055;92624.69
TETN_HUMAN;CLEC3B;199763.61;0.0;251652.4;265024.38;136564.0;88896.8;236615.36;246500.48
LA_HUMAN;SSB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THBG_HUMAN;SERPINA7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HEP2_HUMAN;SERPIND1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KPCB_HUMAN;PRKCB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C18_HUMAN;KRT18;0.0;0.0;0.0;0.0;0.0;585427.06;0.0;0.0
K2C8_HUMAN;KRT8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MYL1_HUMAN;MYL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO5A2_HUMAN;COL5A2;0.0;0.0;193737.44;176794.28;161759.72;0.0;181240.97;179599.53
DCUP_HUMAN;UROD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CHLE_HUMAN;BCHE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AGAL_HUMAN;GLA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GELS_HUMAN;GSN;90379.21;307064.0;189014.5;306204.94;268483.62;441101.1;282795.3;426532.75
PTMA_HUMAN;PTMA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CDK1_HUMAN;CDK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATPB_HUMAN;ATP5F1B;0.0;0.0;52891.895;93005.77;0.0;0.0;0.0;0.0
CO2_HUMAN;C2;0.0;0.0;0.0;116818.336;0.0;0.0;0.0;166462.81
S10A9_HUMAN;S100A9;0.0;0.0;86680.43;0.0;0.0;0.0;0.0;0.0
S10A6_HUMAN;S100A6;0.0;0.0;187264.55;200965.89;0.0;0.0;97755.25;123103.8
IF4E_HUMAN;EIF4E;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENOA_HUMAN;ENO1;571397.56;849799.2;612220.4;822616.75;363586.5;456867.78;393249.75;538645.06
PYGL_HUMAN;PYGL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NPM_HUMAN;NPM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITAV_HUMAN;ITGAV;0.0;0.0;39582.465;62526.406;0.0;0.0;59810.934;0.0
LIPL_HUMAN;LPL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HEXA_HUMAN;HEXA;0.0;0.0;297631.2;453683.34;165116.31;0.0;238916.56;322537.66
H2B1J_HUMAN;H2BC11;0.0;0.0;61649.71;64795.93;0.0;0.0;0.0;0.0
GDN_HUMAN;SERPINE2;195441.05;173383.38;665829.44;3028092.8;162386.12;198292.67;690076.1;492990.3
HYEP_HUMAN;EPHX1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACBP_HUMAN;DBI;0.0;0.0;0.0;104265.62;83982.72;0.0;104914.695;104342.414
LDHB_HUMAN;LDHB;143263.19;248900.88;129865.945;181869.08;82442.79;114532.93;75356.1;142106.94
PROS_HUMAN;PROS1;0.0;0.0;0.0;185129.45;0.0;0.0;213653.92;0.0
PDIA1_HUMAN;P4HB;224738.97;249879.81;0.0;101872.21;110913.12;197066.2;0.0;0.0
H10_HUMAN;H1-0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACYP1_HUMAN;ACYP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CATD_HUMAN;CTSD;0.0;0.0;486139.3;988743.75;197875.38;452622.72;532992.75;503679.53
ANXA2_HUMAN;ANXA2;306753.6;485652.22;114666.945;203816.33;182144.02;225229.55;155435.58;144915.88
CAN1_HUMAN;CAPN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TBB5_HUMAN;TUBB;0.0;0.0;65601.8;123796.23;0.0;76727.18;0.0;0.0
PGS2_HUMAN;DCN;1103392.5;3061953.2;766826.94;2226700.0;2305109.2;2346582.2;702205.1;2157049.2
SAP_HUMAN;PSAP;631826.06;690082.44;550080.2;1065315.6;580934.6;449119.72;815494.0;879211.75
HEXB_HUMAN;HEXB;354427.66;318519.06;80777.51;161108.14;196406.8;190289.7;121610.31;151210.12
CATL1_HUMAN;CTSL;431879.88;601271.56;176330.75;295843.53;333428.84;357434.75;159076.75;182640.81
PROF1_HUMAN;PFN1;232718.58;508551.0;567859.0;682607.3;195483.55;242540.33;310882.66;340893.88
APT_HUMAN;APRT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYEP_HUMAN;EPRS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CATB_HUMAN;CTSB;1369444.9;871961.6;1377477.8;3097065.2;1714276.2;954749.94;1757578.8;1920592.6
HS90A_HUMAN;HSP90AA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GALT_HUMAN;GALT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HNRPC_HUMAN;HNRNPC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAMB1_HUMAN;LAMB1;285512.62;278618.38;115008.68;229538.06;176568.33;292362.78;267356.78;300243.97
FUMH_HUMAN;FH;0.0;0.0;103594.336;131865.19;0.0;0.0;0.0;92433.9
TSP1_HUMAN;THBS1;444918.12;235513.06;354457.62;380087.1;220691.16;254963.58;347760.75;312142.53
CO1A2_HUMAN;COL1A2;846017.44;1712172.1;1849801.5;3615169.2;1116026.2;1398480.1;1602760.1;1635750.0
ANXA6_HUMAN;ANXA6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DAF_HUMAN;CD55;0.0;0.0;0.0;58488.703;0.0;0.0;0.0;92629.41
4F2_HUMAN;SLC3A2;0.0;0.0;89663.4;113949.94;0.0;0.0;65215.77;60927.523
BGLR_HUMAN;GUSB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PFKAM_HUMAN;PFKM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HS90B_HUMAN;HSP90AB1;95158.41;236621.27;0.0;0.0;0.0;117160.25;0.0;56751.484
SRPRA_HUMAN;SRPRA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ASNS_HUMAN;ASNS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MMP2_HUMAN;MMP2;1262447.5;1145787.1;2649109.0;4969849.5;1732792.4;875415.5;1388931.5;2139302.2
MMP3_HUMAN;MMP3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SODE_HUMAN;SOD3;0.0;558927.5;0.0;0.0;71885.25;0.0;0.0;104885.31
HEM3_HUMAN;HMBS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NEP_HUMAN;MME;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
INHBA_HUMAN;INHBA;0.0;0.0;72545.33;57367.664;0.0;0.0;0.0;0.0
MGP_HUMAN;MGP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CD14_HUMAN;CD14;0.0;0.0;0.0;126842.81;0.0;0.0;198946.83;155342.27
CO4A2_HUMAN;COL4A2;292648.0;0.0;389163.03;324495.25;177478.27;0.0;560496.0;296274.3
MET_HUMAN;MET;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRFM_HUMAN;MELTF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CFAH_HUMAN;CFH;350525.75;421916.22;119485.27;249310.55;346352.25;404500.75;248542.55;338320.75
ITA5_HUMAN;ITGA5;0.0;0.0;0.0;0.0;0.0;0.0;85908.89;0.0
VIME_HUMAN;VIM;1064764.6;1690844.4;664830.25;2680177.8;810647.25;891389.94;843672.94;1038400.6
A2AP_HUMAN;SERPINF2;0.0;0.0;145090.53;0.0;0.0;0.0;0.0;0.0
RS17_HUMAN;RPS17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C19_HUMAN;KRT19;0.0;0.0;0.0;0.0;0.0;117735.83;0.0;0.0
K2C7_HUMAN;KRT7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNAI3_HUMAN;GNAI3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANXA5_HUMAN;ANXA5;0.0;0.0;0.0;103616.82;0.0;0.0;0.0;0.0
K1C16_HUMAN;KRT16;192332.86;395886.0;170642.45;702568.1;131216.64;314196.97;174925.98;210862.81
IBP1_HUMAN;IGFBP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RSSA_HUMAN;RPSA;0.0;0.0;79320.305;113126.414;0.0;0.0;72129.3;0.0
CD63_HUMAN;CD63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNRPA_HUMAN;SNRPA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENOG_HUMAN;ENO2;0.0;0.0;51536.605;0.0;0.0;0.0;0.0;0.0
GSTP1_HUMAN;GSTP1;131339.84;0.0;327739.12;448550.8;104684.99;0.0;210368.39;248360.06
MMP7_HUMAN;MMP7;0.0;0.0;0.0;0.0;108282.76;208124.81;0.0;112475.83
GROA_HUMAN;CXCL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LEG1_HUMAN;LGALS1;0.0;0.0;671218.2;1328544.0;309550.0;0.0;714211.2;787912.94
DHPR_HUMAN;QDPR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
